ccclastupdated,application_status,license_type,application_classification,application_classification_split_1,application_classification_split_2,approved_license_type,approved_license_stages,commence_operations_date,license_status,license_number,business_legal_name,premise_city,establishment_zipcode,business_email,business_phone,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,issue_date,cnb_deemed_complete_date,application_approved_date,lic_start_date,expiration_date,pmt_amount,lic_fee_amount,premise_zip_code,town,premise_county,county_lat,county_long,region,cccupdatedate,establishment_address_2,establishment_state,premise_latitude,premise_longitude,approved_se_number,business_dba_name,premise_state,licensing_authority_id,licensing_authority,business_structure,business_owner_name,parcel_number,business_image_url,business_website
11/27/2023,APPROVED,Marijuana Retailer,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284843,Stone's Throw Cannabis LLC d/b/a Firebrand Cannabis,Boston,2111.0,,,100 State Street,,9th Floor,MA,2109,POINT (-71.073493 42.334948),POINT (-71.056810 42.3506890),100 State Street,,9th Floor,MA,2109,87-3166009,MRN284843,Fri May 19 2023 17:07:44 GMT-0400 (Eastern Daylight Time),Wed Jan 04 2023 12:26:59 GMT-0500 (Eastern Standard Time),Thu Aug 10 2023 15:35:45 GMT-0400 (Eastern Daylight Time),True,yes,EE201902,,,EE201902,,,,Not a DBE,,,,Fri Dec 23 2022 20:09:28 GMT-0500 (Eastern Standard Time),Fri May 12 2023 11:45:22 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 11:20:33 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Aug 10 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,5000.0,2111.0,Boston,Suffolk,42.334948,-71.073493,Metro Boston,11/27/2023,Floors #1-2,MA,42.350689,-71.056811,,Stone's Throw Cannabis LLC d/b/a Firebrand Cannabis,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
11/27/2023,APPROVED,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PMD5977,River Grove LLC,,,,,475 Canal Street,,Holyoke,MA,1040,,,226 South Main Street,"226 South Main Street, Suite #6",Fall River,MA,2721,87-3943758,PMDA5977,Thu Dec 16 2021 15:44:10 GMT-0500 (Eastern Standard Time),Wed Dec 15 2021 13:34:55 GMT-0500 (Eastern Standard Time),,True,,SE305147,,,,,,,Not a DBE,,,,Mon Dec 13 2021 13:19:43 GMT-0500 (Eastern Standard Time),Sat Dec 18 2021 08:54:24 GMT-0500 (Eastern Standard Time),Mon Dec 20 2021 08:54:35 GMT-0500 (Eastern Standard Time),Mon Dec 20 2021 03:00:00 GMT-0500 (Eastern Standard Time),Wed Dec 20 2023 03:00:00 GMT-0500 (Eastern Standard Time),,,,,,,,,11/27/2023,,MA,,,,River Grove LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
11/27/2023,APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC281342,"Holyoke Gardens, LLC",Holyoke,1040.0,,,5 Appleton Street,,Holyoke,MA,1040,POINT (-72.571312 42.12756),POINT (-72.598252 42.198608),5 Appleton Street,,Holyoke,MA,1040,82-4928299,MCN281342,Sat Oct 13 2018 02:27:08 GMT-0400 (Eastern Daylight Time),Thu Aug 02 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Wed Jun 19 2019 22:10:47 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,Indoor,"Tier 06: 40,001 to 50,000 sq. ft",,Tue May 01 2018 13:26:41 GMT-0400 (Eastern Daylight Time),Thu Oct 18 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 10 2019 13:46:02 GMT-0500 (Eastern Standard Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Apr 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),600.0,12500.0,1040.0,Holyoke,Hampden,42.12756,-72.571312,Western MA,11/27/2023,,MA,42.198608,-72.598252,,"Holyoke Gardens, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
11/27/2023,APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,2/4/2021,COMPLETE,MR282516,Nova Farms LLC,Framingham,1701.0,,,34 Extension Street,,Attleboro,MA,2703,POINT (-71.275566 42.459085),POINT (-71.443946 42.2993870),34 Extension Street,,Attleboro,MA,2703,82-4930709,MRN282516,Thu Jun 11 2020 10:42:10 GMT-0400 (Eastern Daylight Time),Thu Feb 20 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Sep 10 2020 17:04:35 GMT-0400 (Eastern Daylight Time),True,no,,,,,APPROVED,RP201852,,Not a DBE,,,Thu Jan 14 2021 03:00:00 GMT-0500 (Eastern Standard Time),Sun Mar 24 2019 14:10:19 GMT-0400 (Eastern Daylight Time),Fri Jun 12 2020 10:40:30 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:24:00 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Sep 10 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1701.0,Framingham,Middlesex,42.459085,-71.275566,Central MA,11/27/2023,,MA,42.299387,-71.443947,,Nova Farms LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
11/27/2023,APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC283415,DayDreamz Estates LLC,Sandisfield,1255.0,,,68 Sandisfield Road,,Sandisfield,MA,1255,POINT (-73.209889 42.396128),POINT (-73.108464 42.1082260),68 Sandisfield Road,,Sandisfield,MA,1255,86-1250658,MCN283415,Thu Apr 08 2021 17:50:53 GMT-0400 (Eastern Daylight Time),Mon Mar 22 2021 14:09:05 GMT-0400 (Eastern Daylight Time),Tue Jun 22 2021 14:41:02 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Not a DBE,Indoor,"Tier 01: up to 5,000 square feet",,Tue Mar 09 2021 14:16:59 GMT-0500 (Eastern Standard Time),Fri Apr 30 2021 07:49:14 GMT-0400 (Eastern Daylight Time),Tue Jun 22 2021 10:52:09 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Aug 10 2024 04:00:00 GMT-0400 (Eastern Daylight Time),200.0,1250.0,1255.0,Sandisfield,Berkshire,42.396128,-73.209889,Western MA,11/27/2023,,MA,42.108226,-73.108465,,DayDreamz Estates LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
11/27/2023,APPROVED,Marijuana Cultivator,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC283141,Evokanna Labs LLC,Ashburnham,1430.0,,,207 Kenoza St,,Haverhill,MA,1830,POINT (-71.840209 42.329642),POINT (-71.939204 42.6087520),207 Kenoza St,,Haverhill,MA,1830,85-3468885,MCN283141,Thu Jun 03 2021 17:04:00 GMT-0400 (Eastern Daylight Time),Fri Dec 04 2020 17:09:25 GMT-0500 (Eastern Standard Time),Thu Oct 07 2021 16:12:18 GMT-0400 (Eastern Daylight Time),True,yes,SE304359,,,,,,,Minority-Owned Business,Indoor,"Tier 04: 20,001 to 30,000 sq. ft",,Fri Oct 23 2020 16:25:37 GMT-0400 (Eastern Daylight Time),Fri Jun 25 2021 11:31:08 GMT-0400 (Eastern Daylight Time),Fri Sep 17 2021 12:28:24 GMT-0400 (Eastern Daylight Time),Thu Oct 12 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Oct 16 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,10000.0,1430.0,Ashburnham,Worcester,42.329642,-71.840209,Central MA,11/27/2023,,MA,42.608752,-71.939204,SE304359,Evokanna Labs LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
11/27/2023,APPROVED,Marijuana Transporter with Other Existing ME License,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,COMMENCE OPS,COMMENCE OPS,4/22/2022,COMPLETE,MX281395,Faded LLC,Bellingham,2019.0,,,190 Farm Street,Suite B,Bellingham,MA,2019,POINT (-71.15444 42.199156),POINT (-71.47099 42.1301520),30 Hemlock Street,,Brockton,MA,2302,85-1438831,MXN281395,Wed Aug 25 2021 16:23:12 GMT-0400 (Eastern Daylight Time),Wed Jul 28 2021 14:22:08 GMT-0400 (Eastern Daylight Time),Mon Nov 08 2021 11:08:48 GMT-0500 (Eastern Standard Time),True,yes,SE304880,,,,,,,"Minority-Owned Business | Woman-Owned Business | Disability-Owned Business | Lesbian, Gay, Bisexual, and Transgender Owned Business",,,Thu Feb 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Mon Jun 21 2021 23:19:25 GMT-0400 (Eastern Daylight Time),Fri Sep 03 2021 10:44:03 GMT-0400 (Eastern Daylight Time),Thu Oct 14 2021 13:08:30 GMT-0400 (Eastern Daylight Time),Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Nov 13 2024 03:00:00 GMT-0500 (Eastern Standard Time),,2500.0,2019.0,Bellingham,Norfolk,42.199156,-71.15444,Central MA,11/27/2023,Suite B,MA,42.130152,-71.47099,SE304880,Faded LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
11/27/2023,APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,7/24/2020,COMPLETE,MP281417,"Pioneer Valley Extracts, LLC",Northampton,1062.0,,,43 Ladd St,,Florence,MA,1062,POINT (-72.62073 42.322256),POINT (-72.663559 42.3195860),351 Pleasant St,Suite B143,Northampton,MA,1060,82-3037645,MPN281417,Fri Oct 12 2018 14:13:29 GMT-0400 (Eastern Daylight Time),Tue Sep 11 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Mon Feb 11 2019 10:50:19 GMT-0500 (Eastern Standard Time),True,,,,,,,,,"Lesbian, Gay, Bisexual, and Transgender Owned Business | Woman-Owned Business",,,Thu Feb 06 2020 03:00:00 GMT-0500 (Eastern Standard Time),Sat Jun 23 2018 15:38:31 GMT-0400 (Eastern Daylight Time),Tue Oct 23 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 10 2019 13:53:01 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Thu Feb 15 2024 03:00:00 GMT-0500 (Eastern Standard Time),300.0,5000.0,1062.0,Florence,Hampshire,42.322256,-72.62073,,11/27/2023,,MA,42.319586,-72.663559,,"Pioneer Valley Extracts, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
11/27/2023,APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,2/22/2023,COMPLETE,MC283492,"Highmark Provisions, LLC",Holliston,1746.0,,,18 Colella Farm Road,,Hopkinton,MA,1748,POINT (-71.275566 42.459085),POINT (-71.445428 42.175756),18 Colella Farm Road,,Hopkinton,MA,1748,85-2733723,MCN283492,Tue Aug 31 2021 13:49:53 GMT-0400 (Eastern Daylight Time),Wed Aug 04 2021 10:46:49 GMT-0400 (Eastern Daylight Time),Thu Oct 14 2021 17:41:54 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",Thu Sep 15 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Apr 25 2021 15:07:16 GMT-0400 (Eastern Daylight Time),Fri Sep 03 2021 09:37:24 GMT-0400 (Eastern Daylight Time),Thu Oct 14 2021 13:10:13 GMT-0400 (Eastern Daylight Time),Thu Sep 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Oct 14 2024 04:00:00 GMT-0400 (Eastern Daylight Time),400.0,2500.0,1746.0,Holliston,Middlesex,42.459085,-71.275566,Central MA,11/27/2023,,MA,42.175756,-71.445428,,"Highmark Provisions, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
11/27/2023,APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,FINAL LICENSE,FINAL LICENSE,,COMPLETE,MP281624,"Life Essence, Inc.",Holyoke,1040.0,,,56 Canal Street,,Holyoke,MA,1040,POINT (-72.571312 42.12756),POINT (-72.598939 42.2090140),3494 Martin Hurst Road,,Tallahassee,FL,32312,84-8831905,MPN281624,Wed Apr 01 2020 18:10:39 GMT-0400 (Eastern Daylight Time),Fri Jan 17 2020 00:00:00 GMT-0500 (Eastern Standard Time),Fri Jun 19 2020 17:42:53 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,,,Thu Jun 17 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Mar 21 2019 18:36:42 GMT-0400 (Eastern Daylight Time),Wed Apr 15 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 14:27:58 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jul 15 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1040.0,Holyoke,Hampden,42.12756,-72.571312,Western MA,11/27/2023,,MA,42.209014,-72.59894,,"Life Essence, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
11/27/2023,APPROVED,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PMD5809,Mononc Labs LLC,,,,,567 Pleasant St STE 8,,Brockton,MA,2301,,,567 Pleasant St STE 8,,Brockton,MA,2301,85-0948271,PMDA5809,Sat Jul 10 2021 15:43:47 GMT-0400 (Eastern Daylight Time),Fri Jul 09 2021 11:40:35 GMT-0400 (Eastern Daylight Time),,True,,SE303897,,,,,,,Not a DBE,,,,Fri May 28 2021 11:02:36 GMT-0400 (Eastern Daylight Time),,Mon Jul 26 2021 10:56:31 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 26 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,11/27/2023,,MA,,,SE303897,Mononc Labs LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
11/27/2023,APPROVED,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PMD5798,"Bando Alternative Group Delivery, LLC",,,,,521 American Legion Highway,Unit A,Westport,MA,2790,,,521 American Legion Highway,Unit A,Westport,MA,2790,86-1204566,PMDA5798,Wed Jul 07 2021 21:46:06 GMT-0400 (Eastern Daylight Time),Mon Jun 14 2021 11:03:59 GMT-0400 (Eastern Daylight Time),,True,,SE304960,,,,,,,Not a DBE,,,,Fri May 28 2021 09:20:25 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 09:32:01 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 09:32:09 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 26 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,11/27/2023,,MA,,,SE304960,"Bando Alternative Group Delivery, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
11/27/2023,APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP281658,"Heal Cultivation, LLC",Warren,1083.0,,,70 Pulaski Street,,Warren,MA,1083,POINT (-71.840209 42.329642),POINT (-72.231876 42.2093470),4 Irving Road,,Weston,MA,2493,83-3280768,MPN281658,Tue Apr 28 2020 10:22:30 GMT-0400 (Eastern Daylight Time),Fri Nov 08 2019 00:00:00 GMT-0500 (Eastern Standard Time),,True,,,,,,,,,Not a DBE,,,,Wed May 01 2019 15:46:05 GMT-0400 (Eastern Daylight Time),Tue May 26 2020 14:06:16 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 14:58:52 GMT-0400 (Eastern Daylight Time),Thu Aug 11 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Aug 12 2023 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1083.0,Warren,Worcester,42.329642,-71.840209,Central MA,11/27/2023,,MA,42.209347,-72.231877,,"Heal Cultivation, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
11/27/2023,APPROVED,Marijuana Product Manufacturer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MP282161,Green Origin Farm LLC,Petersham,1366.0,,,93 Glasheen Rd.,,Petersham,MA,1366,POINT (-71.840209 42.329642),POINT (-72.133543 42.4990829),93 Glasheen Rd,,Petersham,MA,1366,87-2022896,MPN282161,Tue Jun 07 2022 07:53:24 GMT-0400 (Eastern Daylight Time),Wed Mar 23 2022 10:05:49 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Woman-Owned Business,,,,Wed Dec 22 2021 21:10:30 GMT-0500 (Eastern Standard Time),Fri Jun 10 2022 09:53:21 GMT-0400 (Eastern Daylight Time),Fri Sep 16 2022 13:56:11 GMT-0400 (Eastern Daylight Time),,,1500.0,,1366.0,Petersham,Worcester,42.329642,-71.840209,Western MA,11/27/2023,,MA,42.499083,-72.133543,,Green Origin Farm LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
11/27/2023,APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,10/31/2022,COMPLETE,MC282148,Impressed LLC,Hanson,2341.0,,,15 Commercial Waye,,Hanson,MA,2341,POINT (-70.818958 41.978877),POINT (-70.904548 42.0518429),10 Stonegate Lane,,Dover,MA,2030,83-4651822,MCN282148,Tue Jun 02 2020 10:48:26 GMT-0400 (Eastern Daylight Time),Thu Feb 20 2020 00:00:00 GMT-0500 (Eastern Standard Time),Tue Sep 29 2020 15:20:42 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",Thu Apr 07 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Tue May 14 2019 10:15:01 GMT-0400 (Eastern Daylight Time),Fri Jun 12 2020 08:10:22 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:10:25 GMT-0400 (Eastern Daylight Time),Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Nov 11 2024 03:00:00 GMT-0500 (Eastern Standard Time),600.0,5000.0,2341.0,Hanson,Plymouth,41.978877,-70.818958,Southeast and Cape,11/27/2023,,MA,42.051843,-70.904548,,Impressed LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
11/27/2023,APPROVED,Marijuana Product Manufacturer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP281872,Cedar Roots LLC,Ware,1082.0,,,50 East Main Street,,Ware,MA,1082,POINT (-72.62073 42.322256),POINT (-72.239175 42.2589919),12 Elm Street,,Ware,MA,1082,85-1700172,MPN281872,Fri Aug 28 2020 18:18:42 GMT-0400 (Eastern Daylight Time),Tue Aug 25 2020 14:19:57 GMT-0400 (Eastern Daylight Time),Mon Oct 12 2020 19:06:21 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Woman-Owned Business,,,,Tue Apr 14 2020 22:27:04 GMT-0400 (Eastern Daylight Time),Wed Sep 02 2020 08:11:38 GMT-0400 (Eastern Daylight Time),Thu Oct 08 2020 12:41:35 GMT-0400 (Eastern Daylight Time),Thu Sep 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Oct 12 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1082.0,Ware,Hampshire,42.322256,-72.62073,Western MA,11/27/2023,,MA,42.258992,-72.239175,,Cedar Roots LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
11/27/2023,APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MC283798,Canna-Farm LLC,Attleboro,2703.0,,,1 Turner Street,2nd Floor,Attleboro,MA,2703,POINT (-71.102131 41.778329),POINT (-71.380156 41.8974630),1 Turner STreet,2nd Floor,Attleboro,MA,2703,92-0697949,MCN283798,Fri Jun 09 2023 13:22:55 GMT-0400 (Eastern Daylight Time),Wed Dec 14 2022 09:02:38 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Not a DBE,Indoor,"Tier 05: 30,001 to 40,000 sq. ft",,Tue Oct 11 2022 14:04:51 GMT-0400 (Eastern Daylight Time),Fri Jun 23 2023 11:01:42 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 13:54:29 GMT-0400 (Eastern Daylight Time),,,2000.0,,2703.0,Attleboro,Bristol,41.778329,-71.102131,Southeast and Cape,11/27/2023,2nd Floor,MA,41.897463,-71.380157,,Canna-Farm LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
11/27/2023,APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,4/1/2022,COMPLETE,MR283288,"Holland Brands NA, LLC",North Attleborough,2760.0,,,55 Henshaw,,Brighton,MA,2135,POINT (-71.102131 41.778329),POINT (-71.349290 41.9383350),55 Henshaw,,Brighton,MA,2135,84-2349396,MRN283288,Fri May 22 2020 08:33:48 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 14:18:52 GMT-0400 (Eastern Daylight Time),,True,,,,,,,,,Not a DBE,,,Thu Mar 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sun Feb 16 2020 20:59:45 GMT-0500 (Eastern Standard Time),Thu Aug 06 2020 07:24:12 GMT-0400 (Eastern Daylight Time),Thu Oct 08 2020 14:18:33 GMT-0400 (Eastern Daylight Time),Thu Dec 08 2022 03:00:00 GMT-0500 (Eastern Standard Time),Mon Jan 22 2024 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,2760.0,North Attleboro,Bristol,41.778329,-71.102131,,11/27/2023,,MA,41.938335,-71.349291,,"Holland Brands NA, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
11/27/2023,APPROVED,Marijuana Product Manufacturer,Priority Review - MTC Priority,Priority,MTC Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP281616,TDMA Orange LLC,Orange,1364.0,,,207 Danoe; Shays Hwy,,Orange,MA,1364,POINT (-72.573941 42.587072),POINT (-72.303200 42.5972099),305 SE 3rd Ave,Ste 203,Portland,OR,97214,83-3515575,MPN281616,Thu Apr 18 2019 12:17:46 GMT-0400 (Eastern Daylight Time),Wed Mar 20 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Nov 22 2019 10:47:17 GMT-0500 (Eastern Standard Time),True,,,,,,,,RPA201948,Not a DBE,,,,Mon Mar 11 2019 16:45:18 GMT-0400 (Eastern Daylight Time),Thu Sep 19 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Oct 10 2019 13:12:35 GMT-0400 (Eastern Daylight Time),Thu Nov 18 2021 03:00:00 GMT-0500 (Eastern Standard Time),Sat Dec 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),300.0,10000.0,1364.0,Orange,Franklin,42.587072,-72.573941,Western MA,11/27/2023,,MA,42.59721,-72.3032,,TDMA Orange LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
11/27/2023,APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,COMMENCE OPS,COMMENCE OPS,3/24/2021,COMPLETE,MR283092,"Elevated Roots, LLC",Kingston,2364.0,,,44 William C. Gould Jr. Way,,Kingston,MA,2364,POINT (-70.818958 41.978877),POINT (-70.707825 41.9734819),44 William C. Gould Jr. Way,,Kingston,MA,2364,84-2950736,MRN283092,Tue Apr 14 2020 13:22:43 GMT-0400 (Eastern Daylight Time),Fri Feb 28 2020 00:00:00 GMT-0500 (Eastern Standard Time),Tue Jun 23 2020 14:07:56 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Minority-Owned Business,,,Thu Mar 11 2021 03:00:00 GMT-0500 (Eastern Standard Time),Wed Oct 30 2019 10:23:56 GMT-0400 (Eastern Daylight Time),Wed Apr 15 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 14:11:30 GMT-0400 (Eastern Daylight Time),Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Jun 23 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,2364.0,Kingston,Plymouth,41.978877,-70.818958,Southeast and Cape,11/27/2023,,MA,41.973482,-70.707825,,"Elevated Roots, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
11/27/2023,APPROVED,Marijuana Cultivator,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,10/17/2019,COMPLETE,MC281309,"Curaleaf Massachusetts, Inc.",Webster,1570.0,,,30 Worcester Road,Unit B,Webster,MA,1570,POINT (-71.840209 42.329642),POINT (-71.862223 42.06268),2001 Washington Street,Unit B,Hanover,MA,2339,46-3428628,MCN281309,Thu Oct 11 2018 08:26:13 GMT-0400 (Eastern Daylight Time),Thu May 10 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Wed Oct 24 2018 07:16:13 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201882,RPA201882,Not a DBE,Indoor,"Tier 11: 90,001 to 100,000 sq. ft",Fri Sep 13 2019 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Apr 26 2018 14:29:50 GMT-0400 (Eastern Daylight Time),Thu Jul 05 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Oct 18 2018 14:37:46 GMT-0400 (Eastern Daylight Time),Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Nov 13 2024 03:00:00 GMT-0500 (Eastern Standard Time),600.0,25000.0,1570.0,Webster,Worcester,42.329642,-71.840209,Central MA,11/27/2023,Unit B,MA,42.06268,-71.862223,,"Curaleaf Massachusetts, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
