application_status,license_type,application_classification,application_classification_split_1,application_classification_split_2,approved_license_type,approved_license_stages,commence_operations_date,license_status,license_number,business_legal_name,premise_city,establishment_state,establishment_zipcode,premise_latitude,premise_longitude,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,issue_date,cnb_deemed_complete_date,application_approved_date,lic_start_date,expiration_date,establishment_address,establishment_address_2,establishment_county,pmt_amount,lic_fee_amount,premise_zip_code,town,premise_county,county_lat,county_long,region,cccupdatedate,business_dba_name,premise_state,licensing_authority_id,licensing_authority,business_structure,business_email,business_owner_name,parcel_number,business_image_url,business_website,business_phone
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,7/30/2020,COMPLETE,MR281754,"Healthy Pharms, Inc.",Georgetown,MA,1833.0,42.70663,-70.961955,401 E. Main St.,,Georgetown,MA,1833.0,POINT (-70.970827 42.635475),POINT (-70.961955 42.7066299),401 E. Main St.,,Georgetown,MA,1833.0,46-3447386,MRN281754,Fri Jan 11 2019 17:41:14 GMT-0500 (Eastern Standard Time),Tue Sep 11 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Mon Mar 11 2019 17:52:45 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201814,RP201901,Not a DBE,,,Wed Jul 17 2019 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Jul 28 2018 13:28:51 GMT-0400 (Eastern Daylight Time),Mon Jan 07 2019 00:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 07 2019 16:07:01 GMT-0500 (Eastern Standard Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Apr 08 2024 04:00:00 GMT-0400 (Eastern Daylight Time),401 E Main St,,Essex County,300.0,5000.0,1833.0,Georgetown,Essex,42.635475,-70.970827,Northeast,9/5/2023,"Healthy Pharms, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP281374,"Ashli's Extracts, Inc.",Attleboro,MA,2703.0,41.921148,-71.326655,76 Frank Mossberg Dr.,,Attleboro,MA,2703.0,POINT (-71.102131 41.778329),POINT (-71.326655 41.9211480),81 West St.,Suite 2112,Attleboro,MA,2703.0,83-0596234,MPN281374,Fri Sep 14 2018 11:44:36 GMT-0400 (Eastern Daylight Time),Tue Aug 14 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Tue Nov 06 2018 16:27:42 GMT-0500 (Eastern Standard Time),True,,,,,,,,,Veteran-Owned Business | Woman-Owned Business,,,,Sat Jun 02 2018 15:17:07 GMT-0400 (Eastern Daylight Time),Mon Sep 24 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Nov 01 2018 15:08:15 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Nov 18 2023 03:00:00 GMT-0500 (Eastern Standard Time),76 Frank Mossberg Dr,,Bristol County,300.0,5000.0,2703.0,Attleboro,Bristol,41.778329,-71.102131,Southeast and Cape,9/5/2023,"Ashli's Extracts, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PMD5932,"Ara Ventures, LLC",,,,,,1029 North Road,suite 1003,Westfield,MA,1085.0,,,1029 North Road,Suite 1003,Westfield,MA,1085.0,87-2736260,PMDA5932,Thu Mar 31 2022 00:37:35 GMT-0400 (Eastern Daylight Time),Wed Feb 23 2022 11:22:18 GMT-0500 (Eastern Standard Time),,True,,SE305617,,,,,,,Not a DBE,,,,Mon Sep 20 2021 21:27:44 GMT-0400 (Eastern Daylight Time),Fri Apr 08 2022 11:34:53 GMT-0400 (Eastern Daylight Time),Fri Apr 08 2022 11:35:02 GMT-0400 (Eastern Daylight Time),Fri Apr 08 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Apr 08 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,8/14/2023,"Ara Ventures, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PDO103589,"ON ROOT, LLC",,,,,,105 UNION STREET,,EVERETT,MA,2149.0,,,105 UNION STREET,,EVERETT,MA,2149.0,35-2738465,PDOA103589,Sun Apr 03 2022 13:14:36 GMT-0400 (Eastern Daylight Time),Tue Mar 29 2022 14:06:36 GMT-0400 (Eastern Daylight Time),,True,,SE305692,,,,,,,Minority-Owned Business,,,,Mon Mar 07 2022 19:12:40 GMT-0500 (Eastern Standard Time),,Mon Apr 25 2022 10:34:45 GMT-0400 (Eastern Daylight Time),Mon Apr 25 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Apr 25 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,8/14/2023,"ON ROOT, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,4/8/2022,COMPLETE,MR283264,"DMA Holdings (MA), LLC",Dudley,MA,1571.0,42.041334,-71.888422,35 Chase Avenue,,Dudley,MA,1571.0,POINT (-71.840209 42.329642),POINT (-71.888422 42.0413339),PO Box 1210,,Webster,MA,1570.0,84-2453548,MRN283264,Thu Jul 30 2020 14:35:20 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 14:17:56 GMT-0400 (Eastern Daylight Time),,True,,,,,,,,,Not a DBE,,,Thu Mar 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sat Feb 01 2020 11:19:18 GMT-0500 (Eastern Standard Time),Thu Aug 06 2020 11:29:10 GMT-0400 (Eastern Daylight Time),Thu Oct 08 2020 13:01:53 GMT-0400 (Eastern Daylight Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Thu Jan 25 2024 03:00:00 GMT-0500 (Eastern Standard Time),35 Chase Ave,,Worcester County,1500.0,10000.0,1571.0,Dudley,Worcester,42.329642,-71.840209,Central MA,9/5/2023,"DMA Holdings (MA), LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC283628,"Winchendon Grows, LLC",Winchendon,MA,1475.0,42.661612,-72.047876,12 Mount Vernon Street,#47,Melrose,MA,2176.0,POINT (-71.840209 42.329642),POINT (-72.047876 42.6616119),12 Mount Vernon Street,#47,Melrose,MA,2176.0,87-1275849,MCN283628,Thu Jan 20 2022 13:01:46 GMT-0500 (Eastern Standard Time),Tue Jan 11 2022 13:24:20 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Not a DBE,Indoor,"Tier 11: 90,001 to 100,000 sq. ft",,Fri Oct 15 2021 10:24:10 GMT-0400 (Eastern Daylight Time),Mon Feb 07 2022 14:28:55 GMT-0500 (Eastern Standard Time),Thu May 12 2022 14:13:18 GMT-0400 (Eastern Daylight Time),Wed May 17 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Fri May 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,,Worcester County,2000.0,50000.0,1475.0,Winchendon,Worcester,42.329642,-71.840209,Central MA,9/5/2023,"Winchendon Grows, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PDO103026,"BLAZR, INC",,,,,,1 Dunford Street,,Boston,MA,2119.0,,,1 Dunford Street,,Boston,MA,2119.0,00-1439324,PDOA103026,Mon Sep 14 2020 09:01:02 GMT-0400 (Eastern Daylight Time),Fri Aug 14 2020 11:37:06 GMT-0400 (Eastern Daylight Time),,True,,SE304937,,,,,,,Minority-Owned Business,,,,Thu May 28 2020 18:29:19 GMT-0400 (Eastern Daylight Time),Fri Sep 18 2020 08:01:10 GMT-0400 (Eastern Daylight Time),Mon Sep 21 2020 13:12:10 GMT-0400 (Eastern Daylight Time),Mon Sep 21 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Sep 21 2022 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,8/14/2023,"BLAZR, INC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Cultivator,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC283694,Evergreen Industries LLC,Holyoke,MA,1040.0,42.198799,-72.609197,414 Race St,,Holyoke,MA,1040.0,POINT (-72.571312 42.12756),POINT (-72.609196 42.1987990),139 Greenleaf Drive,,Florence,MA,1062.0,87-3658546,MCN283694,Thu Apr 07 2022 13:21:49 GMT-0400 (Eastern Daylight Time),Tue Mar 29 2022 14:37:05 GMT-0400 (Eastern Daylight Time),Mon Sep 19 2022 20:42:19 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Woman-Owned Business,Indoor,"Tier 01: up to 5,000 square feet",,Mon Feb 14 2022 17:06:12 GMT-0500 (Eastern Standard Time),Fri Apr 15 2022 14:16:11 GMT-0400 (Eastern Daylight Time),Thu Jun 09 2022 12:48:46 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Sep 19 2024 04:00:00 GMT-0400 (Eastern Daylight Time),414 Race St,,Hampden County,200.0,1250.0,1040.0,Holyoke,Hampden,42.12756,-72.571312,Western MA,9/5/2023,Evergreen Industries LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR282565,East Coast Remedies Corp.,Somerville,MA,2143.0,42.388286,-71.103821,76-82 Central Street,,Somerville,MA,2143.0,POINT (-71.275566 42.459085),POINT (-71.103820 42.3882860),116 Clark Avenue,,Chelsea,MA,2150.0,83-3999538,MRN282565,Wed Feb 23 2022 10:51:37 GMT-0500 (Eastern Standard Time),Wed Oct 20 2021 15:23:37 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Not a DBE,,,,Wed Apr 03 2019 11:37:30 GMT-0400 (Eastern Daylight Time),Wed Feb 23 2022 10:55:37 GMT-0500 (Eastern Standard Time),Thu Apr 07 2022 12:47:12 GMT-0400 (Eastern Daylight Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sat Apr 13 2024 04:00:00 GMT-0400 (Eastern Daylight Time),82 Central St,,Middlesex County,1500.0,10000.0,2143.0,Somerville,Middlesex,42.459085,-71.275566,Metro Boston,9/5/2023,East Coast Remedies Corp.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Courier Pre-Certification,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PDO103064,"Major Bloom, LLC",,,,,,76 Millbury Street,,Worcester,MA,1610.0,,,50 Loring St,,Hyde Park,MA,2136.0,82-5007405,PDOA103064,Fri Aug 28 2020 17:27:40 GMT-0400 (Eastern Daylight Time),Thu Aug 13 2020 13:16:52 GMT-0400 (Eastern Daylight Time),,True,,EE202093,APPROVED,EE202093,,,,,Not a DBE,,,,Fri May 29 2020 14:17:08 GMT-0400 (Eastern Daylight Time),Thu Sep 03 2020 09:20:58 GMT-0400 (Eastern Daylight Time),Thu Sep 03 2020 16:00:02 GMT-0400 (Eastern Daylight Time),Thu Sep 03 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Sep 03 2022 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,8/14/2023,"Major Bloom, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Product Manufacturer,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP281969,Evokanna Labs LLC,Ashburnham,MA,1430.0,42.608752,-71.939204,207 Kenoza St,,Haverhill,MA,1830.0,POINT (-71.840209 42.329642),POINT (-71.939204 42.6087520),207 Kenoza St,,Haverhill,MA,1830.0,85-3468885,MPN281969,Thu Jun 03 2021 17:00:16 GMT-0400 (Eastern Daylight Time),Fri Dec 04 2020 17:11:13 GMT-0500 (Eastern Standard Time),Thu Oct 07 2021 16:15:46 GMT-0400 (Eastern Daylight Time),True,yes,SE304359,,,,,,,Minority-Owned Business,,,,Fri Oct 23 2020 16:55:46 GMT-0400 (Eastern Daylight Time),Fri Jun 25 2021 11:30:47 GMT-0400 (Eastern Daylight Time),Fri Sep 17 2021 12:28:43 GMT-0400 (Eastern Daylight Time),Thu Sep 15 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Oct 07 2023 04:00:00 GMT-0400 (Eastern Daylight Time),14 S Pleasant St,,Worcester County,,5000.0,1430.0,Ashburnham,Worcester,42.329642,-71.840209,Central MA,9/5/2023,Evokanna Labs LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Third Party Marijuana Transporter,Expedited Review - DBE Status,Expedited,DBE Status,COMMENCE OPS,COMMENCE OPS,5/21/2021,COMPLETE,MT281556,"MMM Transport, Inc.",Northampton,MA,1060.0,42.297025,-72.656591,376 Easthampton Road,,Northampton,MA,1060.0,POINT (-72.62073 42.322256),POINT (-72.656591 42.2970249),376 Easthampton Road,,Northampton,MA,1060.0,85-1094466,MTN281556,Mon Sep 28 2020 18:47:38 GMT-0400 (Eastern Daylight Time),Wed Jul 22 2020 12:43:57 GMT-0400 (Eastern Daylight Time),Tue Dec 08 2020 11:34:36 GMT-0500 (Eastern Standard Time),True,no,,,,,,,,Woman-Owned Business | Minority-Owned Business,,,Fri Apr 16 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Tue May 19 2020 09:10:55 GMT-0400 (Eastern Daylight Time),Thu Oct 01 2020 10:02:59 GMT-0400 (Eastern Daylight Time),Thu Nov 19 2020 16:21:31 GMT-0500 (Eastern Standard Time),Thu Dec 08 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sun Jan 21 2024 03:00:00 GMT-0500 (Eastern Standard Time),376 Easthampton Rd,,Hampshire County,1500.0,5000.0,1060.0,Northampton,Hampshire,42.322256,-72.62073,Western MA,9/5/2023,"MMM Transport, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,3/25/2022,COMPLETE,MR283141,Aspen Blue Cultures Inc.,Attleboro,MA,2703.0,41.94579,-71.273974,40 Forest Street,,Attleboro,MA,2703.0,POINT (-71.102131 41.778329),POINT (-71.273973 41.9457900),909 North Main Street,,Providence,RI,2904.0,83-2407755,MRN283141,Fri May 15 2020 21:24:37 GMT-0400 (Eastern Daylight Time),Mon May 18 2020 09:54:19 GMT-0400 (Eastern Daylight Time),Fri Jan 22 2021 14:45:53 GMT-0500 (Eastern Standard Time),True,,,,,,,,,Not a DBE,,,Thu Mar 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Fri Nov 22 2019 15:48:47 GMT-0500 (Eastern Standard Time),Fri Jul 17 2020 10:13:46 GMT-0400 (Eastern Daylight Time),Thu Oct 08 2020 12:31:03 GMT-0400 (Eastern Daylight Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Jan 22 2024 03:00:00 GMT-0500 (Eastern Standard Time),40 Forest St,,Bristol County,1500.0,10000.0,2703.0,Attleboro,Bristol,41.778329,-71.102131,Southeast and Cape,9/5/2023,Aspen Blue Cultures Inc.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Independent Testing Laboratory,Expedited Review - License Type,Expedited,License Type,COMMENCE OPS,COMMENCE OPS,3/17/2023,COMPLETE,IL281359,Green Valley Analytics LLC,Holyoke,MA,1040.0,42.200452,-72.60752,306 Race St,,Holyoke,MA,1040.0,POINT (-72.571312 42.12756),POINT (-72.607519 42.2004519),306 Race St,,Holyoke,MA,1040.0,85-4060279,ILN281359,Tue Apr 20 2021 18:34:44 GMT-0400 (Eastern Daylight Time),Wed Apr 07 2021 11:35:50 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Not a DBE,,,Thu Feb 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Nov 30 2020 16:44:09 GMT-0500 (Eastern Standard Time),Fri Apr 30 2021 10:44:10 GMT-0400 (Eastern Daylight Time),Tue Jun 22 2021 10:58:37 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Sep 10 2024 04:00:00 GMT-0400 (Eastern Daylight Time),306 Race St,,Hampden County,1500.0,10000.0,1040.0,Holyoke,Hampden,42.12756,-72.571312,Western MA,9/5/2023,Green Valley Analytics LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PMD5806,We Can Deliver Boston LLC,,,,,,22 Chestnut Hill Drive,,Athol,MA,1331.0,,,209 Savannah Ave,,Mattapan,MA,2126.0,85-1142638,PMDA5806,Wed Feb 16 2022 08:16:18 GMT-0500 (Eastern Standard Time),Fri Jun 11 2021 13:27:51 GMT-0400 (Eastern Daylight Time),,True,,SE303651,,,,,,,Not a DBE,,,,Fri May 28 2021 10:43:33 GMT-0400 (Eastern Daylight Time),Fri Feb 25 2022 14:47:46 GMT-0500 (Eastern Standard Time),Fri Feb 25 2022 14:47:56 GMT-0500 (Eastern Standard Time),Fri Feb 25 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sun Feb 25 2024 03:00:00 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,8/14/2023,We Can Deliver Boston LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Cultivator,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC282350,Teddy's Veggie Farm LLC,Worcester,MA,1608.0,42.253891,-71.805731,203 Greenville Street,,Spencer,MA,1562.0,POINT (-71.840209 42.329642),POINT (-71.805730 42.2538910),"210 Park Ave, Suite 225",,Worcester,MA,1609.0,83-0794085,MCN282350,Fri Jan 28 2022 11:54:06 GMT-0500 (Eastern Standard Time),Wed Aug 11 2021 12:48:19 GMT-0400 (Eastern Daylight Time),Sat Jan 21 2023 12:53:37 GMT-0500 (Eastern Standard Time),True,yes,SE304265,,,,,,,Minority-Owned Business,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,Wed Aug 21 2019 22:38:54 GMT-0400 (Eastern Daylight Time),Fri Feb 04 2022 15:24:17 GMT-0500 (Eastern Standard Time),Thu Mar 10 2022 13:50:46 GMT-0500 (Eastern Standard Time),Sat Jan 21 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Jan 21 2024 03:00:00 GMT-0500 (Eastern Standard Time),134 Gold St,,Worcester County,,1250.0,1608.0,Worcester,Worcester,42.329642,-71.840209,Central MA,9/5/2023,Teddy's Veggie Farm LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PDO103053,Blazin' D's Delivery,,,,,,90 Howland St,,Brockton,MA,2302.0,,,90 Howland St,,Brockton,MA,2302.0,85-3628011,PDOA103053,Thu Nov 12 2020 22:18:02 GMT-0500 (Eastern Standard Time),Thu Nov 05 2020 12:17:08 GMT-0500 (Eastern Standard Time),,True,,SE304196,,,,,,,Not a DBE,,,,Fri May 29 2020 00:56:29 GMT-0400 (Eastern Daylight Time),Fri Nov 20 2020 08:46:36 GMT-0500 (Eastern Standard Time),Fri Nov 20 2020 08:46:50 GMT-0500 (Eastern Standard Time),Fri Nov 20 2020 03:00:00 GMT-0500 (Eastern Standard Time),Wed Apr 19 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,8/14/2023,Blazin' D's Delivery,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MC283626,"Hardwick Mill Greenery, Inc.",Hardwick,MA,1031.0,42.312141,-72.208759,94 Main St,,Hardwick,MA,1031.0,POINT (-71.840209 42.329642),POINT (-72.208759 42.3121409),15 Stone Crest Drive,,Braintree,MA,2184.0,86-3124077,MCN283626,Thu Dec 23 2021 09:32:33 GMT-0500 (Eastern Standard Time),Wed Nov 10 2021 10:21:18 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Not a DBE,Indoor,"Tier 06: 40,001 to 50,000 sq. ft",,Thu Oct 14 2021 09:19:32 GMT-0400 (Eastern Daylight Time),Thu Dec 23 2021 14:39:57 GMT-0500 (Eastern Standard Time),Mon Feb 14 2022 16:15:35 GMT-0500 (Eastern Standard Time),,,94 Main St,,Worcester County,2000.0,,1031.0,Gilbertville,Worcester,42.329642,-71.840209,,9/5/2023,"Hardwick Mill Greenery, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Transporter with Other Existing ME License,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MX281357,Frozen 4 Corporation,Bellingham,MA,2019.0,42.084237,-71.494823,618 Columbia Road,,Dorchester,MA,2125.0,POINT (-71.15444 42.199156),POINT (-71.494822 42.0842370),8 Bayridge Lane,,Duxbury,MA,2332.0,83-2341577,MXN281357,Thu Mar 12 2020 15:15:02 GMT-0400 (Eastern Daylight Time),Wed Feb 05 2020 00:00:00 GMT-0500 (Eastern Standard Time),Fri Jun 05 2020 14:08:15 GMT-0400 (Eastern Daylight Time),True,,,,,EEA201955,,,,Not a DBE,,,,Fri Sep 20 2019 13:22:44 GMT-0400 (Eastern Daylight Time),Thu Mar 19 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 14:13:30 GMT-0400 (Eastern Daylight Time),Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Jul 16 2024 04:00:00 GMT-0400 (Eastern Daylight Time),24 William Way,,Norfolk County,1000.0,2500.0,2019.0,Bellingham,Norfolk,42.199156,-71.15444,Central MA,9/5/2023,Frozen 4 Corporation,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,COMMENCE OPS,COMMENCE OPS,9/2/2020,COMPLETE,MR282695,Community Growth Partners Great Barrington Operations LLC,Great Barrington,MA,1230.0,42.179185,-73.362834,783 South Main Street,,Great Barrington,MA,1230.0,POINT (-73.209889 42.396128),POINT (-73.362834 42.1791849),783 South Main Street,,Great Barrington,MA,1230.0,83-4030617,MRN282695,Fri Sep 06 2019 14:57:33 GMT-0400 (Eastern Daylight Time),Wed May 29 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 09 2020 17:24:56 GMT-0500 (Eastern Standard Time),True,,,INCOMPLETE,EE202038,EE202207,,,,Not a DBE,,,Thu Aug 06 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Wed May 08 2019 17:45:38 GMT-0400 (Eastern Daylight Time),Fri Sep 13 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Nov 07 2019 13:33:35 GMT-0500 (Eastern Standard Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue May 21 2024 04:00:00 GMT-0400 (Eastern Daylight Time),783 Main St,,Berkshire County,300.0,5000.0,1230.0,Great Barrington,Berkshire,42.396128,-73.209889,Western MA,9/5/2023,Community Growth Partners Great Barrington Operations LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,6/16/2023,COMPLETE,MR282481,"The Haven Center, Inc.",Brewster,MA,2631.0,41.775658,-70.011502,245 Route 6A,,Orleans,MA,2653.0,POINT (-70.301811 41.698999),POINT (-70.011501 41.775658),PO Box 2036,,Orleans,MA,2653.0,47-4353074,MRN282481,Tue May 07 2019 11:52:06 GMT-0400 (Eastern Daylight Time),Tue Mar 26 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 24 2019 12:25:15 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201922,RP201922,Not a DBE,,,Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Mar 11 2019 11:20:31 GMT-0400 (Eastern Daylight Time),Tue Mar 26 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 27 2019 16:28:18 GMT-0400 (Eastern Daylight Time),Thu Sep 15 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Sep 24 2023 04:00:00 GMT-0400 (Eastern Daylight Time),4018 Main St,,Barnstable County,300.0,5000.0,2631.0,Brewster,Barnstable,41.698999,-70.301811,Southeast and Cape,9/5/2023,"The Haven Center, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
