business_dba_name,license_number,id,premise_street_address,premise_city,premise_state,premise_county,premise_zip_code,license_type,license_status,business_phone,license_designation,license_term,issue_date,business_email,business_legal_name,licensing_authority_id,licensing_authority,license_status_date,expiration_date,activity,parcel_number,business_owner_name,business_structure,business_image_url,business_website,data_refreshed_date,premise_latitude,premise_longitude
Galaxy 21,421695,6049177140010001.0,11042 1ST AVENUE S,SEATTLE                 ,WA,KING,981681402,Adult-Use Retailer,ACTIVE (ISSUED),2065357791,Adult-Use,,,,Galaxy 21,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.5040147,-122.3330846
Galaxy Cannabis,415234,6033531960010005.0,3845 BRIDGE WAY N,SEATTLE                 ,WA,KING,981037994,Adult-Use Retailer,ACTIVE (ISSUED),2062854005,Adult-Use,,,,Galaxy Cannabis,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.6538032,-122.3445024
Ganja Goddess,413558,6050144320010001.0,3207 1ST AVE S UNIT A UNIT A,SEATTLE                 ,WA,KING,981341819,Adult-Use Retailer,ACTIVE (ISSUED),4257376960,Adult-Use,,,,Ganja Goddess,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.5751701,-122.3347773
Ganja Vita,415539,6033594670010003.0,23441 NE STATE ROUTE 3,BELFAIR                 ,WA,MASON,985280000,Adult-Use Retailer,ACTIVE (ISSUED),2535143949,Adult-Use,,,,Ganja Vita,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.4470639,-122.830186
Golden Dispensaries,414292,6033556170010001.0,650 LLAMA LN,GOLDENDALE              ,WA,KLICKITAT,986209140,Adult-Use Retailer,ACTIVE (ISSUED),5097730700,Adult-Use,,,,Golden Dispensaries,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,45.8268426,-120.8045869
Goobie's Doobies,431222,6035764710010004.0,28730 MAPLE VALLEY BLACK DIAMOND RD SE STE A,MAPLE VALLEY            ,WA,KING,980388195,Adult-Use Retailer,ACTIVE (ISSUED),2534595741,Adult-Use,,,,Goobie's Doobies,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.34373009999999,-122.0178749
Goodbuds,415294,6023777230010001.0,5384 NW K RD STE A,QUINCY                  ,WA,GRANT,988480000,Adult-Use Retailer,ACTIVE (ISSUED),3609819495,Adult-Use,,,,Goodbuds,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.2342997,-119.8525504
Green Corners Tacoma LLC,420785,6046612970010001.0,5917 N 26TH ST STE A,TACOMA                  ,WA,PIERCE,984072359,Adult-Use Retailer,ACTIVE (ISSUED),2063830943,Adult-Use,,,,Green Corners Tacoma LLC,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.2715326,-122.5170578
Green Day Cannabis,421789,6035719210010001.0,945 WASHINGTON WAY STE 121,LONGVIEW                ,WA,COWLITZ,986324059,Adult-Use Retailer,ACTIVE (ISSUED),3606063260,Adult-Use,,,,Green Day Cannabis,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.1435898,-122.9281283
Green Dreams,421642,6045718900010001.0,8529 52ND ST SE,SNOHOMISH               ,WA,SNOHOMISH,982909282,Adult-Use Retailer,ACTIVE (ISSUED),4252639972,Adult-Use,,,,Green Dreams,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.9495639,-122.1169252
Green Fire Cannabis,350641,6033271020010001.0,1956 1ST AVE S,SEATTLE                 ,WA,KING,981341406,Adult-Use Retailer,ACTIVE (ISSUED),2066233792,Adult-Use,,,,Green Fire Cannabis,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.5843895,-122.3337112
Green Lady,415130,6033601220010003.0,3044 PACIFIC AVE SE STE B,OLYMPIA                 ,WA,THURSTON,985012043,Adult-Use Retailer,ACTIVE (ISSUED),5098697574,Adult-Use,,,,Green Lady,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.0432269,-122.8571266
Green Lady Everett,421667,6035644790010002.0,14221 LAKE RD,LYNNWOOD                ,WA,SNOHOMISH,980871710,Adult-Use Retailer,ACTIVE (ISSUED),5098697574,Adult-Use,,,,Green Lady Everett,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.8690485,-122.2786549
Green Lady Marijuana,422578,6035989350010001.0,RETAIL TITLE CERTIFICATE,LYNNWOOD                ,WA,SNOHOMISH,980364716,Adult-Use Retailer,ACTIVE TITLE CERTIFICATE,3607898891,Adult-Use,,,,Green Lady Marijuana,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.8209301,-122.3151313
"Green Lady Westside, Inc.",416540,6035644790010003.0,2405 HARRISON AVE NW STE 201,OLYMPIA                 ,WA,THURSTON,985024592,Adult-Use Retailer,ACTIVE (ISSUED),5098697475,Adult-Use,,,,"Green Lady Westside, Inc.",WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.045924,-122.9307358
Green Leaf,413886,6033576180010002.0,4220 MERIDIAN ST STE 102,BELLINGHAM              ,WA,WHATCOM,982269153,Adult-Use Retailer,ACTIVE (ISSUED),3605262198,Adult-Use,,,,Green Leaf,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,48.7944259,-122.4853411
Green Life Cannabis,414755,6033599440010002.0,3012 GS CENTER RD STE A,WENATCHEE               ,WA,CHELAN,988019116,Adult-Use Retailer,ACTIVE (ISSUED),2817260614,Adult-Use,,,,Green Life Cannabis,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.4717573,-120.3323514
Green Outfitters,413798,6033511700010001.0,668 OCEAN SHORES BLVD NW,OCEAN SHORES            ,WA,GRAYS HARBOR,985699344,Adult-Use Retailer,ACTIVE (ISSUED),4252684391,Adult-Use,,,,Green Outfitters,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.00497499999999,-124.1658334
Green Room Oh Inc.,422103,6041627960010001.0,1640 NE GOLDIE ST STE B,OAK HARBOR              ,WA,ISLAND,982774835,Adult-Use Retailer,ACTIVE (ISSUED),2065048629,Adult-Use,,,,Green Room Oh Inc.,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,48.28829469999999,-122.6484205
Green Rush Investment,422027,6041722670010003.0,404 AUBURN WAY S STE 100,AUBURN                  ,WA,KING,980025418,Adult-Use Retailer,ACTIVE (ISSUED),2487050988,Adult-Use,,,,Green Rush Investment,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.3039162,-122.2252083
Green Sky Seattle LLC,414789,6030884050010008.0,RETAIL TITLE CERTIFICATE,MARYSVILLE              ,WA,SNOHOMISH,982717227,Adult-Use Retailer,ACTIVE TITLE CERTIFICATE,2067907036,Adult-Use,,,,Green Sky Seattle LLC,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,48.0517637,-122.1770818
Green Solution Place,422504,6033498370010005.0,1845 1ST ST,CHENEY                  ,WA,SPOKANE,990041966,Adult-Use Retailer,ACTIVE (ISSUED),2539732476,Adult-Use,,,,Green Solution Place,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.49800500000001,-117.5641143
Green Station 1,414506,6017919610010003.0,RETAIL TITLE CERTIFICATE,SEATAC                  ,WA,KING,981481965,Adult-Use Retailer,ACTIVE TITLE CERTIFICATE,2062413760,Adult-Use,,,,Green Station 1,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.4435903,-122.2960726
Green Stop Mt. Baker,413801,6048883500010002.0,7466 MT BAKER HWY,DEMING                  ,WA,WHATCOM,982449557,Adult-Use Retailer,ACTIVE (ISSUED),3607468734,Adult-Use,,,,Green Stop Mt. Baker,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,48.9244057,-122.0790668
Green Theory,425068,6043045450010002.0,1940 124TH AVE NE STE A-101,BELLEVUE                ,WA,KING,980052130,Adult-Use Retailer,ACTIVE (ISSUED),4255027033,Adult-Use,,,,Green Theory,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.6279833,-122.1742793
Green Theory Factoria,421777,6043045450010003.0,12827 SE 40TH PL,BELLEVUE                ,WA,KING,980061232,Adult-Use Retailer,ACTIVE (ISSUED),4254550965,Adult-Use,,,,Green Theory Factoria,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.5730975,-122.1683128
Green Tiki Cannabis,81400,6040966540010001.0,8208 NE STATE HIGHWAY 104 STE 101,KINGSTON                ,WA,KITSAP,983460000,Adult-Use Retailer,ACTIVE (ISSUED),3607101577,Adult-Use,,,,Green Tiki Cannabis,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.8107834,-122.5392322
Green2Go,410273,6033031360010002.0,214307 E SR 397,KENNEWICK               ,WA,BENTON,993377198,Adult-Use Retailer,ACTIVE (ISSUED),5095917100,Adult-Use,,,,Green2Go,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.1703283,-119.0512156
Green2Go Pasco,422782,6033031360010007.0,RETAIL TITLE CERTIFICATE,PASCO                   ,WA,FRANKLIN,993010000,Adult-Use Retailer,ACTIVE TITLE CERTIFICATE,5095917100,Adult-Use,,,,Green2Go Pasco,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.2305049,-119.0922316
Green2Go Tokio,422655,6033031360010004.0,2008 N DURRY RD UNIT 2,SPRAGUE                 ,WA,ADAMS,990329621,Adult-Use Retailer,ACTIVE (ISSUED),5095917100,Adult-Use,,,,Green2Go Tokio,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.20897679999999,-118.2268762
Greenfield Company Cannabis Mercantile,414356,6033513920010001.0,728 6TH ST,CLARKSTON               ,WA,ASOTIN,994032012,Adult-Use Retailer,ACTIVE (ISSUED),2069621025,Adult-Use,,,,Greenfield Company Cannabis Mercantile,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.4152414,-117.0458336
Greenhand,420898,6032194300010001.0,2424 N MONROE STREET,SPOKANE                 ,WA,SPOKANE,992053349,Adult-Use Retailer,ACTIVE (ISSUED),2067357072,Adult-Use,,,,Greenhand,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.6801791,-117.4263491
Greenlight,415112,6033593200010002.0,10309 E TRENT AVE,MILLWOOD                ,WA,SPOKANE,992064514,Adult-Use Retailer,ACTIVE (ISSUED),5094752821,Adult-Use,,,,Greenlight,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.6848155,-117.2656635
Greens On Gold,414767,6013587260010004.0,1039 S GOLD ST,CENTRALIA               ,WA,LEWIS,985313711,Adult-Use Retailer,ACTIVE (ISSUED),3607480807,Adult-Use,,,,Greens On Gold,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.7048312,-122.9563956
Greenside,414295,6033489910010001.0,23407 PACIFIC HWY S,DES MOINES              ,WA,KING,981988738,Adult-Use Retailer,ACTIVE (ISSUED),2067907036,Adult-Use,,,,Greenside,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.3916879,-122.2956555
Greenside Recreational,413372,6033489910010002.0,9724 AURORA AVE N,SEATTLE                 ,WA,KING,981033223,Adult-Use Retailer,ACTIVE (ISSUED),2068786470,Adult-Use,,,,Greenside Recreational,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.7002514,-122.3443216
Greenview Cannabis,420400,6033360940010003.0,530 7TH AVE STE D,LONGVIEW                ,WA,COWLITZ,986320000,Adult-Use Retailer,ACTIVE (ISSUED),3607891364,Adult-Use,,,,Greenview Cannabis,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.12072209999999,-122.9327116
Greenway Marijuana,413541,6033535550010001.0,4851 GEIGER RD SE,PORT ORCHARD            ,WA,KITSAP,983669350,Adult-Use Retailer,ACTIVE (ISSUED),3604436988,Adult-Use,,,,Greenway Marijuana,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.504437,-122.637897
Greenworks N.W.,413428,6019957890010004.0,315 N 105TH ST,SEATTLE                 ,WA,KING,981330000,Adult-Use Retailer,ACTIVE (ISSUED),2064925132,Adult-Use,,,,Greenworks N.W.,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.7048145,-122.3547173
Growers Outlet,415124,6033596440010002.0,613 MONTANA AVE STE 2,SOUTH BEND              ,WA,PACIFIC,985860000,Adult-Use Retailer,ACTIVE (ISSUED),3605815888,Adult-Use,,,,Growers Outlet,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.66315489999999,-123.8046063
Gypsy Green,421900,6032945690010003.0,1570 N NATIONAL AVE STE 105,CHEHALIS                ,WA,LEWIS,985322215,Adult-Use Retailer,ACTIVE (ISSUED),5055507710,Adult-Use,,,,Gypsy Green,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.6747233,-122.9697842
Hangar 420 Snohomish,421873,6035813490010004.0,9929 AIRPORT WAY UNIT 1,SNOHOMISH               ,WA,SNOHOMISH,982968229,Adult-Use Retailer,ACTIVE (ISSUED),2064987171,Adult-Use,,,,Hangar 420 Snohomish,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.9061542,-122.0980872
Happy Time,354876,6035158110010002.0,1315 N 1ST ST,YAKIMA                  ,WA,YAKIMA,989011801,Adult-Use Retailer,ACTIVE (ISSUED),5094802097,Adult-Use,,,,Happy Time,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.6197842,-120.5114786
Happy Time LLC 2,422781,6046581730010001.0,200 SUZANNE LANE STE D,MOUNT VERNON            ,WA,SKAGIT,982739514,Adult-Use Retailer,ACTIVE (ISSUED),5094802097,Adult-Use,,,,Happy Time LLC 2,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,48.3928287,-122.3347758
Happy Time LLC 3,422138,6046580800010001.0,5602 STATE ROUTE 270 STE B,PULLMAN                 ,WA,WHITMAN,991638708,Adult-Use Retailer,ACTIVE (ISSUED),5094802097,Adult-Use,,,,Happy Time LLC 3,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.7268667,-117.1228049
Happy Tree,422328,6033520160010005.0,RETAIL TITLE CERTIFICATE,KENNEWICK               ,WA,BENTON,993362677,Adult-Use Retailer,ACTIVE TITLE CERTIFICATE,2532662135,Adult-Use,,,,Happy Tree,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.2086683,-119.119948
Happy Trees,424273,6033520160010003.0,407 E 1ST ST,CLE ELUM                ,WA,KITTITAS,989221255,Adult-Use Retailer,ACTIVE (ISSUED),2532262135,Adult-Use,,,,Happy Trees,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.1944118,-120.932702
Hashtag Cannabis,415098,6035649850010002.0,10 SE EVERETT MALL WAY STE C&D,EVERETT                 ,WA,SNOHOMISH,982088125,Adult-Use Retailer,ACTIVE (ISSUED),2066508928,Adult-Use,,,,Hashtag Cannabis,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.9065626,-122.2329515
Hashtag Cannabis,430254,6035650700010003.0,7829 LEARY WAY NE,REDMOND                 ,WA,KING,980524338,Adult-Use Retailer,ACTIVE (ISSUED),2066508928,Adult-Use,,,,Hashtag Cannabis,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.6733299,-122.1235062
Have A Heart,415333,6031909830010002.0,12833 MARTIN LUTHER KING JR WAY S,SEATTLE                 ,WA,KING,981783513,Adult-Use Retailer,ACTIVE (ISSUED),2062618206,Adult-Use,,,,Have A Heart,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.4876598,-122.2590488
Have A Heart,423379,6033536370010004.0,115 BLANCHARD ST,SEATTLE                 ,WA,KING,981212020,Adult-Use Retailer,ACTIVE (ISSUED),5202508988,Adult-Use,,,,Have A Heart,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.6129054,-122.3445137
Have A Heart,423536,6033603630010004.0,22624 MERIDIAN AVE S STE B,BOTHELL                 ,WA,SNOHOMISH,980218358,Adult-Use Retailer,ACTIVE (ISSUED),2062618206,Adult-Use,,,,Have A Heart,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.7920411,-122.2335724
Have A Heart Cc,421409,6031064400010002.0,300 NW 85TH ST STE A,SEATTLE                 ,WA,KING,981170000,Adult-Use Retailer,ACTIVE (ISSUED),2062574500,Adult-Use,,,,Have A Heart Cc,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.6908253,-122.3608743
Herb's House,402039,6032851830010001.0,716 NW 65TH ST,SEATTLE                 ,WA,KING,981175049,Adult-Use Retailer,ACTIVE (ISSUED),2065577388,Adult-Use,,,,Herb's House,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.6761716,-122.3653162
Herbal E Scents,411970,6024843170010004.0,120 NE CANNING DR,COLVILLE                ,WA,STEVENS,991142004,Adult-Use Retailer,ACTIVE (ISSUED),5096844420,Adult-Use,,,,Herbal E Scents,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,48.5550816,-117.9197128
Herbal Nation,413683,6034896600010001.0,19302 BOTHELL EVERETT HWY,BOTHELL                 ,WA,SNOHOMISH,980127113,Adult-Use Retailer,ACTIVE (ISSUED),4254861111,Adult-Use,,,,Herbal Nation,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.8226798,-122.2081038
Herban Market,427457,6035830060010005.0,3965 BETHEL RD SE STE 3,PORT ORCHARD            ,WA,KITSAP,983661915,Adult-Use Retailer,ACTIVE (ISSUED),3608133644,Adult-Use,,,,Herban Market,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.5129865,-122.6309403
High 502,421726,6034477130010005.0,RETAIL TITLE CERTIFICATE,TOLEDO                  ,WA,LEWIS,985910000,Adult-Use Retailer,ACTIVE TITLE CERTIFICATE,2532731260,Adult-Use,,,,High 502,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.4398305,-122.846783
High End Market Place,429699,6033503770010004.0,1924 BROADWAY ST STE A,VANCOUVER               ,WA,CLARK,986633380,Adult-Use Retailer,ACTIVE (ISSUED),3606953612,Adult-Use,,,,High End Market Place,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,45.63655379999999,-122.670654
High Life Cannabis,430097,6024843170010008.0,5978 HIGHWAY 291 UNIT 6,NINE MILE FALLS         ,WA,STEVENS,990269556,Adult-Use Retailer,ACTIVE (ISSUED),2086102829,Adult-Use,,,,High Life Cannabis,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.8149775,-117.5770828
High Society,414430,6033510330010002.0,1824 BROADWAY,EVERETT                 ,WA,SNOHOMISH,982012349,Adult-Use Retailer,ACTIVE (ISSUED),2063071651,Adult-Use,,,,High Society,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.9928563,-122.2015442
High Society Anacortes,413534,6046001880010001.0,8630 S MARCH POINT RD,ANACORTES               ,WA,SKAGIT,982213412,Adult-Use Retailer,ACTIVE (ISSUED),3602992211,Adult-Use,,,,High Society Anacortes,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,48.4616372,-122.557295
High Society Bellingham,414539,6046122220010001.0,5309 GUIDE MERIDIAN RD SUITE A,BELLINGHAM              ,WA,WHATCOM,982260000,Adult-Use Retailer,ACTIVE (ISSUED),3603063257,Adult-Use,,,,High Society Bellingham,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,48.83358579999999,-122.4863242
High Society Burlington,413533,6041319920010001.0,735 S. BURLINGTON BLVD,BURLINGTON              ,WA,SKAGIT,982332219,Adult-Use Retailer,ACTIVE (ISSUED),3606610168,Adult-Use,,,,High Society Burlington,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,48.4704947,-122.3361272
High-5 Cannabis,421702,6034040170010002.0,6511 NE 137TH AVE,VANCOUVER               ,WA,CLARK,986825948,Adult-Use Retailer,ACTIVE (ISSUED),3605714568,Adult-Use,,,,High-5 Cannabis,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,45.6703298,-122.5311292
High-5 Cannabis,427533,6034040170010003.0,25 NE 2ND ST STE B,STEVENSON               ,WA,SKAMANIA,986484215,Adult-Use Retailer,ACTIVE (ISSUED),3605714568,Adult-Use,,,,High-5 Cannabis,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,45.6961176,-121.8790085
Higher Leaf Marijuana Bellevue,423000,6033437360010006.0,3079 156TH AVE SE,BELLEVUE                ,WA,KING,980076526,Adult-Use Retailer,ACTIVE (ISSUED),4257475967,Adult-Use,,,,Higher Leaf Marijuana Bellevue,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.5821748,-122.1348077
Higher Leaf Marijuana Boutique,422218,6034142130010002.0,12525 WILLOWS RD NE STE 10,KIRKLAND                ,WA,KING,980348735,Adult-Use Retailer,ACTIVE (ISSUED),4258205967,Adult-Use,,,,Higher Leaf Marijuana Boutique,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.7128634,-122.1544873
Hwy 420,413427,6027629820010002.0,11493 CLEAR CREEK RD,SILVERDALE              ,WA,KITSAP,983839657,Adult-Use Retailer,ACTIVE (ISSUED),3604408671,Adult-Use,,,,Hwy 420,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.66710519999999,-122.693478
Hwy 420,413843,6034060990010001.0,1110 CHARLESTON BEACH RD W,BREMERTON               ,WA,KITSAP,983124504,Adult-Use Retailer,ACTIVE (ISSUED),3609323182,Adult-Use,,,,Hwy 420,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.5539127,-122.6595724
Iii King Company,414750,6033505020010001.0,12925 MARTIN LUTHER KINGJR WAY,SEATTLE                 ,WA,KING,981780000,Adult-Use Retailer,ACTIVE (ISSUED),2064533445,Adult-Use,,,,Iii King Company,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.4866357,-122.2578718
Island Herb,413727,6033504390010001.0,5565 VANBARR PLACE UNIT F,FREELAND                ,WA,ISLAND,982490000,Adult-Use Retailer,ACTIVE (ISSUED),3603312898,Adult-Use,,,,Island Herb,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,48.0087717,-122.526794
Issaquah Cannabis Company,414867,6033564790010001.0,230 NE JUNIPER ST STE#201 STE#201,ISSAQUAH                ,WA,KING,980272519,Adult-Use Retailer,ACTIVE (ISSUED),2063355857,Adult-Use,,,,Issaquah Cannabis Company,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.5394485,-122.0319067
It Is Lit,423203,6035809000010002.0,1611 S SMITTYS BLVD STE B STE B,RITZVILLE               ,WA,ADAMS,991692264,Adult-Use Retailer,ACTIVE (ISSUED),5096600497,Adult-Use,,,,It Is Lit,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.1197682,-118.3629817
J & K Cannabis,355804,6030890680010002.0,RETAIL TITLE CERTIFICATE,LAKEWOOD                ,WA,PIERCE,984991030,Adult-Use Retailer,ACTIVE TITLE CERTIFICATE,2534684440,Adult-Use,,,,J & K Cannabis,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.1717649,-122.518458
Jd's Procurement,422725,6036027560010001.0,RETAIL TITLE CERTIFICATE,MOSSYROCK               ,WA,LEWIS,985640000,Adult-Use Retailer,ACTIVE TITLE CERTIFICATE,3607987194,Adult-Use,,,,Jd's Procurement,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.5295517,-122.4851112
Jet Cannabis,420894,6044313900010001.0,11325 HIGHWAY 99,EVERETT                 ,WA,SNOHOMISH,982044816,Adult-Use Retailer,ACTIVE (ISSUED),4253326436,Adult-Use,,,,Jet Cannabis,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.894544,-122.253086
Jst International,415053,6033581190010001.0,RETAIL TITLE CERTIFICATE,FEDERAL WAY             ,WA,KING,980030000,Adult-Use Retailer,ACTIVE TITLE CERTIFICATE,2533328800,Adult-Use,,,,Jst International,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.3223221,-122.3126222
Kahd Holding,421826,6035615620010001.0,18850 103RD AVE SW UNIT 105,VASHON                  ,WA,KING,980705250,Adult-Use Retailer,ACTIVE (ISSUED),2068985900,Adult-Use,,,,Kahd Holding,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.4349395,-122.4648135
Kaleafa,414345,6046242090010001.0,401 SOUTH BOONE,ABERDEEN                ,WA,GRAYS HARBOR,985208508,Adult-Use Retailer,ACTIVE (ISSUED),3122033450,Adult-Use,,,,Kaleafa,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.9658792,-123.8030324
Kaleafa,417643,6033220580010002.0,33858 SR 20 STE 102,OAK HARBOR              ,WA,ISLAND,982772664,Adult-Use Retailer,ACTIVE (ISSUED),3122033450,Adult-Use,,,,Kaleafa,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,48.3157876,-122.6318312
Kaleafa,429441,6035861690010005.0,25745 PACIFIC HWY S,DES MOINES              ,WA,KING,981980000,Adult-Use Retailer,ACTIVE (ISSUED),3122033450,Adult-Use,,,,Kaleafa,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.37070079999999,-122.3030014
Karma Cannabis,421168,6035537530010001.0,131 RIVER RD  STE A,SEQUIM                  ,WA,CLALLAM,983829804,Adult-Use Retailer,ACTIVE (ISSUED),3604606641,Adult-Use,,,,Karma Cannabis,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,48.0753955,-123.134376
