license_number,business_dba_name,id,license_type,LicenseStatus,premise_county,licensing_authority_id,licensing_authority,license_designation,premise_state,license_status_date,license_term,issue_date,expiration_date,business_legal_name,business_owner_name,business_structure,business_email,activity,parcel_number,business_image_url,business_phone,business_website,data_refreshed_date
17355802525954961447,Gti Nevada Llc,17355802525954961447,Retail Cultivation,Active,Carson City,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GTI NEVADA LLC,,,,,,,,,2023-08-10
17456701400872901775,Deep Roots Harvest Inc.,17456701400872901775,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DEEP ROOTS HARVEST INC.,,,,,,,,,2023-08-10
17467707413107632038,Libra Wellness Center Llc,17467707413107632038,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LIBRA WELLNESS CENTER LLC,,,,,,,,,2023-08-10
17755737390295686365,Mm Development Company Inc,17755737390295686365,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MM DEVELOPMENT COMPANY INC,,,,,,,,,2023-08-10
17757785646300938968,Blossum Group,17757785646300938968,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,BLOSSUM GROUP,,,,,,,,,2023-08-10
17870088520850390544,Mmnv2 Holdings I Llc,17870088520850390544,Medical Cultivation,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MMNV2 HOLDINGS I LLC,,,,,,,,,2023-08-10
17893663152257070537,Lander Leaf Growers Llc,17893663152257070537,Retail Cultivation,Active,Lander,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LANDER LEAF GROWERS LLC,,,,,,,,,2023-08-10
17968777460576775552,Mm Development Company Inc,17968777460576775552,Medical Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MM DEVELOPMENT COMPANY INC,,,,,,,,,2023-08-10
18482416987753786163,Essence Henderson Llc,18482416987753786163,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ESSENCE HENDERSON LLC,,,,,,,,,2023-08-10
18668881888004789228,Livfree Wellness Llc A Nevada Limited Liability Company,18668881888004789228,Medical Production,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LIVFREE WELLNESS LLC A NEVADA LIMITED LIABILITY COMPANY,,,,,,,,,2023-08-10
18897864143987354009,Ymy Ventures Llc,18897864143987354009,Medical Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,YMY VENTURES LLC,,,,,,,,,2023-08-10
18900369179730863251,Gti Nevada Llc,18900369179730863251,Medical Dispensary,Active,Carson City,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GTI NEVADA LLC,,,,,,,,,2023-08-10
19066445888733574338,Mj Distributing C201 Llc,19066445888733574338,Retail Cultivation,Active,Lincoln,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MJ DISTRIBUTING C201 LLC,,,,,,,,,2023-08-10
19153202036386051786,Silver Sage Wellness Llc,19153202036386051786,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SILVER SAGE WELLNESS LLC,,,,,,,,,2023-08-10
19179415095565657497,Nevada Holistic Medicine Llc,19179415095565657497,Medical Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA HOLISTIC MEDICINE LLC,,,,,,,,,2023-08-10
19341969601994942557,Holistic Approach Cultivation Llc,19341969601994942557,Retail Cultivation,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,HOLISTIC APPROACH CULTIVATION LLC,,,,,,,,,2023-08-10
19429852834178744891,Kindibles Llc,19429852834178744891,Medical Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,KINDIBLES LLC,,,,,,,,,2023-08-10
19538509146903694250,Euphoria Wellness Llc,19538509146903694250,Medical Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,EUPHORIA WELLNESS LLC,,,,,,,,,2023-08-10
19619496668049413129,Tgig Llc,19619496668049413129,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TGIG LLC,,,,,,,,,2023-08-10
19737703505385233285,Southern Nevada Growers Llc,19737703505385233285,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SOUTHERN NEVADA GROWERS LLC,,,,,,,,,2023-08-10
19837237559595590745,Southern Nevada Growers Llc,19837237559595590745,Medical Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SOUTHERN NEVADA GROWERS LLC,,,,,,,,,2023-08-10
19873661470522818141,Essence Henderson Llc,19873661470522818141,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ESSENCE HENDERSON LLC,,,,,,,,,2023-08-10
19904908334190096788,Diversified Modalities Marketing Ltd,19904908334190096788,Medical Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DIVERSIFIED MODALITIES MARKETING LTD,,,,,,,,,2023-08-10
20308219527948758553,Fidelis Holdings Llc,20308219527948758553,Medical Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,FIDELIS HOLDINGS LLC,,,,,,,,,2023-08-10
20409684276944093355,Herbal Choice Nlv Llc,20409684276944093355,Medical Cultivation,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,HERBAL CHOICE NLV LLC,,,,,,,,,2023-08-10
20833618692863727137,Nevada Medical Group Llc,20833618692863727137,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA MEDICAL GROUP LLC,,,,,,,,,2023-08-10
20856188563796491040,Tahoe-Reno Botanicals Llc,20856188563796491040,Retail Cultivation,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TAHOE-RENO BOTANICALS LLC,,,,,,,,,2023-08-10
21012999822242883351,Tryke Companies So Nv Llc,21012999822242883351,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TRYKE COMPANIES SO NV LLC,,,,,,,,,2023-08-10
21220934547246154491,Div Holdings Llc,21220934547246154491,Medical Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DIV HOLDINGS LLC,,,,,,,,,2023-08-10
21487241740532295847,Carson City Agency Solutions Llc,21487241740532295847,Medical Production,Active,Carson City,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CARSON CITY AGENCY SOLUTIONS LLC,,,,,,,,,2023-08-10
21647298952036123142,Gbs Nevada Partners Llc,21647298952036123142,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GBS NEVADA PARTNERS LLC,,,,,,,,,2023-08-10
21781007495292162943,Focus Distribution Llc,21781007495292162943,Retail Distributor,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,FOCUS DISTRIBUTION LLC,,,,,,,,,2023-08-10
21879807203001241352,Greenleaf Wellness Inc,21879807203001241352,Medical Dispensary,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREENLEAF WELLNESS INC,,,,,,,,,2023-08-10
22136480884365523283,Ssac Corporation,22136480884365523283,Medical Cultivation,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SSAC CORPORATION,,,,,,,,,2023-08-10
22439157467936488598,Wellness & Caregivers Of Nevada Nlv Llc,22439157467936488598,Medical Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,WELLNESS & CAREGIVERS OF NEVADA NLV LLC,,,,,,,,,2023-08-10
22495669777279212887,Gravitas Nevada Ltd,22495669777279212887,Medical Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GRAVITAS NEVADA LTD,,,,,,,,,2023-08-10
22741245849235539745,Cn Licensco Iii Inc,22741245849235539745,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CN LICENSCO III INC,,,,,,,,,2023-08-10
22879263582681231312,Lone Mountain Partners Llc,22879263582681231312,Medical Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LONE MOUNTAIN PARTNERS LLC,,,,,,,,,2023-08-10
22897076676795690110,Agua Street Llc,22897076676795690110,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,AGUA STREET LLC,,,,,,,,,2023-08-10
23003643426806888206,Ded Ops Nv Llc,23003643426806888206,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DED OPS NV LLC,,,,,,,,,2023-08-10
23270793294513307743,Physis One Llc,23270793294513307743,Medical Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,PHYSIS ONE LLC,,,,,,,,,2023-08-10
23318360480667209895,The Cure Company Nv Llc,23318360480667209895,Retail Cultivation,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,THE CURE COMPANY NV LLC,,,,,,,,,2023-08-10
23366229281756137118,"Production Series, A Series Of Just Quality Llc",23366229281756137118,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,"Production Series, a series of JUST QUALITY LLC",,,,,,,,,2023-08-10
23566008586992407306,Greenway Medical Llc,23566008586992407306,Medical Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREENWAY MEDICAL LLC,,,,,,,,,2023-08-10
23892404338096908623,Nevada Pure Llc,23892404338096908623,Medical Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA PURE LLC,,,,,,,,,2023-08-10
23926610187861506378,Good Chemistry Nevada Llc,23926610187861506378,Retail Cultivation,Non-Operational,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GOOD CHEMISTRY NEVADA LLC,,,,,,,,,2023-08-10
24170469501580671157,Pure Tonic Concentrates Llc,24170469501580671157,Retail Dispensary,Active,Storey,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,PURE TONIC CONCENTRATES LLC,,,,,,,,,2023-08-10
24344359150856320396,Inyo Fine Cannabis Dispensary Llc,24344359150856320396,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,INYO FINE CANNABIS DISPENSARY LLC,,,,,,,,,2023-08-10
24665787413575467233,Zion Gardens Llc,24665787413575467233,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZION GARDENS LLC,,,,,,,,,2023-08-10
24840464563491081056,Southern Nevada Growers Llc,24840464563491081056,Retail Distributor,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SOUTHERN NEVADA GROWERS LLC,,,,,,,,,2023-08-10
24971144872644043193,Bioneva Innovations Of Carson City Llc,24971144872644043193,Medical Cultivation,Non-Operational,Carson City,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,BIONEVA INNOVATIONS OF CARSON CITY LLC,,,,,,,,,2023-08-10
25025985357868237824,Clark Nmsd Llc,25025985357868237824,Medical Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CLARK NMSD LLC,,,,,,,,,2023-08-10
25035613450247647194,Compassionate Team Of Las Vegas Llc,25035613450247647194,Medical Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,COMPASSIONATE TEAM OF LAS VEGAS LLC,,,,,,,,,2023-08-10
25048214491375101482,Nevada Holistic Medicine Llc,25048214491375101482,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA HOLISTIC MEDICINE LLC,,,,,,,,,2023-08-10
25343951714103210330,Deep Roots Harvest Inc.,25343951714103210330,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DEEP ROOTS HARVEST INC.,,,,,,,,,2023-08-10
25424941582127369099,Tryke Companies Reno Llc,25424941582127369099,Medical Dispensary,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TRYKE COMPANIES RENO LLC,,,,,,,,,2023-08-10
25479019250915807897,Trnvc151 Llc,25479019250915807897,Medical Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TRNVC151 LLC,,,,,,,,,2023-08-10
25626267578182121183,Mesa Oils Llc,25626267578182121183,Medical Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MESA OILS LLC,,,,,,,,,2023-08-10
25711824933160438056,Urban Hills Llc,25711824933160438056,Medical Cultivation,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,URBAN HILLS LLC,,,,,,,,,2023-08-10
25717616427771404236,Polaris Wellness Center Llc,25717616427771404236,Medical Production,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,POLARIS WELLNESS CENTER LLC,,,,,,,,,2023-08-10
25727587576265739387,Acres Cultivation Llc,25727587576265739387,Medical Cultivation,Active,Nye,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ACRES CULTIVATION LLC,,,,,,,,,2023-08-10
25729455103203031356,Desert Aire Wellness Llc,25729455103203031356,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DESERT AIRE WELLNESS LLC,,,,,,,,,2023-08-10
25747995029047849072,Cn Licensco Iii Inc,25747995029047849072,Medical Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CN LICENSCO III INC,,,,,,,,,2023-08-10
26250804960170746721,Exhale Brands Nevada Llc,26250804960170746721,Medical Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,EXHALE BRANDS NEVADA LLC,,,,,,,,,2023-08-10
26305992777135829665,The Hempire Company Llc,26305992777135829665,Medical Production,Active,Esmeralda,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,THE HEMPIRE COMPANY LLC,,,,,,,,,2023-08-10
26350357643788588948,Red Earth Llc,26350357643788588948,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,RED EARTH LLC,,,,,,,,,2023-08-10
26514826684156254107,Euphoria Wellness Llc,26514826684156254107,Medical Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,EUPHORIA WELLNESS LLC,,,,,,,,,2023-08-10
26849340152215972256,Essence Tropicana Llc,26849340152215972256,Retail Dispensary,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ESSENCE TROPICANA LLC,,,,,,,,,2023-08-10
27187373761322173842,Picksy Reno Llc,27187373761322173842,Medical Dispensary,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,PICKSY RENO LLC,,,,,,,,,2023-08-10
27491416302051455778,Mm Development Company Inc,27491416302051455778,Medical Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MM DEVELOPMENT COMPANY INC,,,,,,,,,2023-08-10
27764211258972498624,Clear River Llc,27764211258972498624,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CLEAR RIVER LLC,,,,,,,,,2023-08-10
27870466259713738680,Fidelis Holdings Llc,27870466259713738680,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,FIDELIS HOLDINGS LLC,,,,,,,,,2023-08-10
27912691256158860598,Jdw Nevada Llc,27912691256158860598,Medical Cultivation,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,JDW NEVADA LLC,,,,,,,,,2023-08-10
28269186214535692829,Csnlv Llc,28269186214535692829,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CSNLV LLC,,,,,,,,,2023-08-10
28332017443877189253,Mmnv2 Holdings I Llc,28332017443877189253,Retail Production,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MMNV2 HOLDINGS I LLC,,,,,,,,,2023-08-10
28476312257204037070,Exhale Brands Nevada Llc,28476312257204037070,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,EXHALE BRANDS NEVADA LLC,,,,,,,,,2023-08-10
28500455704184776035,Wscc Inc,28500455704184776035,Medical Dispensary,Active,Carson City,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,WSCC INC,,,,,,,,,2023-08-10
28640102500943941275,Solace Enterprises Llc,28640102500943941275,Medical Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SOLACE ENTERPRISES LLC,,,,,,,,,2023-08-10
28729875179355972226,Nevada Group Wellness,28729875179355972226,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA GROUP WELLNESS,,,,,,,,,2023-08-10
28778114311315160635,Deep Roots Harvest Inc.,28778114311315160635,Retail Dispensary,Active,Elko,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DEEP ROOTS HARVEST INC.,,,,,,,,,2023-08-10
28940989385642880433,Matrix Nv Llc,28940989385642880433,Medical Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MATRIX NV LLC,,,,,,,,,2023-08-10
29097337938755289535,Mbnv Distribution T050 Llc,29097337938755289535,Retail Distributor,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MBNV DISTRIBUTION T050 LLC,,,,,,,,,2023-08-10
29101803441227387589,Nevada Natural Medicines Llc,29101803441227387589,Retail Cultivation,Non-Operational,Nye,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA NATURAL MEDICINES LLC,,,,,,,,,2023-08-10
29207558783745359680,Acres Cultivation Llc,29207558783745359680,Medical Production,Active,Nye,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ACRES CULTIVATION LLC,,,,,,,,,2023-08-10
29537654627576657070,Clover Creek Organics Llc,29537654627576657070,Retail Production,Active,Lincoln,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CLOVER CREEK ORGANICS LLC,,,,,,,,,2023-08-10
29559649868428271112,Silver State Cultivation Llc,29559649868428271112,Medical Production,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SILVER STATE CULTIVATION LLC,,,,,,,,,2023-08-10
29717689414536890016,Tryke Companies So Nv Llc,29717689414536890016,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TRYKE COMPANIES SO NV LLC,,,,,,,,,2023-08-10
29820680395695642183,Nuleaf Reno Production Llc,29820680395695642183,Medical Production,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NULEAF RENO PRODUCTION LLC,,,,,,,,,2023-08-10
29957407786912886340,Mm Development Company Inc,29957407786912886340,Medical Cultivation,Active,Nye,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MM DEVELOPMENT COMPANY INC,,,,,,,,,2023-08-10
30014095193109877690,Greenpoint Nevada Inc,30014095193109877690,Medical Production,Non-Operational,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREENPOINT NEVADA INC,,,,,,,,,2023-08-10
30064186279328795105,Nevada Wellness Center Llc,30064186279328795105,Medical Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA WELLNESS CENTER LLC,,,,,,,,,2023-08-10
30119351751785994439,Silver State Wellness Llc,30119351751785994439,Medical Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SILVER STATE WELLNESS LLC,,,,,,,,,2023-08-10
30364928071399411961,Helping Hands Wellness Center Inc,30364928071399411961,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,HELPING HANDS WELLNESS CENTER INC,,,,,,,,,2023-08-10
30451881861426139511,Trnvp098 Llc,30451881861426139511,Medical Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TRNVP098 LLC,,,,,,,,,2023-08-10
30554192662175908311,Henderson Organic Remedies Llc,30554192662175908311,Medical Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,HENDERSON ORGANIC REMEDIES LLC,,,,,,,,,2023-08-10
30641754921357655197,Greenpoint Nevada Inc,30641754921357655197,Medical Cultivation,Non-Operational,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREENPOINT NEVADA INC,,,,,,,,,2023-08-10
30658964196185382559,Nevada Medical Group Llc,30658964196185382559,Medical Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA MEDICAL GROUP LLC,,,,,,,,,2023-08-10
30830396335235053993,Global Harmony Llc,30830396335235053993,Medical Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GLOBAL HARMONY LLC,,,,,,,,,2023-08-10
30874613240466723894,Tgig Llc,30874613240466723894,Medical Dispensary,Active,Nye,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TGIG LLC,,,,,,,,,2023-08-10
30879415424242137005,Luff Enterprises Nv Inc,30879415424242137005,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LUFF ENTERPRISES NV INC,,,,,,,,,2023-08-10
30914996098749071147,Gbs Nevada Partners Llc,30914996098749071147,Medical Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GBS NEVADA PARTNERS LLC,,,,,,,,,2023-08-10
31181717801815759371,Nlv Wellness Llc,31181717801815759371,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NLV WELLNESS LLC,,,,,,,,,2023-08-10
31235398453197711401,Thompson Farm One Llc,31235398453197711401,Medical Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,THOMPSON FARM ONE LLC,,,,,,,,,2023-08-10
31551248498651868310,G3 Labs Llc,31551248498651868310,Medical Laboratory,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,G3 LABS LLC,,,,,,,,,2023-08-10
31592905994866250470,Rural Remedies Llc,31592905994866250470,Medical Production,Active,Lander,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,RURAL REMEDIES LLC,,,,,,,,,2023-08-10
31687553825305698491,Essence Henderson Llc,31687553825305698491,Medical Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ESSENCE HENDERSON LLC,,,,,,,,,2023-08-10
31797523194008903151,Circle S Farms Llc,31797523194008903151,Medical Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CIRCLE S FARMS LLC,,,,,,,,,2023-08-10
31806084052438832763,Inyo Fine Cannabis Dispensary Llc,31806084052438832763,Medical Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,INYO FINE CANNABIS DISPENSARY LLC,,,,,,,,,2023-08-10
31882641465304506399,Tryke Companies Reno Llc,31882641465304506399,Retail Dispensary,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TRYKE COMPANIES RENO LLC,,,,,,,,,2023-08-10
31890565875531526199,Premium Produce Llc,31890565875531526199,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,PREMIUM PRODUCE LLC,,,,,,,,,2023-08-10
31897842738001059708,800 Stillwell Llc,31897842738001059708,Retail Cultivation,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,800 STILLWELL LLC,,,,,,,,,2023-08-10
32417232543607354135,Holistic Approach Cultivation Llc,32417232543607354135,Medical Cultivation,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,HOLISTIC APPROACH CULTIVATION LLC,,,,,,,,,2023-08-10
32455926792348469657,Waveseer Of Nevada Llc,32455926792348469657,Medical Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,WAVESEER OF NEVADA LLC,,,,,,,,,2023-08-10
32704290606712932888,Ymy Ventures Llc,32704290606712932888,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,YMY VENTURES LLC,,,,,,,,,2023-08-10
33067718465021979566,Deep Roots Harvest Inc.,33067718465021979566,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DEEP ROOTS HARVEST INC.,,,,,,,,,2023-08-10
33102338992967161675,Nv Green Inc,33102338992967161675,Medical Cultivation,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NV GREEN INC,,,,,,,,,2023-08-10
33109597595341895101,Dep Ops Nv Llc,33109597595341895101,Retail Production,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DEP OPS NV LLC,,,,,,,,,2023-08-10
33333930069916107890,Clark Nmsd Llc,33333930069916107890,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CLARK NMSD LLC,,,,,,,,,2023-08-10
33424753971276505597,Healthcare Options For Patients Enterprises Llc,33424753971276505597,Medical Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,HEALTHCARE OPTIONS FOR PATIENTS ENTERPRISES LLC,,,,,,,,,2023-08-10
33560346467246600957,Indoor Garden Farms Llc,33560346467246600957,Retail Cultivation,Active,Carson City,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,INDOOR GARDEN FARMS LLC,,,,,,,,,2023-08-10
33594512887044039784,Waveseer Of Las Vegas Llc,33594512887044039784,Medical Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,WAVESEER OF LAS VEGAS LLC,,,,,,,,,2023-08-10
33597157896004430110,Caliente Development Company Llc,33597157896004430110,Medical Cultivation,Active,Lincoln,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CALIENTE DEVELOPMENT COMPANY LLC,,,,,,,,,2023-08-10
