premise_city,license_designation,business_legal_name,business_phone,id,license_number,licensing_authority_id,licensing_authority,premise_state,license_status,license_status_date,license_type,license_term,issue_date,expiration_date,business_owner_name,business_structure,activity,parcel_number,business_email,business_image_url,business_dba_name,premise_street_address,premise_county,premise_zip_code,premise_latitude,premise_longitude,business_website,data_refreshed_date
Bozeman,Adult Use,Honey Sour,(480) 842-0078,93,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Honey Sour,1716 W Main St #3,Gallatin County,59715,45.67889879999999,-111.0605352,http://www.honeysour.com/,2023-08-13T17:29:48.963785
Bozeman,Adult Use,Jack Hudson,(406) 599-9584,94,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Jack Hudson,,,,,,,2023-08-13T17:29:48.963785
Bozeman,Adult Use,Jones Holdings LLC,(406) 579-6956,95,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Jones Holdings LLC,,,,,,,2023-08-13T17:29:48.963785
Bozeman,Adult Use,Juniper Cannabis,(406) 600-2553,96,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Juniper Cannabis,120 N Grand Ave,Gallatin County,59715,45.6811748,-111.039849,https://www.junipercannabis.com/?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=bozeman,2023-08-13T17:29:48.963785
Bozeman,Adult Use,Last Best Cannabis,(406) 570-3241,97,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Last Best Cannabis,100 Shepherd Trail STE 2,Gallatin County,59718,45.66865869999999,-111.1906143,https://www.lastbestcannabis.com/,2023-08-13T17:29:48.963785
Bozeman,Adult Use,Lazy Daze Cannabis,(406) 219-7420,98,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Lazy Daze Cannabis,80127 Gallatin Rd,Gallatin County,59718,45.6471584,-111.1944874,https://lazydazecannabis.com/contact-us/,2023-08-13T17:29:48.963785
Bozeman,Adult Use,Lionheart Cannabis Bozeman Dispensary,(844) 586-2837,99,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Lionheart Cannabis Bozeman Dispensary,1117 N 7th Ave #1,Gallatin County,59715,45.6912137,-111.0469665,https://lionheartcannabis.com/,2023-08-13T17:29:48.963785
Bozeman,Adult Use,Lionheart Cannabis Four Corners,(844) 586-2837,100,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Lionheart Cannabis Four Corners,29 Pioneer Way,Gallatin County,59718,45.6735545,-111.1850076,https://lionheartcannabis.com/,2023-08-13T17:29:48.963785
Bozeman,Adult Use,Lone Peak Caregivers,(386) 931-9334,102,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Lone Peak Caregivers,825 W Main St,Gallatin County,59715,45.6795295,-111.0487902,https://lonepeakcannabiscompany.com/,2023-08-13T17:29:48.963785
Bozeman,Adult Use,Loud Smoke,(406) 570-8693,103,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Loud Smoke,8300 Calico Dr UNIT C,Gallatin County,59718,45.6670886,-111.1561358,,2023-08-13T17:29:48.963785
Bozeman,Adult Use,Lucky Dog Cannabis,(406) 219-3018,104,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Lucky Dog Cannabis,338 Graves Trail Unit #C,Gallatin County,59718,45.6670349,-111.1926641,http://luckydogcannabisco.com/,2023-08-13T17:29:48.963785
Bozeman,Adult Use,Medcine Creek Caregivers - Bozeman,(612) 990-1072,105,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Medcine Creek Caregivers - Bozeman,549 E Main St,Gallatin County,59715,45.6796914,-111.028792,http://medicinecreekcaregivers.com/,2023-08-13T17:29:48.963785
Bozeman,Adult Use,Montana Jane's Medicinals,(406) 599-5977,106,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Montana Jane's Medicinals,340 Graves Trail Unit B,Gallatin County,59718,45.6670174,-111.1925138,http://www.montanajanes.com/,2023-08-13T17:29:48.963785
Bozeman,Adult Use,Montana Wildflower,(406) 539-9722,107,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Montana Wildflower,15 Tai Ln Ste 11,Gallatin County,59715,45.663111,-111.054417,https://www.montanawildflower.com/,2023-08-13T17:29:48.963785
Bozeman,Adult Use,Mountain High,(406) 580-4150,108,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Mountain High,51 Intrepid Dr,Gallatin County,59718,45.668181,-111.1346168,https://mountainhighllc.com/,2023-08-13T17:29:48.963785
Bozeman,Adult Use,Mtk Inc.,(406) 465-2281,109,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Mtk Inc.,516 E Tamarack St,Gallatin County,59715,45.6880359,-111.0296354,https://www.latticematerials.com/,2023-08-13T17:29:48.963785
Bozeman,Adult Use,Natrapeutics,(406) 459-0391,110,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Natrapeutics,618 W Griffin Dr suite h,Gallatin County,59715,45.6997331,-111.0452866,http://www.coldsmokeorganics.com/,2023-08-13T17:29:48.963785
Bozeman,Adult Use,Nature's Roots,(406) 551-5241,111,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Nature's Roots,338 Graves Trail D,Gallatin County,59718,45.6673889,-111.1925811,https://www.natures-roots.com/,2023-08-13T17:29:48.963785
Bozeman,Adult Use,Ninepipe Organics,(406) 690-1467,112,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Ninepipe Organics,100 Shepherd Trail STE 9,Gallatin County,59718,45.66865869999999,-111.1906143,http://ninepipeorganics.com/,2023-08-13T17:29:48.963785
Bozeman,Adult Use,Nomad Canna Bozeman Store,(406) 788-6173,113,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Nomad Canna Bozeman Store,708 W Main St Unit 3,Gallatin County,59715,45.67902110000001,-111.0470675,http://www.nomadcannamt.com/,2023-08-13T17:29:48.963785
Bozeman,Adult Use,Northstar Evolution LLC,(406) 539-1184,114,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Northstar Evolution LLC,5 W Mendenhall St Suite 202,Gallatin County,59715,45.68054919999999,-111.0376904,http://northstarconsulting.net/,2023-08-13T17:29:48.963785
Bozeman,Adult Use,Operation Green,(406) 224-2458,115,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Operation Green,303 Shepherd Trail Unit 4,Gallatin County,59718,45.6694482,-111.1942027,,2023-08-13T17:29:48.963785
Bozeman,Adult Use,Sacred Sun Farms Inc.,(406) 580-4098,116,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Sacred Sun Farms Inc.,323 Shepherd Trail Unit 12,Gallatin County,59718,45.66942969999999,-111.1945648,https://www.sacredsunfarms.org/dispensaries/bozeman,2023-08-13T17:29:48.963785
Bozeman,Adult Use,Shapan Enterprises LLC,(970) 946-7161,117,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Shapan Enterprises LLC,111 E Oak St #2b,Gallatin County,59715,45.693027,-111.03456,http://www.spruceandhoney.com/,2023-08-13T17:29:48.963785
Bozeman,Adult Use,Supherb Wellness,(406) 595-3611,118,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Supherb Wellness,323 Shepherd Trail Suite 10,Gallatin County,59718,45.66945089999999,-111.195034,,2023-08-13T17:29:48.963785
Bozeman,Adult Use,Think Higher Caregiving LLC,(603) 801-4456,119,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Think Higher Caregiving LLC,618 W Griffin Dr E,Gallatin County,59715,45.69971520000001,-111.045256,http://www.thinkhighercaregiving.com/,2023-08-13T17:29:48.963785
Bozeman,Adult Use,Think Higher Caregiving LLC,(603) 801-4456,120,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Think Higher Caregiving LLC,618 W Griffin Dr E,Gallatin County,59715,45.69971520000001,-111.045256,http://www.thinkhighercaregiving.com/,2023-08-13T17:29:48.963785
Bozeman,Adult Use,Top Shelf Botanicals,(406) 219-3288,121,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Top Shelf Botanicals,514 S 23rd Ave,Gallatin County,59718,45.67350589999999,-111.0668559,https://montana.topshelfbotanicals.com/bozeman/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=Bozeman,2023-08-13T17:29:48.963785
Bozeman,Adult Use,Treasure Tree,(406) 624-6337,122,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Treasure Tree,100 Shepherd Trail STE 4,Gallatin County,59718,45.6688892,-111.1906814,https://weedmaps.com/dispensaries/treasure-tree?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=bozeman_menu,2023-08-13T17:29:48.963785
Bozeman,Adult Use,Yellowstone Buds,(406) 600-7060,123,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Yellowstone Buds,50 Jackrabbit Ln,Gallatin County,59718,45.672291,-111.1851098,http://www.yellowstonebuds.com/,2023-08-13T17:29:48.963785
Bridger,Adult Use,Bridger- Sweetgrass,(406) 459-2618,124,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bridger- Sweetgrass,107 N Main St,Carbon County,59014,45.29611119999999,-108.9139603,http://sweetgrassmt.com/,2023-08-13T17:29:48.963785
Butte,Adult Use,710 Montana,(406) 209-2470,125,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,710 Montana,3103 Harrison Ave Suite B,Silver Bow County,59701,45.979671,-112.5085978,https://www.710montana.com/,2023-08-13T17:29:48.963785
Butte,Adult Use,Advancedalternativesllc,(406) 529-8863,126,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Advancedalternativesllc,815 E Front St,Silver Bow County,59701,46.00182129999999,-112.5267672,,2023-08-13T17:29:48.963785
Butte,Adult Use,Apogee Gardens LLC,(406) 299-3027,127,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Apogee Gardens LLC,119 N Main St,Silver Bow County,59701,46.0141983,-112.5361528,http://www.apogeegardens.com/,2023-08-13T17:29:48.963785
Butte,Adult Use,Bloom,(406) 459-2618,128,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bloom,2407 Harrison Ave,Silver Bow County,59701,45.9891716,-112.509798,https://bloommt.com/location/marijuana-dispensary-butte?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=butte,2023-08-13T17:29:48.963785
Butte,Adult Use,Burn,(406) 565-6010,129,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Burn,1247 Harrison Ave,Silver Bow County,59701,46.0020491,-112.5217131,,2023-08-13T17:29:48.963785
Butte,Adult Use,Butte Dispensary,(406) 565-5272,130,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Butte Dispensary,3350 Harrison Ave,Silver Bow County,59701,45.97670689999999,-112.5077104,https://montana.topshelfbotanicals.com/butte/,2023-08-13T17:29:48.963785
Butte,Adult Use,Collective Elevation Butte,(406) 498-3549,131,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Collective Elevation Butte,34 E Galena St,Silver Bow County,59701,46.0120283,-112.5344126,https://collectiveelevation.com/butte/,2023-08-13T17:29:48.963785
Butte,Medical Only,Corner House,(406) 221-7421,132,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Corner House,1877 Harrison Ave,Silver Bow County,59701,45.9951429,-112.5138713,,2023-08-13T17:29:48.963785
Butte,Adult Use,Elevated Butte,(406) 855-0291,133,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Elevated Butte,2905 Harrison Ave,Silver Bow County,59701,45.9825159,-112.5086455,http://elevatedmt.com/,2023-08-13T17:29:48.963785
Butte,Adult Use,Greenhouse LLC,(406) 565-7537,134,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Greenhouse LLC,1250 Harrison Ave,Silver Bow County,59701,46.0026279,-112.521742,https://www.greenhousecaregiving.com/,2023-08-13T17:29:48.963785
Butte,Adult Use,Harrison,(970) 708-7015,135,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Harrison,1741 Harrison Ave,Silver Bow County,59701,45.9971709,-112.5151903,,2023-08-13T17:29:48.963785
Butte,Adult Use,High Altitude Gardens,(406) 533-5664,136,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,High Altitude Gardens,1842 Harrison Ave,Silver Bow County,59701,45.9960345,-112.5137214,https://www.highaltitudegardensmt.com/,2023-08-13T17:29:48.963785
Butte,Adult Use,Honey Sour,(480) 842-0078,137,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Honey Sour,1210 Harrison Ave,Silver Bow County,59701,46.0025691,-112.5218334,https://honeysour.com/,2023-08-13T17:29:48.963785
Butte,Adult Use,Jas Ventures Inc.,(406) 461-2300,138,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Herbaceous Inc,829 S Montana St,Silver Bow County,59701,46.0026392,-112.5394309,https://herbaceousinc.com/butte?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=butte,2023-08-13T17:29:48.963785
Butte,Adult Use,Kannatonic,(406) 491-1353,139,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Kannatonic,1635 Harrison Ave,Silver Bow County,59701,45.99837549999999,-112.5161196,http://kannatonicbutte.com/,2023-08-13T17:29:48.963785
Butte,Adult Use,Lionheart Cannabis Butte Dispensary,(844) 586-2837,140,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Lionheart Cannabis Butte Dispensary,3305 Monroe Ave,Silver Bow County,59701,45.9772421,-112.5072092,https://lionheartcannabis.com/,2023-08-13T17:29:48.963785
Butte,Adult Use,"Lycon, LLC",(406) 498-1778,141,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,"Lycon, LLC",2100 Meadowlark Ln,Silver Bow County,59701,45.9673598,-112.5189818,http://www.hoffmansmt.com/,2023-08-13T17:29:48.963785
Butte,Adult Use,Marimint Butte,(406) 970-9430,142,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Marimint Butte,819 E Front St,Silver Bow County,59701,46.0018948,-112.5266566,http://www.marimintmt.com/,2023-08-13T17:29:48.963785
Butte,Adult Use,Medicine Creek Caregivers,(406) 404-5625,143,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Medicine Creek Caregivers,33 W Park St,Silver Bow County,59701,46.0129318,-112.5366973,http://medicinecreekcaregivers.com/,2023-08-13T17:29:48.963785
Butte,Adult Use,Mt Kush Butte,(406) 465-2281,144,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Mt Kush Butte,3350 Harrison Ave,Silver Bow County,59701,45.97670689999999,-112.5077104,https://montana.topshelfbotanicals.com/butte/,2023-08-13T17:29:48.963785
Butte,Adult Use,Natural Welleness LLC,(406) 539-5354,145,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Natural Welleness LLC,2501 Harrison Ave # A,Silver Bow County,59701,45.988569,-112.5092017,http://www.naturalwellnessmontana.com/,2023-08-13T17:29:48.963785
Butte,Adult Use,Silverbow Cannabis,(406) 580-1839,146,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Silverbow Cannabis,2055 Harrison Ave,Silver Bow County,59701,45.9924885,-112.512144,https://www.silverbowcannabis.com/,2023-08-13T17:29:48.963785
Butte,Adult Use,Silverleaf,(970) 708-7015,147,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Silverleaf,16 N Montana St,Silver Bow County,59701,46.0131137,-112.5391332,https://silverleaf406.com/,2023-08-13T17:29:48.963785
Butte,Adult Use,Soultonix,(406) 565-5185,148,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Soultonix,2407 Harrison Ave,Silver Bow County,59701,45.9891716,-112.509798,https://bloommt.com/location/marijuana-dispensary-butte?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=butte,2023-08-13T17:29:48.963785
Butte,Adult Use,The Higher Standard Butte,(406) 459-2571,149,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,The Higher Standard Butte,3215 Harrison Ave,Silver Bow County,59701,45.978282,-112.5086017,https://thehigherstandard406.com/,2023-08-13T17:29:48.963785
Butte,Adult Use,Top Shelf Botanicals,(406) 565-5970,150,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Top Shelf Botanicals,3350 Harrison Ave,Silver Bow County,59701,45.97670689999999,-112.5077104,https://montana.topshelfbotanicals.com/butte/,2023-08-13T17:29:48.963785
Cardwell,Adult Use,Top Shelf Botanicals,(406) 219-3288,151,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Top Shelf Botanicals,279 Frontage Rd,Gallatin County,59752,45.8995156,-111.5440664,https://montana.topshelfbotanicals.com/three-forks/,2023-08-13T17:29:48.963785
Chinook,Adult Use,Elevated Chinook,(406) 601-1166,152,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Elevated Chinook,528 Ohio St N,Blaine County,59523,48.59023,-109.2288046,http://chinookschools.org/,2023-08-13T17:29:48.963785
Clinton,Medical Only,Funk Farm,(701) 202-8652,153,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Funk Farm,19770 Swartz Creek Rd,Missoula County,59825,46.7504023,-113.7248475,,2023-08-13T17:29:48.963785
Clinton,Adult Use,Holistic Harvest Cannabis Farms LLC,(406) 370-7923,154,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Holistic Harvest Cannabis Farms LLC,12370 US Hwy 10 E,Missoula County,59825,46.8353759,-113.8245783,,2023-08-13T17:29:48.963785
Clinton,Adult Use,Mc Courier,(406) 207-1799,155,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Mc Courier,16775 Roman Creek Rd,Missoula County,59834,47.032263,-114.251127,,2023-08-13T17:29:48.963785
Columbia Falls,Adult Use,Big Mountain Botanicals LLC,(406) 250-2241,156,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Big Mountain Botanicals LLC,36 Jellison Ln unit c,Flathead County,59912,48.3268358,-114.239323,https://www.bigmountainbotanicals.com/,2023-08-13T17:29:48.963785
Columbia Falls,Adult Use,Bloominati,(406) 871-5776,157,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bloominati,143 Osprey Business Ct,Flathead County,59912,48.3257571,-114.2385885,,2023-08-13T17:29:48.963785
Columbia Falls,Adult Use,Columbia Falls,(406) 314-4156,158,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Columbia Falls,,Flathead County,59912,48.3799643,-114.1804038,,2023-08-13T17:29:48.963785
Columbia Falls,Adult Use,Fruit Factory Inc,(435) 668-4387,159,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Fruit Factory Inc,207 9th St W,Flathead County,59912,48.3709068,-114.1841506,http://www.thefruitfactorymt.com/,2023-08-13T17:29:48.963785
Columbia Falls,Adult Use,Terpene Time Extracts,(406) 885-3770,160,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Terpene Time Extracts,7358 Hwy 2 E,Flathead County,59912,48.3665262,-114.1455008,http://www.myterpenetime.com/,2023-08-13T17:29:48.963785
Columbia Fls,Adult Use,Bud Factory,(406) 885-0188,161,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bud Factory,7356 Hwy 2 E,Flathead County,59912,48.3663919,-114.145547,http://www.budfactory406.com/,2023-08-13T17:29:48.963785
Columbia Fls,Adult Use,Ember,(406) 404-6470,162,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Ember,519 Nucleus Ave,Flathead County,59912,48.3737131,-114.1809731,http://www.embermt.com/,2023-08-13T17:29:48.963785
Columbia Fls,Adult Use,Kgi,(406) 253-2863,163,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Kgi,100 Columbia Mountain Dr STE 2,Flathead County,59912,48.3504914,-114.2415286,http://kinggreenindustries.com/,2023-08-13T17:29:48.963785
Columbus,Medical Only,Bloom,(406) 459-2618,164,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bloom,630 E 6th Ave N,Stillwater County,59019,45.642678,-109.2487225,http://bloommt.com/,2023-08-13T17:29:48.963785
Columbus,Medical Only,Triggers Relief LLC,(406) 426-4446,165,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Triggers Relief LLC,,,,,,,2023-08-13T17:29:48.963785
Culbertson,Adult Use,Magic Cityreleaf,(406) 598-1400,166,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Magic Cityreleaf,703 6th St E,Roosevelt County,59218,48.1488747,-104.5084936,https://magiccityreleaf.com/,2023-08-13T17:29:48.963785
Cut Bank,Adult Use,Green Acres,(406) 879-6773,167,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Green Acres,93 Cherry Creek Rd,Sanders County,59873,47.58725949999999,-115.3460984,http://www.greenacres-ranch.com/,2023-08-13T17:29:48.963785
Cut Bank,Adult Use,Mommaz Enterprises,(406) 249-7270,168,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Mommaz Enterprises,25828 U.S. Rte 2 E,Glacier County,59427,48.6096626,-112.2758163,http://mommazdispensary.com/,2023-08-13T17:29:48.963785
Dillon,Adult Use,D&L's Sweetwater Goods,(406) 925-0613,169,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,D&L's Sweetwater Goods,1030 Selway Dr,Beaverhead County,59725,45.2306632,-112.6268234,,2023-08-13T17:29:48.963785
Dillon,Medical Only,The Higher Standard,(406) 865-0341,170,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,The Higher Standard,449 1/2 N Montana St,Beaverhead County,59725,45.22175079999999,-112.6330852,https://www.thehigherstandard406.com/,2023-08-13T17:29:48.963785
Helena,Adult Use,East  Bloom,(406) 459-2618,171,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,East  Bloom,3704 E Main St,Lewis and Clark County,59635,46.58870059999999,-111.899782,http://bloommt.com/,2023-08-13T17:29:48.963785
Helena,Adult Use,East  Emerald Apothecary By Onelife,(406) 640-4958,172,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,East  Emerald Apothecary By Onelife,625 Barney St Suite D,Lewis and Clark County,59602,46.6194882,-112.0321994,http://www.theemeraldapothecary.com/,2023-08-13T17:29:48.963785
Ennis,Adult Use,Lpc - Ennis,(386) 931-9334,173,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Lpc - Ennis,222 Main St #1-E,Madison County,59729,45.34912200000001,-111.7272884,http://www.ldcounselingservices.com/,2023-08-13T17:29:48.963785
Ennis,Adult Use,Medicine Creek Caregivers,(406) 551-5120,174,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Medicine Creek Caregivers,5078 US-287,Madison County,59729,45.373203,-111.7286618,http://medicinecreekcaregivers.com/,2023-08-13T17:29:48.963785
Ennis,Adult Use,Top Shelf Botanicals,(406) 682-5558,175,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Top Shelf Botanicals,219 E Main St,Madison County,59729,45.3485389,-111.7275134,https://montana.topshelfbotanicals.com/ennis/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=Ennis,2023-08-13T17:29:48.963785
Eureka,Adult Use,Area93 Dispensary,(406) 212-8856,176,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Area93 Dispensary,113 Dewey Ave,Lincoln County,59917,48.87940969999999,-115.0530208,http://area93dispensary.com/,2023-08-13T17:29:48.963785
Eureka,Adult Use,Awesome Blossoms Mt,(406) 945-7511,177,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Awesome Blossoms Mt,726 US-93,Lincoln County,59917,48.89355339999999,-115.0560668,https://awesomeblossomsmt.com/,2023-08-13T17:29:48.963785
Eureka,Adult Use,N8's Nuggz N Such,(406) 297-2349,178,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,N8's Nuggz N Such,238 US-93,Lincoln County,59917,48.8662597,-115.0324988,http://n8snuggznsuch.com/,2023-08-13T17:29:48.963785
Eureka,Adult Use,Powerplant Arena,(714) 235-1605,179,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Powerplant Arena,5794 US-93,Lincoln County,59917,48.9673694,-115.0569874,,2023-08-13T17:29:48.963785
Fairview,Adult Use,Armadillo Buds LLC,(406) 941-0791,180,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Armadillo Buds LLC,420 Ellery Ave,Richland County,59221,47.8524405,-104.0443975,,2023-08-13T17:29:48.963785
Fairview,Adult Use,High Mountain - Fairview,(406) 670-6325,181,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,High Mountain - Fairview,419 Ellery Ave,Richland County,59221,47.85246739999999,-104.0449721,https://www.highmountainmt.com/,2023-08-13T17:29:48.963785
Fairview,Adult Use,Seed Of Life Labs,(406) 855-8204,182,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Seed Of Life Labs,13177 MT-200,Richland County,59221,47.81706510000001,-104.0837446,http://www.seedoflifelabs.com/,2023-08-13T17:29:48.963785
Florence,Adult Use,710 Montana,(406) 209-2470,183,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,710 Montana,5501 HWY 93 N Suite #5,Ravalli County,59833,46.6326208,-114.0788803,http://www.710montana.com/,2023-08-13T17:29:48.963785
