business_email,business_legal_name,business_phone,county,data_refreshed_date,license_number,premise_state,activity,analyses,business_dba_name,business_image_url,business_structure,expiration_date,id,issue_date,license_status_date,license_term,license_type,licensing_authority,licensing_authority_id,parcel_number,premise_city,premise_county,premise_latitude,premise_longitude,premise_street_address
nynewmetro@gmail.com,Sean Kang*,1 (917) 880-4150,Queens,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000657,NY,,,,,,,,,,,,,,,,,,,
miguelbernardphp@gmail.com,"BlazinUp, LLC*",1 (917) 523-0246,Manhattan,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000666,NY,,,,,,,,,,,,,,,,,,,
SmellyNellyLLC@gmail.com,"Smelly Nelly, LLC*",1 (917) 691-3349,Manhattan,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000667,NY,,,,,,,,,,,,,,,,,,,
holybudsny@gmail.com,Holy Buds Inc.*,1 (631) 358-4722,Long Island,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000671,NY,,,,,,,,,,,,,,,,,,,
net@cbdpros.com,"Big Dipper NY, LLC*",1 (415) 240-9024,Richmond,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000674,NY,,,,,,,,,,,,,,,,,,,
gahrey.o@gmail.com,"WAO Industries, LLC*",1 (631) 241-7696,Long Island,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000688,NY,,,,,,,,,,,,,,,,,,,
asick@mrcannabislaw.com,"Green Sun, Inc.*",1 (908) 399-5947,Bronx,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000694,NY,,,,,,,,,,,,,,,,,,,
tankmorfaw@gmail.com,"Common Courtesy Dispensary,
LLC*",1 (646) 696-8875,Bronx,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000699,NY,,,,,,,,,,,,,,,,,,,
Randyalbert420@gmail.com,"420 NY, LLC*",1 (718) 902-3767,Bronx,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000703,NY,,,,,,,,,,,,,,,,,,,
info@boomfactoryny.com,"Boom Factory, LLC*",1 (516) 272-1512,Queens,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000733,NY,,,,,,,,,,,,,,,,,,,
cjfueloil@yahoo.com,CJ FUEL OIL INC.*,1 (631) 766-1875,Long Island,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000749,NY,,,,,,,,,,,,,,,,,,,
christine@highpeakseventpro.c,High Peaks Canna Inc.*,1 (518) 222-3202,Capital Region,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000760,NY,,,,,,,,,,,,,,,,,,,
rch@hertmanlaw.com,"Green Health, LLC*",1 (845) 551-5329,Manhattan,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000813,NY,,,,,,,,,,,,,,,,,,,
markshifrin22@gmail.com,"Dank Heaven, LLC*",1 (718) 419-2976,Brooklyn,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000819,NY,,,,,,,,,,,,,,,,,,,
mannna911@gmail.com,Emmanuel E. De Jesus*,1 (347) 759-8602,Bronx,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000824,NY,,,,,,,,,,,,,,,,,,,
licensing@jamesfrm.com,"Proper Prints, LLC*",1 (516) 858-5887,Queens,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000838,NY,,,,,,,,,,,,,,,,,,,
david87h@gmail.com,David Hooper Jr.*,1 (347) 258-7624,Queens,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000842,NY,,,,,,,,,,,,,,,,,,,
heraldbaines@gmail.com,"New York Tetrahydrocannabinol
Company LLC*",1 (646) 599-7254,Manhattan,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000852,NY,,,,,,,,,,,,,,,,,,,
Cannabisemporium22@gmail.c,Cannabis Emporium Corp.*,1 (917) 528-1173,Bronx,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000897,NY,,,,,,,,,,,,,,,,,,,
,,,,2023-09-20T07:12:07.681349,Provisionally Licensed As of 05/11/2023,NY,,,,,,,,,,,,,,,,,,,
johnguercia59@gmail.com,"1106 Rebecca St. Limited Liability
Company*",1 (412) 390-4790,Long Island,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000029,NY,,,,,,,,,,,,,,,,,,,
tjscannabisco@gmail.com,TJ's Cannabis Co.*,1 (315) 920-8191,Central NY,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000030,NY,,,,,,,,,,,,,,,,,,,
sophiamortell@gmail.com,"SMMB, Inc*",1 (914) 406-3051,Mid-Hudson,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000034,NY,,,,,,,,,,,,,,,,,,,
eduardo3284@yahoo.com,AFI & Associates Group LLC*,1 (845) 701-6203,Mid-Hudson,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000039,NY,,,,,,,,,,,,,,,,,,,
bnieka@yahoo.com,Ayleet Productions LLC*,1 (718) 755-4713,Brooklyn,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000062,NY,,,,,,,,,,,,,,,,,,,
RSFNYS@gmail.com,"NEW YORK'S FINEST LUXURY
CAR AND LIMOUSINE SERVICE
LLC*",1 (347) 514-3767,Western NY,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000073,NY,,,,,,,,,,,,,,,,,,,
jim@hannabisnyc.com,"Hannabis, Inc. *",1 (631) 806-9867,Brooklyn,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000077,NY,,,,,,,,,,,,,,,,,,,
Omarnisimov@gmail.com,Fix my phone*,1 (646) 417-4623,Brooklyn,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000092,NY,,,,,,,,,,,,,,,,,,,
"lmonforte@olearylawoffices.co
m",Loudpack Exotics LLC*,1 (315) 882-4523,Central NY,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000106,NY,,,,,,,,,,,,,,,,,,,
licensing@jamesfrm.com,Poughkeepsie Shops LLC*,1 (516) 858-5887,Mid-Hudson,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000143,NY,,,,,,,,,,,,,,,,,,,
syracusehalalgyro@gmail.com,Syracuse Halal Guys Inc*,1 (718) 795-3899,Central NY,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000169,NY,,,,,,,,,,,,,,,,,,,
ekleydman@gmail.com,RMAN Holdings LLC*,1 (347) 224-9900,Brooklyn,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000176,NY,,,,,,,,,,,,,,,,,,,
CoronadoCorp@yahoo.com,Coronado LLC*,1 (716) 392-0589,Western NY,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000192,NY,,,,,,,,,,,,,,,,,,,
Hassan.holder@yahoo.com,Hassan Holder*,1 (347) 741-5661,Brooklyn,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000226,NY,,,,,,,,,,,,,,,,,,,
rlara982@gmail.com,Gaia Earth LLC*,1 (347) 280-1370,Brooklyn,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000231,NY,,,,,,,,,,,,,,,,,,,
rsklawjz@frontiernet.net,BHOLECBD INC*,1 (845) 343-5111,Mid-Hudson,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000235,NY,,,,,,,,,,,,,,,,,,,
joelalvarez718@gmail.com,Joel M Alvarez I*,1 (646) 371-2167,Brooklyn,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000244,NY,,,,,,,,,,,,,,,,,,,
kettlecorn114@gmail.com,"Westchester Harvesting Company
LLC*",1 (914) 661-1790,Mid-Hudson,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000247,NY,,,,,,,,,,,,,,,,,,,
"ChristinaDeGiovanni@gmail.co
m",TEDG LLC*,1 (512) 797-9660,Brooklyn,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000307,NY,,,,,,,,,,,,,,,,,,,
jjeanneret1@gmail.com,Raven Dispensaries LLC*,1 (617) 401-6998,Central NY,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000338,NY,,,,,,,,,,,,,,,,,,,
Zymia24@gmail.com,BIG GAS DISPENSARY LLC*,1 (347) 723-1304,Mid-Hudson,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000348,NY,,,,,,,,,,,,,,,,,,,
"thenextchapternyllc@gmail.co
m",The Next Chapter NY LLC*,1 (914) 329-0531,Mid-Hudson,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000355,NY,,,,,,,,,,,,,,,,,,,
jim@mcgirrs.com,Devil's Lettuce LLC*,1 (585) 576-4467,Western NY,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000364,NY,,,,,,,,,,,,,,,,,,,
versatilegold@live.com,"ERIETREEHOUSE
CORPORATION*",1 (315) 652-9560,Western NY,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000380,NY,,,,,,,,,,,,,,,,,,,
sara.gullickson@gmail.com,SLG-DB LLC*,1 (612) 965-4980,Manhattan,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000388,NY,,,,,,,,,,,,,,,,,,,
robertdegen@icloud.com,GM Smoke Shop Inc. *,1 (917) 324-2979,Brooklyn,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000399,NY,,,,,,,,,,,,,,,,,,,
ben@cw.legal,Leafy Wonders LLC*,1 (914) 967-2753,Central NY,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000428,NY,,,,,,,,,,,,,,,,,,,
Jnrautogroup@gmail.com,Jnr auto group inc*,1 (914) 230-3246,Mid-Hudson,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000447,NY,,,,,,,,,,,,,,,,,,,
b2p@sbcglobal.net,Justice Involved NY INC. *,1 (707) 980-0456,Brooklyn,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000463,NY,,,,,,,,,,,,,,,,,,,
joe@thehighercompanyllc.com,The Higher Company LLC*,1 (315) 520-8623,Central NY,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000482,NY,,,,,,,,,,,,,,,,,,,
yagafacey@gmail.com,PETE'S 2 CONSTRUCTION INC*,1 (917) 635-7020,Brooklyn,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000507,NY,,,,,,,,,,,,,,,,,,,
buddhachief.thebrand@gmail.c,L.O.R.D.S. LLC*,1 (718) 344-9671,Manhattan,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000512,NY,,,,,,,,,,,,,,,,,,,
smith@whafh.com,JGSCanna*,1 (914) 523-9623,Mid-Hudson,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000527,NY,,,,,,,,,,,,,,,,,,,
georgevlamis@icloud.com,QUBE USA LLC*,1 (845) 417-1781,Manhattan,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000539,NY,,,,,,,,,,,,,,,,,,,
rickchoi84@gmail.com,Canary Cannabis Co LLC*,1 (714) 390-0840,Western NY,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000545,NY,,,,,,,,,,,,,,,,,,,
mongepenny@yahoo.com,Quality Roots LLC*,1 (347) 236-1146,Brooklyn,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000556,NY,,,,,,,,,,,,,,,,,,,
NYCSourApple@gmail.com,NYCSOURAPPLE LLC*,1 (914) 346-7337,Mid-Hudson,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000571,NY,,,,,,,,,,,,,,,,,,,
licensing@jamesfrm.com,BK Exotic Outlet LLC*,1 (516) 858-5887,Brooklyn,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000611,NY,,,,,,,,,,,,,,,,,,,
matt@cantina62.com,EK Green LLC*,1 (716) 374-0141,Western NY,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000628,NY,,,,,,,,,,,,,,,,,,,
lnkang04@aol.com,Dank Street LLC*,1 (603) 818-1530,Central NY,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000683,NY,,,,,,,,,,,,,,,,,,,
nick@osteriabuffalo.com,OCC WNY Ventures*,1 (716) 864-6745,Western NY,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000721,NY,,,,,,,,,,,,,,,,,,,
peter.solidhomes@gmail.com,Peter Beznos I*,1 (917) 853-1760,Brooklyn,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000739,NY,,,,,,,,,,,,,,,,,,,
Terrencemumford@yahoo.com,Exotic Herbals LLC*,1 (951) 293-8452,Brooklyn,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000765,NY,,,,,,,,,,,,,,,,,,,
YMRMDISPENSARY@GMAIL.,YMRM Dispensary*,1 (212) 777-9777,Brooklyn,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000768,NY,,,,,,,,,,,,,,,,,,,
nickelcitygreen@gmail.com,"Nickel City Green, LLC*",1 (716) 352-5654,Western NY,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000831,NY,,,,,,,,,,,,,,,,,,,
neilashmeade@gmail.com,Nucleus Dispensary Inc. *,1 (914) 803-7929,Mid-Hudson,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000848,NY,,,,,,,,,,,,,,,,,,,
josegonzelz@gmail.com,"Empire State Gallery Holdings, LLC*",1 (347) 438-7148,Western NY,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000894,NY,,,,,,,,,,,,,,,,,,,
nnamdifranks@gmail.com,Medic Grade LLC*,1 (347) 265-3558,Long Island,2023-09-20T07:12:07.681349,OCM-CAURD-2022-000896,NY,,,,,,,,,,,,,,,,,,,
,,,,2023-09-20T07:12:07.681349,Provisionally Licensed As of 6/15/2023,NY,,,,,,,,,,,,,,,,,,,
maila.lowery1113@me.com,MJ Dispensary*,1 (585) 730-0453,Finger Lakes,2023-09-20T07:12:07.681349,OCMCAURD-2022-000012,NY,,,,,,,,,,,,,,,,,,,
chrisledlum286@gmail.com,Grow Together LLC*,1 (929) 284-8802,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000075,NY,,,,,,,,,,,,,,,,,,,
dfernando2112@gmail.com,Dennis J Fernando JR*,1 (845) 837-9066,Mid-Hudson,2023-09-20T07:12:07.681349,OCMCAURD-2022-000124,NY,,,,,,,,,,,,,,,,,,,
mrfrankbarone@gmail.com,Barone Partners LLC*,1 (323) 229-2828,Mid-Hudson,2023-09-20T07:12:07.681349,OCMCAURD-2022-000140,NY,,,,,,,,,,,,,,,,,,,
Wildbill7932@gmail.com,William J Wheeler*,1 (542) 954-2217,Finger Lakes,2023-09-20T07:12:07.681349,OCMCAURD-2022-000155,NY,,,,,,,,,,,,,,,,,,,
Hiramjr@firstcapitalbiz.com,Mach Enterprises LLC*,1 (585) 698-9794,Finger Lakes,2023-09-20T07:12:07.681349,OCMCAURD-2022-000194,NY,,,,,,,,,,,,,,,,,,,
Toddholloway407@gmail.com,Dagga LLC*,1 (518) 221-5392,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000222,NY,,,,,,,,,,,,,,,,,,,
james.dewolfe@verizon.net,James J DeWolfe*,1 (718) 288-7689,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000249,NY,,,,,,,,,,,,,,,,,,,
stephen@allsportsinternational.,Valley Greens LTD*,1 (914) 413-9794,Mid-Hudson,2023-09-20T07:12:07.681349,OCMCAURD-2022-000280,NY,,,,,,,,,,,,,,,,,,,
rodney@resultsmarketingcaree,Rodney Haymes*,1 (315) 256-5318,Central NY,2023-09-20T07:12:07.681349,OCMCAURD-2022-000284,NY,,,,,,,,,,,,,,,,,,,
vaughnmayers@gmail.com,Fireleaf LLC*,1 (347) 245-1119,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000303,NY,,,,,,,,,,,,,,,,,,,
Scott.general@yahoo.com,Scott M General*,1 (585) 303-5704,Finger Lakes,2023-09-20T07:12:07.681349,OCMCAURD-2022-000366,NY,,,,,,,,,,,,,,,,,,,
Covenanturbanventures@gmai,Orange County Cannabis LLC*,1 (845) 239-4842,Mid-Hudson,2023-09-20T07:12:07.681349,OCMCAURD-2022-000369,NY,,,,,,,,,,,,,,,,,,,
tyronne.bourne@gmail.com,"Bourne Const & Prog Management*
LLC",1 (347) 225-1866,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000373,NY,,,,,,,,,,,,,,,,,,,
alex.pia@gmail.com,EFTC Holding LLC*,1 (845) 537-0811,Mid-Hudson,2023-09-20T07:12:07.681349,OCMCAURD-2022-000394,NY,,,,,,,,,,,,,,,,,,,
professordutcher@gmail.com,Major's Emporium Holdings LLC*,1 (845) 532-8438,Mid-Hudson,2023-09-20T07:12:07.681349,OCMCAURD-2022-000408,NY,,,,,,,,,,,,,,,,,,,
roger@mellotymes.com,Mello Tymes LLC*,1 (917) 809-0420,Bronx,2023-09-20T07:12:07.681349,OCMCAURD-2022-000477,NY,,,,,,,,,,,,,,,,,,,
jwebski@sweetspotfarms.com,Excelsior Dispensary LLC*,1 (203) 667-7787,Mid-Hudson,2023-09-20T07:12:07.681349,OCMCAURD-2022-000478,NY,,,,,,,,,,,,,,,,,,,
tooheytim@gmail.com,Jaylin M Smith*,1 (716) 913-5293,Western NY,2023-09-20T07:12:07.681349,OCMCAURD-2022-000481,NY,,,,,,,,,,,,,,,,,,,
jwebski@sweetspotfarms.com,New York Dispensary LLC*,1 (203) 667-7787,Western NY,2023-09-20T07:12:07.681349,OCMCAURD-2022-000487,NY,,,,,,,,,,,,,,,,,,,
Jonathan.e.lopez827@gmail.co,Vibe Natural LLC*,1 (845) 764-0214,Mid-Hudson,2023-09-20T07:12:07.681349,OCMCAURD-2022-000566,NY,,,,,,,,,,,,,,,,,,,
erika@schuplaw.com,"High Points of the Finger Lakes
LLC*",1 (585) 394-0570,Finger Lakes,2023-09-20T07:12:07.681349,OCMCAURD-2022-000567,NY,,,,,,,,,,,,,,,,,,,
andreyesq@gmail.com,Tiki Leaves LLC*,1 (646) 644-4414,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000574,NY,,,,,,,,,,,,,,,,,,,
jumpshot131@gmail.com,4 Jays LLC*,1 (917) 943-2325,Mid-Hudson,2023-09-20T07:12:07.681349,OCMCAURD-2022-000588,NY,,,,,,,,,,,,,,,,,,,
KevinMwindham@gmail.com,Conceptual Holdings LLC*,1 (424) 333-1378,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000600,NY,,,,,,,,,,,,,,,,,,,
leafyproctor@gmail.com,Leafy Green INC*,1 (929) 255-2401,Queens,2023-09-20T07:12:07.681349,OCMCAURD-2022-000613,NY,,,,,,,,,,,,,,,,,,,
doug@goftx.com,Faddy's LLC*,1 (845) 807-7006,Mid-Hudson,2023-09-20T07:12:07.681349,OCMCAURD-2022-000679,NY,,,,,,,,,,,,,,,,,,,
trentlives@gmail.com,Canna Life LLC*,1 (617) 304-5246,Finger Lakes,2023-09-20T07:12:07.681349,OCMCAURD-2022-000690,NY,,,,,,,,,,,,,,,,,,,
"melindanycannabis@gmail.co
m",Gotham Cannabis Corp. *,1 (570) 419-5344,Central NY,2023-09-20T07:12:07.681349,OCMCAURD-2022-000715,NY,,,,,,,,,,,,,,,,,,,
Northfieldconsultingllc@gmail.c,Northfield Consulting LLC*,1 (585) 303-4373,Finger Lakes,2023-09-20T07:12:07.681349,OCMCAURD-2022-000754,NY,,,,,,,,,,,,,,,,,,,
APAdispensary@gmail.com,APA Dispensary*,1 (718) 509-5114,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000772,NY,,,,,,,,,,,,,,,,,,,
cwatkins@societygroup.co,Dres Pot Shop LLC*,1 (212) 365-0380,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000826,NY,,,,,,,,,,,,,,,,,,,
"BONITAMONEY@YAHOO.CO
M",URBAN CLOUDS LLC*,1 (808) 356-9716,Queens,2023-09-20T07:12:07.681349,OCMCAURD-2022-000829,NY,,,,,,,,,,,,,,,,,,,
"SAMUELH1113@HOTMAIL.C
OM",SAMUEL HERNANDEZ*,1 (718) 795-6974,Bronx,2023-09-20T07:12:07.681349,OCMCAURD-2022-000860,NY,,,,,,,,,,,,,,,,,,,
rgallimore103@gmail.com,"All NYC Wireless, LLC*",1 (678) 769-0202,Queens,2023-09-20T07:12:07.681349,OCMCAURD-2022-000867,NY,,,,,,,,,,,,,,,,,,,
danielboland1962@gmail.com,DOMINICA62 RETAIL LICENSE*,1 (929) 276-8266,Queens,2023-09-20T07:12:07.681349,OCMCAURD-2022-000892,NY,,,,,,,,,,,,,,,,,,,
,,,,2023-09-20T07:12:07.681349,Provisionally Licensed As of 7/19/2023,NY,,,,,,,,,,,,,,,,,,,
shannonsmith_ss@yahoo.com,"GreenLakesDispo, LLC*",1 (585) 230-9112,Finger Lakes,2023-09-20T07:12:07.681349,OCMCAURD-2022-000001,NY,,,,,,,,,,,,,,,,,,,
trbishopesq@gmail.com,"Vladimir Bautista, LLC*",1 (480) 310-1005,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000003,NY,,,,,,,,,,,,,,,,,,,
ramon@happymunkey.com,Ramon Reyes LLC*,1 (347) 863-5864,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000006,NY,,,,,,,,,,,,,,,,,,,
"Esperanza.Segarra@gmail.co
m",Nuna Harvest LLC*,1 (305) 794-0816,Mid-Hudson,2023-09-20T07:12:07.681349,OCMCAURD-2022-000007,NY,,,,,,,,,,,,,,,,,,,
carl.tirella@gmail.com,Capri Holdings 2 LLC*,1 (914) 715-0364,Mid-Hudson,2023-09-20T07:12:07.681349,OCMCAURD-2022-000008,NY,,,,,,,,,,,,,,,,,,,
david@musumeci.org,David Carl Musumeci*,1 (315) 576-8389,Central NY,2023-09-20T07:12:07.681349,OCMCAURD-2022-000010,NY,,,,,,,,,,,,,,,,,,,
"ADRIAN_FERNANDEZZ@ICL
OUD.COM","GOOD VIBES NY, INC. *",1 (212) 470-6564,Bronx,2023-09-20T07:12:07.681349,OCMCAURD-2022-000014,NY,,,,,,,,,,,,,,,,,,,
leonardanthonybk@gmail.com,Kush & Kicks Dispensary LLC*,1 (347) 288-0930,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000019,NY,,,,,,,,,,,,,,,,,,,
brooklynorganicbuds@gmail.co,Brooklyn Organic Buds LLC*,1 (631) 506-5733,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000022,NY,,,,,,,,,,,,,,,,,,,
simplygreenny@gmail.com,"Simply Green Natural Lifestyle
Remedies LLC*",1 (516) 413-1122,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000024,NY,,,,,,,,,,,,,,,,,,,
browniesbrnd@gmail.com,Brownies Dispensary LLC*,1 (518) 961-5478,Capital Region,2023-09-20T07:12:07.681349,OCMCAURD-2022-000028,NY,,,,,,,,,,,,,,,,,,,
maxim@mary.solutions,Juniper NY LLC*,1 (718) 866-7345,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000031,NY,,,,,,,,,,,,,,,,,,,
dehran@devilsharvestny.com,"DLD DH, Inc*",1 (917) 567-8139,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000033,NY,,,,,,,,,,,,,,,,,,,
716Cannabisllc@gmail.com,716 Cannabis*,1 (716) 997-2752,Western NY,2023-09-20T07:12:07.681349,OCMCAURD-2022-000036,NY,,,,,,,,,,,,,,,,,,,
Stan.Michaels@att.net,Leafy NYC Corp. *,1 (516) 777-0107,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000041,NY,,,,,,,,,,,,,,,,,,,
CMcBain@GetFlos.com,NY Flos LLC*,1 (914) 830-9945,Mid-Hudson,2023-09-20T07:12:07.681349,OCMCAURD-2022-000043,NY,,,,,,,,,,,,,,,,,,,
xjaillet@clarkhill.com,"Green Nexus Dispensary, Inc. *",1 (303) 501-5918,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000046,NY,,,,,,,,,,,,,,,,,,,
shane@myelectrician518.com,"MyElectrician518.com, LLC*",1 (518) 376-5914,Capital Region,2023-09-20T07:12:07.681349,OCMCAURD-2022-000048,NY,,,,,,,,,,,,,,,,,,,
fbocci68@gmail.com,"Unbothered Bud, LLC*",1 (516) 241-6967,Mid-Hudson,2023-09-20T07:12:07.681349,OCMCAURD-2022-000055,NY,,,,,,,,,,,,,,,,,,,
BRYANROCCHIO@AOL.COM,Rocchio Realty Inc*,1 (718) 866-5739,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000067,NY,,,,,,,,,,,,,,,,,,,
ben@thehighrise.co,High Rise Brands LLC*,1 (917) 583-5867,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000068,NY,,,,,,,,,,,,,,,,,,,
denisgmurphy@hotmail.com,Denis Murphy*,1 (631) 521-1105,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000071,NY,,,,,,,,,,,,,,,,,,,
torocontact@gmail.com,3 - 5 HOLDINGS LLC*,1 (607) 275-7806,Southern Tier,2023-09-20T07:12:07.681349,OCMCAURD-2022-000072,NY,,,,,,,,,,,,,,,,,,,
Bigartsiny@gmail.com,CBD 420 LLC*,1 (718) 500-5339,Richmond,2023-09-20T07:12:07.681349,OCMCAURD-2022-000076,NY,,,,,,,,,,,,,,,,,,,
rubenrangini@yahoo.com,Nysnoozed limited liability company*,1 (347) 223-7446,Queens,2023-09-20T07:12:07.681349,OCMCAURD-2022-000079,NY,,,,,,,,,,,,,,,,,,,
geoff@cannabuff.com,Brownies LLC*,1 (585) 506-6181,Western NY,2023-09-20T07:12:07.681349,OCMCAURD-2022-000086,NY,,,,,,,,,,,,,,,,,,,
ronaldshen@aol.com,R&R Remedies LLC*,1 (646) 533-5355,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000089,NY,,,,,,,,,,,,,,,,,,,
erbquest@gmail.com,TAOZEN LLC*,1 (917) 819-9304,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000090,NY,,,,,,,,,,,,,,,,,,,
GINOFINANCE@GMAIL.COM,GG Collective LLC*,1 (516) 557-1874,Queens,2023-09-20T07:12:07.681349,OCMCAURD-2022-000107,NY,,,,,,,,,,,,,,,,,,,
dtree249@icloud.com,DAD DISTRIBUTORS LLC*,1 (347) 979-5084,Richmond,2023-09-20T07:12:07.681349,OCMCAURD-2022-000110,NY,,,,,,,,,,,,,,,,,,,
vpezz88@gmail.com,ALKALIFE LLC*,1 (808) 590-9487,Queens,2023-09-20T07:12:07.681349,OCMCAURD-2022-000111,NY,,,,,,,,,,,,,,,,,,,
robbiesproduce@yahoo.com,Robert L. Grannis*,1 (607) 624-0477,Southern Tier,2023-09-20T07:12:07.681349,OCMCAURD-2022-000112,NY,,,,,,,,,,,,,,,,,,,
cutmastertrini@yahoo.com,David L Sutherland*,1 (347) 982-3064,Richmond,2023-09-20T07:12:07.681349,OCMCAURD-2022-000117,NY,,,,,,,,,,,,,,,,,,,
wyzeguys98@gmail.com,Wyzeguyz LLC*,1 (267) 441-2923,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000118,NY,,,,,,,,,,,,,,,,,,,
jl@larcmgmt.com,L.A.R.C. MANAGEMENT LLC*,1 (631) 807-6378,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000122,NY,,,,,,,,,,,,,,,,,,,
andresavocchi@gmail.com,Savo Group Inc*,1 (718) 541-9810,Queens,2023-09-20T07:12:07.681349,OCMCAURD-2022-000125,NY,,,,,,,,,,,,,,,,,,,
emilyhannahbear@gmail.com,"McPhee's Smoke Shop & More
LLC*",1 (518) 742-9951,Capital Region,2023-09-20T07:12:07.681349,OCMCAURD-2022-000126,NY,,,,,,,,,,,,,,,,,,,
