license_number,business_legal_name,business_dba_name,Street,premise_city,premise_zip_code,data_refreshed_date,license_type,license_designation,Licensee Name,License Number,Address,Zipcode,Microbials,Mycotoxins,Residual Solvents,id,license_status,licensing_authority_id,licensing_authority,premise_state,license_status_date,license_term,issue_date,expiration_date,business_owner_name,business_structure,activity,parcel_number,business_phone,business_email,business_image_url,premise_street_address,premise_county,premise_latitude,premise_longitude,business_website
403R-00256,IGADI LTD,IgadiI,2820 Colorado Boulevard,Idaho Springs,80452,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00256,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00267,L'EAGLE SERVICES LLC,L'Eagle,380 North Quivas Street,Denver,80223,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00267,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00176,JOIS LLC,SILVER STEM FINE CANNABIS,2731 West Short Place,Denver,80204,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00176,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00278,GREEN MEDICINE LLC,The Green Joint,2187 10th Street South,Rifle,81650,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00278,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00729,WHITE PISTIL FARMS LLC,White Pistil Farms,2105 Pope Valley Ranch Road,Pueblo,81005,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00729,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00319,MAGIC CITY FARMS 1 LLC,MAGIC CITY FARMS 1 LLC,50 North Lipan Street,Denver,80223,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00319,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00179,TUMBLEWEED STEAMBOAT LLC,RK Enterprises,"2005 13th Street, Lower Unit D",Steamboat Springs,80487,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00179,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00719,81082 LLC,Colorado Cannabis Exchange II,123 Pine Street,Trinidad,81082,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00719,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00333,SISSCO LLC,Trenchtown,1619 West 12th Avenue,Denver,80204,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00333,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01125,PLC LTD,Platinum Leaf Cultivation,537 County Road 327,Ignacio,81137,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01125,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00824,HAPPY BRANDS LLC,Hiatus Cannabis,43 North Fabrication Drive,Pueblo West,81007,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00824,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01357,KILO ENTERPRISES LLC,KILO ENTERPRISES LLC,2535 West 6th Avenue,Denver,80204,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01357,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01389,GREEN LIGHT AGRITECH LLC,GREEN LIGHT AGRITECH LLC,601 Dunn Deal Drive,Moffat,81143,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01389,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01440,VERTICAL INVESTMENT GROUP LLC,Stellar Cannabis Co.,1395 South Sheridan Street Unit F,Lakewood,80232,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01440,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00181,SILVERPEAK CORP,SILVERPEAK CORP,750 North Canosa Court,Denver,80204,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00181,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01030,MAMMOTH FARMS LLC,Mammoth Farms,50562 County Road U,Saguache,81149,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01030,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01447,GROW GODS GENETICS LLC,GROW GODS GENETICS LLC,1344 West Cedar Avenue,Denver,80223,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01447,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00431,EMERALD FIELDS GROW LLC,LOS SUENOS FARMS,"46795 East State Highway 96, Unit 4",Avondale,81022,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00431,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00097,HIGH COUNTRY SUPPLY LLC,Colorado Harvest Company,2335 South Platte River Drive,Denver,80223,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00097,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00430,LOS SUENOS LLC,Los Suenos Farms,"46795 East State Highway 96, Unit 3",Avondale,81022,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00430,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00221,CANNABIS CARE WELLNESS CENTERS LLC,Smokey's,2515 7th Avenue Unit B,Garden City,80631,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00221,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00429,BASEBALL 18 LLC,Los Suenos Farms,"46795 East State Highway 96, Unit 2",Avondale,81022,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00429,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00134,GANJA GOURMET LLC,Ganja Gourmet,"4902 East Smith Road, Unit B",Denver,80216,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00134,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00135,BUILDING BETTER DAYS LLC,Reefer Madness,"4425 East 46th Avenue, Unit A",Denver,80216,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00135,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01383,TWIN EAGLES LIMITED,Twin Eagles,20393 Elliott Lane,Ordway,81063,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01383,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00938,FROSTY TOP FARMS LLC,FROSTY TOP FARMS,"163 Goldmine Drive, Unit C",Pagosa Springs,81147,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00938,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01027,ANCIENT FARMS LLC,ANCIENT FARMS LLC,6468 Galbreth Road,Pueblo,81005,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01027,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01345,GAS HOUSE FARMS LLC,GAS HOUSE FARMS LLC,20218 Sherman Lane,Ordway,81063,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01345,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01344,NUGZ 719 LLC,NUGZ 719 LLC,20220 Sherman Lane,Ordway,81063,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01344,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00332,DURANGO ORGANICS LLP,DURANGO ORGANICS LLP,12929 Highway 550 South,Durango,81303,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00332,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00227,PUEBLO WEST ORGANICS LLC,Pueblo West Organics,"609 East Enterprise Drive, Suites 120, 130 & 140",Pueblo West,81007,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00227,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00093,BRECKENRIDGE INVESTMENTS LLC,ALPENGLOW,"1805 Airport Road, Unit B1B, B1C & B2",Breckenridge,80424,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00093,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01250,KEEP OFF THE GRASS LLC,KEEP OFF THE GRASS LLC,26044 Highway 550,Durango,81301,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01250,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00329,ITF INC,ITF INC,"4891 North Broadway, Units 1 & 2",Boulder,80304,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00329,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00235,LEVELS IV INC,Levels IV Inc,3857 North Elm Street,Denver,80207,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00235,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00350,PI STRATEGIES INC,PI STRATEGIES INC,"11900 East 33rd Avenue, Suite 2",Aurora,80010,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00350,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00757,OHANA MAUNA GARDENS LLC,OHANA MAUNA GARDENS LLC,2387 Little Burnt Mill Road,Pueblo,81005,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00757,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01278,XIE & XIE LLC,XIE & XIE LLC,7943 Maverick Lane,Ordway,81063,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01278,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00305,CANNABIS CORP,Cannabis,1055 South Fox Street,Denver,80223,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00305,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01405,PUFF TUFF CANNABIS LLC,PUFF TUFF CANNABIS LLC,694 Mayor Patricia Reigel  Boulevard,Moffat,81143,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01405,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00565,AGRICULTURAL ADVANTAGES LLC,Lucky Monkey Buds,137 West Cedar Street,Trinidad,81082,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00565,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00252,LIVWELL I LLC,LivWell,5141 North Franklin Street,Denver,80216,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00252,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00428,FARM BOY LLC,Los Suenos Farms,127 South Neilson Avenue,Pueblo,81001,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00428,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00919,PRIME FARMS LLC,PRIME FARMS LLC,6475 Galbreth Road,Pueblo,81005,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00919,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00693,GT CULTIVATION  LLC,GT CULTIVATION  LLC,"6859 North Foothills Highway, Unit D-300",Boulder,80302,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00693,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00673,IN THE FLOW LLC,In the Flow,5690 Valmont Road,Boulder,80301,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00673,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00803,YUMA WAY LLC,1136 Yuma,1136 North Yuma Court,Denver,80204,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00803,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00694,BEST BUDS BOTANICAL LLC,Best Buds,19655 Tamarack Lane,Ordway,81063,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00694,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01333,ARDO HOLDING LLC,ARDO HOLDING LLC,"5200 East Smith Road, Suite 110",Denver,80216,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01333,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00869,MJ DURANGO LLC,Durango Cannabis Company,28753 East US Highway 160,Durango,81301,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00869,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00168,GATSBY HOLDINGS LLC,Billo,"1707 Copper Ridge Spur, Unit A",Steamboat Springs,80487,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00168,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00656,INSITE COMMERCIAL & TRADING LIMITED GROUP LLC,INSITE COMMERCIAL & TRADING LIMITED GROUP LLC,"2310 Pope Valley Ranch Road, Unit B",Pueblo,81005,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00656,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01005,OPTIONS CANNABIS CO LTD,Options,"1700 South 120th Street, Unit B3B and Unit B4",Lafayette,80026,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01005,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00349,MORTON CAPITAL LLC,Artsy Colorado,"482 Laredo Street, Units A-O",Aurora,80011,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00349,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01235,INFINITE PHARMS LLC,INFINITE PHARMS LLC,20071 Tamarack Lane,Ordway,81063,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01235,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00452,PLATINUM GARDENS LLC,PLATINUM GARDENS LLC,525 North Bryant Street,Denver,80204,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00452,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00753,TRINIDAD CULTIVATION SERVICES INC,Blue Sand Consulting,13002 County Road 26.2,Trinidad,81082,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00753,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00291,ORGANIC ALTERNATIVES INC,Organic Alternatives,337 Hickory Street,Fort Collins,80524,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00291,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00842,PANK LLC,Dank by Pank,"5589 Arapahoe Avenue, Unit 101",Boulder,80303,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00842,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00580,MAGNOLIA ROAD INC,Magnolia Road Cannabis Co.,206 Elm Drive,Log Lane Village,80705,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00580,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00312,BBM ENTERPRISES LLC,Helping Hands Cannabis,"5735 Arapahoe Avenue, Unit B1 & G",Boulder,80303,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00312,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01387,NOCO FARM LLC,Snaxland,1118 Ash Street,Nunn,80648,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01387,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00457,MN NETWORK LLC,Malek's Premium Cannabis,4360 North Vine Street,Denver,80216,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00457,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00670,DKC LLC,Denver Kush Club,7415 Rex Road,Pueblo,81005,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00670,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01454,DOCTORS ORDERS LLC,DOCTORS ORDERS,1395 South Acoma Street,Denver,80223,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01454,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00575,CALISTOS GARDEN LLC,CALISTOS GARDEN LLC,2257 South Kalamath Street,Denver,80223,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00575,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01141,SWEETWATER GROUP LLC,Sweetwater Cannabis,1335 Highway 85/87,Walsenburg,81089,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01141,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01088,PLAIN JANE ORGANICS LLC,Fire Flower,7068 Burnt Mill Road,Beulah,81023,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01088,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00804,YUMA WAY LLC,YUMA WAY LLC,1240 South Bannock Street,Denver,80223,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00804,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00667,8058 LLC,Mighty Tree,4755 North Lipan Street,Denver,80211,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00667,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00458,RD INDUSTRIES LLC,RD INDUSTRIES LLC,10555 East 45th Avenue,Denver,80239,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00458,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01386,STAYCON LLC,Craft,1812 La Crosse Avenue,Pueblo,81006,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01386,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00250,FRESH BAKED LLC,Fresh Baked,735 West Bayaud Avenue,Denver,80223,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00250,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00251,JET BLACK ENTERPRISES LLC,Leiffa,"4600 North Ironton Street, Unit 103,",Denver,80239,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00251,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01251,PEAK MOUNTAIN SERVICES INC,PEAK MOUNTAIN SERVICES INC,906 Mr. 45 Lane,Moffat,81143,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01251,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00254,THE ORGANIC SEED LLC,CANNASSEUR,41 North Precision Drive,Pueblo West,81007,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00254,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00091,LEAN LLC,Fresh Genetics,1197 South Bannock Street,Denver,80223,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00091,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01341,TAYLOR FARMS LLC,TAYLOR FARMS LLC,3010 Airport Road,Rifle,81650,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01341,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01439,D AND C MEDICAL MARIJUANA LLC,GOLDEN LEAF,1755 Lincoln Avenue,Steamboat Springs,80487,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01439,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01171,WLCO LLC,WHT LBL,"8401 Baseline Road, Unit A",Boulder,80303,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01171,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00249,FOX STREET WELLNESS LLC,FOX STREET WELLNESS LLC,4773 North Fox Street,Denver,80216,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00249,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00546,MOUNTAIN HIGH 14047 LLC,MOUNTAIN HIGH 14047 LLC,22057 County Road K.5,San Pablo,81152,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00546,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01444,HIGH COLLECTIVE LLC,Wolfpac Gardens,4900 Colorado Boulevard,Denver,80216,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01444,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00216,EJB VENTURES LLC,Harmony Extracts,4500 North Jason Street,Denver,80211,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00216,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00966,EJB VENTURES LLC,Harmony Extracts,121 North Mariposa Street,Denver,80223,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00966,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01283,BLUE EARTH CANNABIS LLC,BLUE EARTH CANNABIS LLC,65495 County Road Z,Moffat,81143,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01283,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00700,HIGH CANYON LLC,High Canyon LLC,4780 Farasita Boulevard,Pueblo,81005,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00700,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00589,STONE T.M.C. LLC,The Stone,1828 South Bannock Street,Denver,80223,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00589,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00137,OG MEDICINALS LLC,OG MEDICINALS LLC,4995 North Lima Street,Denver,80239,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00137,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01179,GREEN DEPOT FARMS LLC,GREEN DEPOT FARMS LLC,902 MR. 45 Lane,Moffat,81143,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01179,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00136,RIA HOLDINGS LIMITED,LAUGHING GRASS,"400 South Lipan Street, Unit 23",Denver,80223,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00136,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01400,KIND CANNABIS LLC,KIND CANNABIS LLC,827 South Reigel Court,Moffat,81143,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01400,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00596,CARRICK-HARVEST LLC,Veritas Fine Cannabis,4525 North Ironton Street,Denver,80239,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00596,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01299,BUBBAS KUSH LLC,Kaiser Consulting Services,20064 Tamarack Lane,Ordway,81063,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01299,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00584,POPS FARM INC,Pop's Farm Inc,3943 County Road 650,Rye,81069,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00584,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00407,RFSCLVG LLC,RFSCLVG LLC,145 Front Street,Leadville,80461,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00407,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01185,NEWPORT PIER OPERATIONS INC,NEWPORT PIER OPERATIONS INC,56260 County Road AA,Moffat,81143,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01185,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01367,LITEHOUSE CORP,LITEHOUSE CORP,20164 Sherman Lane,Ordway,81063,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01367,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01438,MEDINA AND COMPANY LLC,MEDINA AND COMPANY LLC,901 West 9th Street Unit 100,Pueblo,81003,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01438,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01085,CLCC LLC,Lookout Tower,800 West Rio Grande Avenue,Gunnison,81230,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01085,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00477,GHT FARMS LLC,GHT LLC,"13800 East Moncrieff Place, Unit A",Aurora,80011,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00477,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00441,NEW WORLD ALTERNATIVE HEALTHCARE LLC,Telluride Bud Company,400 Indian Lane,Como,80432,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00441,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00943,FREEDOM GROWERS INC,FREEDOM GROWERS INC,3502 Freedom Road Unit C,Trinidad,81082,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00943,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-00043,LIGHTSHADE LABS LLC,Lightshade,5885 East Evans Avenue,Denver,80222,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-00043,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01435,PRAIRIE FIRE GARDENS LLC,PRAIRIE FIRE GARDENS LLC,829 South Reigel Court,Moffat,81143,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01435,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01244,ORDWAY EXPRESS LLC,The Station,20390 Tamarack Lane,Ordway,81063,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01244,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01102,DIAMOND STAR LLC,DIAMOND STAR LLC,860 North Reigel Court,Moffat,81143,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01102,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01222,ARKANSAS VALLEY ORGANICS LLC,Arkansas Valley Organics,8421 Maverick Lane,Ordway,81063,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01222,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403R-01449,GANJA GUYS LLC,GANJA GUYS LLC,709 Mayor Patricia Reigel Boulevard,Moffat,81143,2023-09-01,Cultivations,Adult-Use,,,,,,,,403R-01449,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
