business_legal_name,license_type,license_status,license_number,issue_date,expiration_date,business_owner_name,business_email,business_structure,licensing_authority_id,licensing_authority,license_designation,license_status_date,license_term,premise_state,parcel_number,activity,business_image_url,business_website,business_phone,id,business_dba_name,data_refreshed_date,premise_latitude,premise_longitude,premise_county,premise_street_address,premise_city,premise_zip_code
"Canna Fe, LLC",Cannabis Retailer,Active,CCD-2022-0356-001,4/26/2022,4/26/2024,Cynthia Alexis,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0356-001,"Canna Fe, LLC",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
HappyDaze LLC,Cannabis Retailer,Active,Premises License,1/25/2022,1/25/2024,"John Garcia, Emily Dieckman",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,HappyDaze LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
AYAS 2021 LLC,Cannabis Retailer,Active,CCD-2022-0176-001,3/22/2022,3/22/2024,mohammed mohammed,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0176-001,AYAS 2021 LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
AYAS 2021 LLC,Cannabis Retailer,Active,CCD-2022-0176-002,3/22/2022,3/22/2024,mohammed mohammed,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0176-002,AYAS 2021 LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
TKO Cannabis LLC,Cannabis Retailer,Active,CCD-2022-0167-001,3/22/2022,3/22/2024,"April Smith, Cynthia David",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0167-001,TKO Cannabis LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
TKO Cannabis LLC,Cannabis Retailer,Active,CCD-2022-0167-002,3/22/2022,3/22/2024,"April Smith, Cynthia David",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0167-002,TKO Cannabis LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Erica Medina,Cannabis Retailer,Active,CCD-2022-0571-001,7/1/2022,7/1/2023,Erica Medina,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0571-001,Erica Medina,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Z's Bud Board LLC,Cannabis Retailer,Active,CCD-2022-0248-001,4/4/2022,4/4/2024,"Lakyeemo Granger, Alexis Armendariz, James Bajis",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0248-001,Z's Bud Board LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Enchantment Growth Inc,Cannabis Retailer,Active,CCD-2022-0448-001,5/25/2022,5/25/2023,Kevin Wallace,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0448-001,Enchantment Growth Inc,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
K & C Enterprises,Cannabis Retailer,Active,CCD-2022-0550-001,6/28/2022,6/28/2023,"Matthew Tursick-Portmann, Kathleen Wheeler",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0550-001,K & C Enterprises,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"LAGGRAY, LLC",Cannabis Retailer,Active,Premises License,2/20/2022,2/20/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,"LAGGRAY, LLC",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Outlaw Herbs,Cannabis Retailer,Active,Premises License,4/14/2022,4/14/2024,"Shannon Edelman, Joseph Edelman",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Outlaw Herbs,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
E&S Holdings LLC.,Cannabis Retailer,Active,CCD-2022-0192-001,3/24/2022,3/24/2024,Elizabeth Derby,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0192-001,E&S Holdings LLC.,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"Distinguished Dispensary, LLC",Cannabis Retailer,Active,CCD-2022-0307-001,4/16/2022,4/16/2024,"Justin Lewis, Shannon Lewis, Christopher Schramm",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0307-001,"Distinguished Dispensary, LLC",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
LUXURY HERBS LLC,Cannabis Retailer,Active,CCD-2022-0759-001,8/19/2022,8/19/2023,"Wilber Garcia, Jenny Garcia",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0759-001,LUXURY HERBS LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Chillax Glass,Cannabis Retailer,Active,CCD-2022-0413-001,5/7/2022,5/7/2024,"Ronda Dougherty, Craig Dougherty",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0413-001,Chillax Glass,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"Round House Reserve, LLC",Cannabis Retailer,Active,CCD-2022-0443-001,5/24/2022,5/24/2023,"Jordan Barber, Richard Nieto",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0443-001,"Round House Reserve, LLC",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"Rollin Love, LLC",Cannabis Retailer,Active,CCD-2022-0175-001,3/22/2022,3/22/2024,"Andrea Love, Gerald Love",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0175-001,"Rollin Love, LLC",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Fruit of the Earth Organics,Cannabis Retailer,Active,Premises License,9/20/2021,9/20/2023,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Fruit of the Earth Organics,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Bud in Bud out LLC,Cannabis Retailer,Active,Premises License,3/9/2022,2/15/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Bud in Bud out LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Before Daylite Farms,Cannabis Retailer,Active,CCD-2022-0241-001,4/4/2022,4/4/2024,Casper Montoya,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0241-001,Before Daylite Farms,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"Flowers and Herb Markets, Incorporated",Cannabis Retailer,Active,CCD-2022-0174-001,3/22/2022,3/31/2024,"James DiPadua, Adria Mooney, James DiPadua, James DiPadua",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0174-001,"Flowers and Herb Markets, Incorporated",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Sunshine pharm,Cannabis Retailer,Active,Premises License,2/7/2022,1/14/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Sunshine pharm,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Chama Valley Cannabis,Cannabis Retailer,Active,CCD-2022-0362-001,4/26/2022,4/26/2023,"Fabian Medina, Frederick G Medina, Maria Medina, Fredrick Medina, Christopher Medina, Rebecca Garcia",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0362-001,Chama Valley Cannabis,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
CannaCoLLC,Cannabis Retailer,Active,CCD-2022-0276-001,4/10/2022,4/10/2024,Peggy Martinez,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0276-001,CannaCoLLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
IVE LLC,Cannabis Retailer,Active,Premises License,2/25/2022,2/25/2024,"Axiao Daniels, John Hood",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,IVE LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Desert Flower LLC,Cannabis Retailer,Active,CCD-2022-0185-001,3/23/2022,3/23/2024,Megan Wright,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0185-001,Desert Flower LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Canvas Organics Enterprises LLC,Cannabis Retailer,Active,CCD-2022-0032-002,1/18/2022,1/18/2024,"Rodrigo Ramirez, Billy Giron",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0032-002,Canvas Organics Enterprises LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Canvas Organics Enterprises LLC,Cannabis Retailer,Active,CCD-2022-0032-003,1/18/2022,1/18/2024,"Rodrigo Ramirez, Billy Giron",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0032-003,Canvas Organics Enterprises LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Canvas Organics Enterprises LLC,Cannabis Retailer,Active,Premises License,1/18/2022,1/18/2024,"Rodrigo Ramirez, Billy Giron",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Canvas Organics Enterprises LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Sol Cannabis llc,Cannabis Retailer,Active,CCD-VICE-2022-0022-RTLR-002,3/31/2022,3/31/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-VICE-2022-0022-RTLR-002,Sol Cannabis llc,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Elevated Society LLC,Cannabis Retailer,Active,Premises License,6/13/2022,6/13/2023,"Sergio Flores, Victor Duran Jr, Sabino Marquez",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Elevated Society LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Elevated Society LLC,Cannabis Retailer,Active,CCD-2022-0494-001,6/13/2022,6/13/2023,"Sergio Flores, Victor Duran Jr, Sabino Marquez",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0494-001,Elevated Society LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
LL MANAGEMENT LLC,Cannabis Retailer,Active,Premises License,3/10/2022,3/10/2024,Anthoni Sullins,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,LL MANAGEMENT LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"DBGJR, LLC",Cannabis Retailer,Active,CCD-2022-0213-001,3/27/2022,3/27/2024,Daniel Garcia,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0213-001,"DBGJR, LLC",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
The Pot Hole LLC,Cannabis Retailer,Active,CCD-2022-0172-001,3/22/2022,3/22/2024,BRITTNEY ARELLANO,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0172-001,The Pot Hole LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
OCC ABQ LLC,Cannabis Retailer,Active,CCD-2022-0091-001,2/28/2022,2/28/2024,"MARTIN RICHARDSON, JARROD FRIEDENBERG",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0091-001,OCC ABQ LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
OCC ABQ LLC,Cannabis Retailer,Active,CCD-2022-0091-003,2/28/2022,2/28/2024,"MARTIN RICHARDSON, JARROD FRIEDENBERG",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0091-003,OCC ABQ LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Natural Rx,Cannabis Retailer,Active,Premises License,9/21/2021,9/21/2023,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Natural Rx,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Smoking Crow Cannabis Company,Cannabis Retailer,Active,Premises License,3/22/2022,3/22/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Smoking Crow Cannabis Company,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Puff on 66 LLC,Cannabis Retailer,Active,CCD-2022-0267-001,4/9/2022,4/9/2024,"Jaclyn Dominguez, Rachel Hicklin, Michael Hicklin",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0267-001,Puff on 66 LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Golden-Roots LLC,Cannabis Retailer,Active,Premises License,3/22/2022,3/16/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Golden-Roots LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Paradise Distro LLC,Cannabis Retailer,Active,CCD-2022-0111-001,3/12/2022,3/12/2024,Mei-Lein Mejia,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0111-001,Paradise Distro LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Cannaverse,Cannabis Retailer,Active,CCD-2022-0215-001,3/27/2022,3/27/2024,"Richard Smith, Wendy Shill",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0215-001,Cannaverse,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Wild Blue Yonder Inc.,Cannabis Retailer,Active,CCD-2022-0553-001,6/29/2022,6/29/2023,Carol Jean Clinton,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0553-001,Wild Blue Yonder Inc.,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Bud Board Dispensary LLC,Cannabis Retailer,Active,CCD-2022-0216-001,3/27/2022,3/31/2024,Alexis Armendariz,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0216-001,Bud Board Dispensary LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"Sassy Grass, LLC",Cannabis Retailer,Active,CCD-2022-0565-001,6/30/2022,6/30/2023,"Ramsey Lengal, Richard Aziz, Ramsey Lengal, Dolores Navarrette Aziz, Ramsey Lengal",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0565-001,"Sassy Grass, LLC",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Alto Growers LLC,Cannabis Retailer,Active,Premises License,3/2/2022,3/2/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Alto Growers LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Butch's Place LLC,Cannabis Retailer,Active,CCD-2022-0667-001,7/29/2022,7/29/2023,"Craig Seber, William Seber",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0667-001,Butch's Place LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
R Greenleaf Organics Inc,Cannabis Retailer,Active,Premises License,9/20/2021,9/20/2023,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,R Greenleaf Organics Inc,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Budstones Smoke Shop,Cannabis Retailer,Active,CCD-2022-0866-001,10/24/2022,10/24/2023,Eduvijinia Smith,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0866-001,Budstones Smoke Shop,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
911 Kronic,Cannabis Retailer,Active,CCD-2022-0609-001,7/11/2022,7/11/2023,Phil Taylor,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0609-001,911 Kronic,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"MJ Alta Vida Products, LLC",Cannabis Retailer,Active,CCD-2022-0217-001,3/27/2022,3/27/2024,"Evangeline Jaramillo, Angelo Polaco, Marco Martinez, Judy Armijo",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0217-001,"MJ Alta Vida Products, LLC",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Mesilla Valley Cannabis LLC,Cannabis Retailer,Active,CCD-2022-0522-001,6/17/2022,6/17/2023,Derrick Pacheco,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0522-001,Mesilla Valley Cannabis LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"Budder Pros, LLC",Cannabis Retailer,Active,Premises License,3/21/2022,3/21/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,"Budder Pros, LLC",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
RED GORILLA GREENS,Cannabis Retailer,Active,CCD-2022-0537-001,6/22/2022,6/22/2023,"RUBY ESPINOZA, RICARDO PAIZ, KEVIN MCMENEMY, KENT SIDLOW, DANIEL NOAH, TREY MURR",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0537-001,RED GORILLA GREENS,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
GREENE STREET HOLDINGS NEW MEXICO LLC,Cannabis Retailer,Active,CCD-2022-0376-001,4/27/2022,5/10/2023,"Cobly Migicovsky, Colby Migicovsky, Adam Wolman, Jamil Myrie, Alexa Wolman",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0376-001,GREENE STREET HOLDINGS NEW MEXICO LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
GREENE STREET HOLDINGS NEW MEXICO LLC,Cannabis Retailer,Active,CCD-2022-0376-002,4/27/2022,5/10/2023,"Cobly Migicovsky, Colby Migicovsky, Adam Wolman, Jamil Myrie, Alexa Wolman",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0376-002,GREENE STREET HOLDINGS NEW MEXICO LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
GREENE STREET HOLDINGS NEW MEXICO LLC,Cannabis Retailer,Active,CCD-2022-0376-003,4/27/2022,5/10/2023,"Cobly Migicovsky, Colby Migicovsky, Adam Wolman, Jamil Myrie, Alexa Wolman",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0376-003,GREENE STREET HOLDINGS NEW MEXICO LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Enchanted Strains LLC,Cannabis Retailer,Active,CCD-2022-0273-001,4/10/2022,4/24/2023,"Michael Bouchard, James Brandon, Caleb Brandon, Donn Golden, Jason Bouse, Christopher Brandon",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0273-001,Enchanted Strains LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Primos Raw Organics,Cannabis Retailer,Active,Premises License,3/20/2022,3/20/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Primos Raw Organics,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
The Grass Station LLC,Cannabis Retailer,Active,Premises License,3/27/2022,3/27/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,The Grass Station LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"Akeso Botanicals, LLC",Cannabis Retailer,Active,Premises License,12/27/2021,12/27/2024,"Hilda Chavez, Annemarie Losinno, Daniel Manuchia",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,"Akeso Botanicals, LLC",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Gaia Traders,Cannabis Retailer,Active,CCD-2022-0377-001,4/27/2022,4/27/2024,Gyana Basse,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0377-001,Gaia Traders,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Budding Hope,Cannabis Retailer,Active,Premises License,2/23/2022,9/20/2023,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Budding Hope,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"Kustom Kush, LLC",Cannabis Retailer,Active,Premises License,5/4/2022,5/4/2024,Susan Gibson,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,"Kustom Kush, LLC",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Canna Company,Cannabis Retailer,Active,Premises License,2/10/2022,2/10/2024,"Jose Molina, Leo Aviles",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Canna Company,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Harvest Foundation LLC,Cannabis Retailer,Active,CCD-2022-0351-001,4/26/2022,4/26/2023,Brent Townsley,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0351-001,Harvest Foundation LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"Smoke N Body Jewelry, LLC",Cannabis Retailer,Active,CCD-2022-0693-001,8/3/2022,8/3/2023,"Joseph Griego, Joseph Griego, Eugene Romero, Joseph Griego",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0693-001,"Smoke N Body Jewelry, LLC",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"Smoke N Body Jewelry, LLC",Cannabis Retailer,Active,CCD-2022-0693-002,8/3/2022,8/3/2023,"Joseph Griego, Joseph Griego, Eugene Romero, Joseph Griego",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0693-002,"Smoke N Body Jewelry, LLC",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
High-way 420 LLC,Cannabis Retailer,Active,CCD-2022-0134-001,3/16/2022,3/16/2024,Aaron Elza,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0134-001,High-way 420 LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
J AND J LOAN COMPANY,Cannabis Retailer,Active,CCD-2022-0485-001,6/9/2022,6/9/2023,"JAIME PEREZ, JAIME PEREZ",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0485-001,J AND J LOAN COMPANY,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Cannabis Care,Cannabis Retailer,Active,CCD-2022-0515-001,6/16/2022,6/16/2023,Cassie Huffman,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0515-001,Cannabis Care,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
