business_legal_name,license_type,license_designation,premise_city,id,license_number,licensing_authority_id,licensing_authority,premise_state,license_status,license_status_date,license_term,issue_date,expiration_date,business_owner_name,business_structure,activity,parcel_number,business_phone,business_email,business_image_url,business_website,data_refreshed_date,premise_latitude,premise_longitude,premise_county,premise_street_address,premise_zip_code
"Big Dipper Farm, LLC","
SCLT0048
",Adult-Use,,108,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
DBA Off Piste Farm,"
SCLT0031
",Adult-Use,,109,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
DBA Kodiac's Treasure,"
SCLT0026
",Adult-Use,,110,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"Hella Gud, LLC","
SCLT0024
",Adult-Use,,111,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Victory Gardens,"
SCLT0033
",Adult-Use,,112,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
DBA Edward's,"
SCLT0012
",Adult-Use,,113,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Green Mountain Integrity,"
SCLT0079
",Adult-Use,,114,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Ripple Communications,"
SCLT0039
",Adult-Use,,115,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"Crystal Mountain, LLC","
SCLT0034
",Adult-Use,,116,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
High Horse WeedWerks LLC,"
SCLT0090
",Adult-Use,,117,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Snug Farm,"
SCLT0132
",Adult-Use,,118,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Split Acres Sungrown LLC,"
SCLT0084
",Adult-Use,,119,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Lost Lake Cannabis LLC,"
SCLT0021
",Adult-Use,,120,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Moon Waters Farm of Vermont LLC,"
SCLT0035
",Adult-Use,,121,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Peregrine Farm LLC,"
SCLT0060
",Adult-Use,,122,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"Bizzee Beez Organics, LLC","
SCLT0045
",Adult-Use,,123,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"Kanna, LLC","
SCLT0133
",Adult-Use,,124,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Banting Farm Buds LLC,"
SCLT0041
",Adult-Use,,125,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"Roaring Branch Farm, LLC","
SCLT0027
",Adult-Use,,126,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"High Mountain Homegrown, LLC","
SCLT0037
",Adult-Use,,127,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"Birch Haven Farm, LLC","
SCLT0070
",Adult-Use,,128,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"Purple Lark Farm, LLC (legal name) and Motherflower (brand name)","
SCLT0030
",Adult-Use,,129,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"Rising Sun Sensi, LLC","
SCLT0069
",Adult-Use,,130,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"7enith Farm, LLC","
SCLT0042
",Adult-Use,,131,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"OK Organix, LLC","
SCLT0057
",Adult-Use,,132,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"Cloudy Day Farm, LLC","
SCLT0075
",Adult-Use,,133,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"Lovely Cannabis, LLC","
SCLT0065
",Adult-Use,,134,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Cleary Farm Cannabis LLC,"
SCLT0058
",Adult-Use,,135,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Life Arises Farm LLC,"
SCLT0076
",Adult-Use,,136,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Bud Bird Farm,"
SCLT0046
",Adult-Use,,137,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Highly Rooted,"
SCLT0100
",Adult-Use,,138,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Brookfield Buds LLC,"
SCLT0043
",Adult-Use,,139,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
TrichomeVT,"
SCLT0055
",Adult-Use,,140,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Vermont LTC Grow,"
SCLT0129
",Adult-Use,,141,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Peanut's Garden LLC,"
SCLT0091
",Adult-Use,,142,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Encore Herbals LLC,"
SCLT0059
",Adult-Use,,143,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
El Pasic Farm,"
SCLT0052
",Adult-Use,,144,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"Backwoods Cultivation, Backwoods Farm","
SCLT0053
",Adult-Use,,145,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"Sun Road Farms LLC, Sun Road Farms","
SCLT0094
",Adult-Use,,146,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
High Noon Cultivators LLC,"
SCLT0082
",Adult-Use,,147,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Montwood Hollow LLC,"
SCLT0066
",Adult-Use,,148,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Last Minute Farm LLC,"
SCLT0047
",Adult-Use,,149,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Big Budz LLC,"
SCLT0040
",Adult-Use,,150,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Cannamentals,"
SCLT0178
",Adult-Use,,151,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Teatime Herbal Company LLC,"
SCLT0095
",Adult-Use,,152,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Green of Green Farms LLC,"
SCLT0092
",Adult-Use,,153,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
45 North Nurseries,"
SCLT0114
",Adult-Use,,154,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Hidden Leaf Homestead,"
SCLT0083
",Adult-Use,,155,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Kendawg's Kingdom Cannabis,"
SCLT0157
",Adult-Use,,156,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
One Love Cannabis Collective LLC,"
SCLT0101
",Adult-Use,,157,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Meadow Creek Farm LLC,"
SCLT0074
",Adult-Use,,158,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Three Barn Farm Cannabis,"
SCLT0159
",Adult-Use,,159,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Goat Ridge Cannabis LLC,"
SCLT0081
",Adult-Use,,160,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Burning Bush Farm,"
SCLT0177
",Adult-Use,,161,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Fox and Hen Farms,"
SCLT0099
",Adult-Use,,162,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Moonlit Gardens,"
SCLT0164
",Adult-Use,,163,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Vermont Green Buds LLC,"
SCLT0115
",Adult-Use,,164,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Green Mountain Gold Farm,"
SCLT0067
",Adult-Use,,165,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Lovespun Farmstead LLC,"
SCLT0150
",Adult-Use,,166,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Brigham Hill Cultivation LLC,"
SCLT0117
",Adult-Use,,167,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Cannabot Farms,"
SCLT0125
",Adult-Use,,168,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Far Away Farm LLC,"
SCLT0140
",Adult-Use,,169,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Double Black Grow Company,"
SCLT0122
",Adult-Use,,170,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
American Beauty,"
SCLT0154
",Adult-Use,,171,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Horseshoe Farms LLC,"
SCLT0139
",Adult-Use,,172,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Casa Guarne Farms LLC,"
SCLT0206
",Adult-Use,,173,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Vermont New Heirloom Genetics LLC,"
SCLT0144
",Adult-Use,,174,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"Tilia Hills, Tilia Hills Farm, Tilia Hills LLC","
SCLT0167
",Adult-Use,,175,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"Red Clover Canopies, Inc.","
SCLT0123
",Adult-Use,,176,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Cremation Solutions LLC DBA Vermont Pot,"
SCLT0148
",Adult-Use,,177,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"OnlyinVT LLC, OnlyinVT, Only in VT","
SCLT0165
",Adult-Use,,178,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Taconic Chronic LLC,"
SCLT0190
",Adult-Use,,179,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Mountain Grown Hemp LLC,"
SCLT0179
",Adult-Use,,180,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Blue Anchor Enterprise,"
SCLT0197
",Adult-Use,,181,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"River Valley Group, Inc Product Brand: Paradise Farms","
SCLT0215
",Adult-Use,,182,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Hero Cannabis LLC,"
SCLT0221
",Adult-Use,,183,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Fine Bud Farms,SCLT0226,Adult-Use,,184,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Midsomer Green LLC
",SCLT0238,Adult-Use,,185,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Central Piedmont Cannabis Co. Ltd.
",SCLT0228,Adult-Use,,186,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Green Mountain Sativa, LLC
",SCLT0234,Adult-Use,,187,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Norsemen CBD LLC
",SCLT0232,Adult-Use,,188,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Earthbound Genetics LLC
",SCLT0240,Adult-Use,,189,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Paradise Shire
",SCLT0248,Adult-Use,,190,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Windy Hill Farm
",SCLT0247,Adult-Use,,191,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Return To Our Roots Farm
",SCLT0254,Adult-Use,,192,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Green Flash LLC
",SCLT0253,Adult-Use,,193,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Starksboro Sativa & Seed Company
",SCLT0252,Adult-Use,,194,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Coach Grown Farms LLC
",SCLT0249,Adult-Use,,195,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
420 Craft Cannabis
",SCLT0255,Adult-Use,,196,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Sweet Leaf Farm LLC
",SCLT0258,Adult-Use,,197,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Cabbage Collective,SCLT0260,Adult-Use,,198,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Pine Blue LLC
",SCLT0263,Adult-Use,,199,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Green Acres Vermont Cannabis
",SCLT0265,Adult-Use,,200,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Sungrows LLC
",SCLT0266,Adult-Use,,201,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Northern Slopes LLC DBA Samsara Farms
",SCLT0270,Adult-Use,,202,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Pine Crest Healing LLC
",SCLT0268,Adult-Use,,203,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
GPC LLC
",SCLT0274,Adult-Use,,204,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Legacy 14 LLC
",SCLT0276,Adult-Use,,205,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Uprising LLC
","
SCLT0282
",Adult-Use,,206,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Mountain Man Weed Co., LLC.
","
SCLT0296
",Adult-Use,,207,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Prospect Farm
","
SCLT0287
",Adult-Use,,208,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Octogenarian Enterprises LLC d/b/a/ Addison Pure
","
SCLT0279
",Adult-Use,,209,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Guy's Greens, LLC
","
SCLT0280
",Adult-Use,,210,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Cloud Watch LLC
","
SCLT0278
",Adult-Use,,211,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Little River Farms
","
CLTV0257
",Adult-Use,,212,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
River Ridge Cannabis LLC
","
CLTV0256
",Adult-Use,,213,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Pilin’ It Higher Farms LLC
","
CLTV0252
",Adult-Use,,214,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Treetop Alliance
","
CLTV0249
",Adult-Use,,215,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Urban Herbn, LLC d.b.a. The House Of Doja
","
CLTV0254
",Adult-Use,,216,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Bageecha LLC
","
SCLT0322
",Adult-Use,,217,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
DERIKAVE LLC, Maximum Budz
","
SCLT0321
",Adult-Use,,218,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Friendly Farmers
","
SCLT0315
",Adult-Use,,219,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Funk’s Farmin’ LLC
","
SCLT0317
",Adult-Use,,220,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Cosmic Crystals LLC
","
SCLT0318
",Adult-Use,,221,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Vermont Greenery LLC
","
SCLT0319
",Adult-Use,,222,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Elderberry Hill Farm LLC
","
SCLT0306
",Adult-Use,,223,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Fraser Farm Co LLC
","
SCLT0301
",Adult-Use,,224,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Santiago & Dunbar LLC
","
SCLT0303
",Adult-Use,,225,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Warm Green LLC
","
SCLT0299
",Adult-Use,,226,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Grow7West, LLC
","
SCLT0298
",Adult-Use,,227,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
,,Adult-Use,,228,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Fern's Farm
","
CLTV0052
",Adult-Use,,229,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Sweet Lou's Farm LLC
","
CLTV0054
",Adult-Use,,230,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
The Cannabis Collective, LLC; The Cannabis Collective
","
CLTV0056
",Adult-Use,,231,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Frank Farm LLC
","
CLTV0060
",Adult-Use,,232,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Simpson Brook Farm LLC
","
CLTV0063
",Adult-Use,,233,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Old School Weed Company
","
CLTV0074
",Adult-Use,,234,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Wiseacre LLC
","
CLTV0075
",Adult-Use,,235,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
First Light Flowers
","
CLTV0078
",Adult-Use,,236,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Arden’s Gardens
","
CLTV0084
",Adult-Use,,237,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Green Mountain Cannabis Cultivators LLC
","
CLTV0085
",Adult-Use,,238,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Laughing Woods Farm
","
CLTV0096
",Adult-Use,,239,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Birdseye Botanicals
","
CLTV0103
",Adult-Use,,240,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Bordertown Apothecary
","
CLTV0097
",Adult-Use,,241,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Vermontijuana,"
CLTV0106
",Adult-Use,,242,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Ridgetop Farm, LLC
","
CLTV0292
",Adult-Use,,243,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Roots Madder
","
CLTV0290
",Adult-Use,,244,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Meadow Lark Farm
","
CLTV0262
",Adult-Use,,245,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
MG Enterprises, LLC
","
CLTV0264
",Adult-Use,,246,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Superkind Farms LLC
","
CLTV0239
",Adult-Use,,247,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Bud Butter
","
CLTV0260
",Adult-Use,,248,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Next Level Mountain Gardens, LLC
","
CLTV0259
",Adult-Use,,249,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Birdland LLC, Birdland
","
CLTV0235
",Adult-Use,,250,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
,,Adult-Use,,251,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Maple Buckets LLC,"
CLTV0059
",Adult-Use,,252,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Boreas Ventures LLC,"
CLTV0064
",Adult-Use,,253,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Quintessential Botanicals LLC
","
CLTV0098
",Adult-Use,,254,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Great Hill Growers LLC
",CLTV0233,Adult-Use,,255,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Smoke Em If You Got Em LLC DBA SMUGE DBA Rolling J's Farm,"
CLTV0243
",Adult-Use,,256,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Cola Crafting Farms LLC
",CLTV0248,Adult-Use,,257,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Old Growth Organics LLC
","
CLTV0058
",Adult-Use,,258,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
