Medical ,activity,adult_use,business_dba_name,business_image_url,business_legal_name,business_owner_name,business_phone,business_structure,county,data_refreshed_date,expiration_date,id,issue_date,license_designation,license_number,license_status,license_status_date,license_term,license_type,licensing_authority,licensing_authority_id,parcel_number,premise_city,premise_county,premise_latitude,premise_longitude,premise_state,premise_zip_code,medical
,,True,"Mother Dispensaries, Inc.",,"Mother Dispensaries, Inc.",Cole  Swoboda,970-485-5730,,Buchanan County,2023-08-13T17:09:36.235547,,DIS000023,,adult-use,DIS000023,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 64503,Buchanan County,39.7280513,-94.8002333,MO,64503,False
,,True,JG Missouri LLC,,JG Missouri LLC,Gary Seelhorst,858-750-0339,,Adair County,2023-08-13T17:09:36.235547,,DIS000024,,adult-use,DIS000024,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63501,Adair County,40.19475389999999,-92.5832496,MO,63501,False
,,True,Kansas City Cannabis Company LLC,,Kansas City Cannabis Company LLC,Kevin Stallings,816-223-7159,,Clay County,2023-08-13T17:09:36.235547,,DIS000026,,adult-use,DIS000026,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,Kearney,Clay County,39.3693981,-94.3677142,MO,64060,False
,,True,"V3 Mo Vending 2, LLC",,"V3 Mo Vending 2, LLC",Nick Liaromatis,630-747-3542,,St. Louis County,2023-08-13T17:09:36.235547,,DIS000027,,adult-use,DIS000027,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63042,St. Louis County,38.7884682,-90.403094,MO,63042,False
,,True,Kansas City Cannabis Company LLC,,Kansas City Cannabis Company LLC,Kevin Stallings,816-223-7159,,Jackson County,2023-08-13T17:09:36.235547,,DIS000028,,adult-use,DIS000028,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,Lee's Summit,Jackson County,38.9462777,-94.27577169999999,MO,64064,False
,,True,COMO Health LLC,,COMO Health LLC,Kevin Gibbs,240-447-5806,,St. Louis city,2023-08-13T17:09:36.235547,,DIS000029,,adult-use,DIS000029,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63109,,38.5844193,-90.2948797,MO,63109,False
,,True,"Mo Med Chillicothe, LLC",,"Mo Med Chillicothe, LLC",Brooke Foster,660-651-3252,,Livingston County,2023-08-13T17:09:36.235547,,DIS000030,,adult-use,DIS000030,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 64601,Livingston County,39.7952946,-93.5524358,MO,64601,False
,,True,"6662 Delmar SL, LLC",,"6662 Delmar SL, LLC",Greg Windisch,707-217-1611,,St. Louis County,2023-08-13T17:09:36.235547,,DIS000031,,adult-use,DIS000031,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,University City,St. Louis County,38.656016,-90.3081571,MO,63130,False
,,True,Agri-Genesis LLC,,Agri-Genesis LLC,Neal Minor,660-851-1660,,Nodaway County,2023-08-13T17:09:36.235547,,DIS000032,,adult-use,DIS000032,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 64468,Nodaway County,40.3461017,-94.8724706,MO,64468,False
,,True,Agri-Genesis LLC,,Agri-Genesis LLC,Neal Minor,660-851-1660,,Macon County,2023-08-13T17:09:36.235547,,DIS000033,,adult-use,DIS000033,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,Macon,Macon County,39.7662896,-92.455834,MO,63552,False
,,True,BeLeaf Medical LLC,,BeLeaf Medical LLC,Kevin Riggs,636-448-6021,,St. Louis city,2023-08-13T17:09:36.235547,,DIS000034,,adult-use,DIS000034,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63118,,38.5950619,-90.2291565,MO,63118,False
,,True,OXD 19341 LLC,,OXD 19341 LLC,Michele Bowman,310-435-7165,,Jackson County,2023-08-13T17:09:36.235547,,DIS000035,,adult-use,DIS000035,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO,Jackson County,39.0911161,-94.41550679999999,MO,64055,False
,,True,GF Wellness Franz Park LLC,,GF Wellness Franz Park LLC,Joseph Delia,314-282-4679,,St. Louis city,2023-08-13T17:09:36.235547,,DIS000036,,adult-use,DIS000036,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,St. Louis,St. Louis County,38.6237409,-90.30662769999999,MO,63139,False
,,True,"True Level Investments, Inc.",,"True Level Investments, Inc.",Jordan Starke,816-832-8882,,Platte County,2023-08-13T17:09:36.235547,,DIS000037,,adult-use,DIS000037,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 64152,Platte County,39.20502279999999,-94.70706159999999,MO,64152,False
,,True,Holistic Missouri LLC,,Holistic Missouri LLC,,866-217-4063,,St. Louis city,2023-08-13T17:09:36.235547,,DIS000038,,adult-use,DIS000038,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63108,,38.647459,-90.25730999999999,MO,63108,False
,,True,"Shangri-La Cameron, LLC.",,"Shangri-La Cameron, LLC.",Suryaben Patel,660-233-6762,,Clay County,2023-08-13T17:09:36.235547,,DIS000039,,adult-use,DIS000039,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,Fishing River Township,Clay County,39.2682861,-94.2912635,MO,64068,False
,,True,Heya Kirksville Retail LLC,,Heya Kirksville Retail LLC,Carl Bearden,314-650-4597,,Adair County,2023-08-13T17:09:36.235547,,DIS000040,,adult-use,DIS000040,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63501,Adair County,40.19475389999999,-92.5832496,MO,63501,False
,,True,Growing Jobs Missouri LLC,,Growing Jobs Missouri LLC,Josh Ferguson,314-707-1056,,St. Louis city,2023-08-13T17:09:36.235547,,DIS000041,,adult-use,DIS000041,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63112,,38.65788,-90.2854839,MO,63112,False
,,True,BMD Swift LLC,,BMD Swift LLC,Jack Mitchell,858-848-4588,,Clay County,2023-08-13T17:09:36.235547,,DIS000042,,adult-use,DIS000042,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,North Kansas City,Clay County,39.1390783,-94.5773247,MO,64116,False
,,True,VMO-Ops Inc,,VMO-Ops Inc,Jamil Taylor,240-418-2120,,St. Louis city,2023-08-13T17:09:36.235547,,DIS000043,,adult-use,DIS000043,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63103,,38.629185,-90.2174318,MO,63103,False
,,True,OXD 351 HWY LLC,,OXD 351 HWY LLC,Michele Bowman,310-435-7165,,Jackson County,2023-08-13T17:09:36.235547,,DIS000044,,adult-use,DIS000044,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 64133,Jackson County,39.01771859999999,-94.4490836,MO,64133,False
,,True,OXD Troost LLC,,OXD Troost LLC,Michele Bowman,310-435-7165,,Jackson County,2023-08-13T17:09:36.235547,,DIS000045,,adult-use,DIS000045,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,Kansas City,Jackson County,39.0346367,-94.5733539,MO,64110,False
,,True,OXD IA LLC,,OXD IA LLC,Michele Bowman,310-435-7165,,Jackson County,2023-08-13T17:09:36.235547,,DIS000046,,adult-use,DIS000046,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO,Jackson County,39.0997265,-94.5785667,MO,64106,False
,,True,"Occidental Group, Inc.",,"Occidental Group, Inc.",JR Narayan,314-754-8710,,St. Louis County,2023-08-13T17:09:36.235547,,DIS000047,,adult-use,DIS000047,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63130,,38.6682669,-90.32308069999999,MO,63130,False
,,True,OXD SWB LLC,,OXD SWB LLC,Michele Bowman,310-435-7165,,Jackson County,2023-08-13T17:09:36.235547,,DIS000048,,adult-use,DIS000048,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 64108,Jackson County,39.0795392,-94.5985613,MO,64108,False
,,True,FP1-S Florissant LLC,,FP1-S Florissant LLC,Krystal Wright,816-588-8838,,St. Louis County,2023-08-13T17:09:36.235547,,DIS000049,,adult-use,DIS000049,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,St. Louis,St. Louis County,38.7327783,-90.3017083,MO,63135,False
,,True,"V3 MO Vending 6, LLC",,"V3 MO Vending 6, LLC",Nick Liaromatis,630-747-3542,,Jackson County,2023-08-13T17:09:36.235547,,DIS000050,,adult-use,DIS000050,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 64132,Jackson County,38.992935,-94.55212739999999,MO,64132,False
,,True,Fresh Green LLC,,Fresh Green LLC,Bianca Sullivan,816-806-2130,,Jackson County,2023-08-13T17:09:36.235547,,DIS000051,,adult-use,DIS000051,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,Lee's Summit,Jackson County,38.93121259999999,-94.3610566,MO,64086,False
,,True,Growing Jobs Missouri LLC,,Growing Jobs Missouri LLC,Josh Ferguson,314-707-1056,,St. Louis city,2023-08-13T17:09:36.235547,,DIS000052,,adult-use,DIS000052,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63118,,38.5950619,-90.2291565,MO,63118,False
,,True,"SLCC, LLC",,"SLCC, LLC",Katie Davies,907-952-2328,,Jackson County,2023-08-13T17:09:36.235547,,DIS000053,,adult-use,DIS000053,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 64127,Jackson County,39.091953,-94.5469705,MO,64127,False
,,True,"MMD Independence Missouri, LLC",,"MMD Independence Missouri, LLC",Krystal Wright,816-588-8838,,Jackson County,2023-08-13T17:09:36.235547,,DIS000054,,adult-use,DIS000054,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 64056,Jackson County,39.1063108,-94.30515419999999,MO,64056,False
,,True,"Robust Missouri Dispensary 3, LLC",,"Robust Missouri Dispensary 3, LLC",Bradley Rhodes,314-276-3802,,St. Louis County,2023-08-13T17:09:36.235547,,DIS000055,,adult-use,DIS000055,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63031,St. Louis County,38.8095735,-90.3465971,MO,63031,False
,,True,"Purple Leaf, LLC",,"Purple Leaf, LLC",Mario Gadea,520-307-9708,,Clay County,2023-08-13T17:09:36.235547,,DIS000056,,adult-use,DIS000056,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO,Clay County,39.2038918,-94.554677,MO,64118,False
,,True,Fresh Green LLC,,Fresh Green LLC,Bianca Sullivan,816-806-2130,,Jackson County,2023-08-13T17:09:36.235547,,DIS000057,,adult-use,DIS000057,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,Lee's Summit,Jackson County,38.93121259999999,-94.3610566,MO,64114,False
,,True,Jais LLC,,Jais LLC,Jusmin Patel,201-253-6952,,St. Louis County,2023-08-13T17:09:36.235547,,DIS000058,,adult-use,DIS000058,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63074,St. Louis County,38.7257164,-90.38425269999999,MO,63074,False
,,True,"Purple Leaf, LLC",,"Purple Leaf, LLC",Mario Gadea,520-307-9708,,Jackson County,2023-08-13T17:09:36.235547,,DIS000059,,adult-use,DIS000059,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO,Jackson County,39.0911161,-94.41550679999999,MO,64050,False
,,True,Growing Jobs Missouri LLC,,Growing Jobs Missouri LLC,Adrienne Scales-Williams,314-220-0043,,St. Louis city,2023-08-13T17:09:36.235547,,DIS000060,,adult-use,DIS000060,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63110,,38.6212468,-90.2526163,MO,63110,False
,,True,"Grassroots OpCo MO, LLC",,"Grassroots OpCo MO, LLC",Krystal Wright,816-588-8838,,Jackson County,2023-08-13T17:09:36.235547,,DIS000061,,adult-use,DIS000061,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 64055,Jackson County,39.0608919,-94.4079213,MO,64055,False
,,True,"Grassroots OpCo MO, LLC",,"Grassroots OpCo MO, LLC",Krystal Wright,816-588-8838,,Jackson County,2023-08-13T17:09:36.235547,,DIS000062,,adult-use,DIS000062,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 64015,Jackson County,39.02310749999999,-94.30515419999999,MO,64015,False
,,True,THF Partners LLC,,THF Partners LLC,Krystal Wright,816-588-8838,,Jackson County,2023-08-13T17:09:36.235547,,DIS000063,,adult-use,DIS000063,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 64147,,38.8524485,-94.5469705,MO,64147,False
,,True,"Bloom Medicinals of MO – Dispensary 1, LLC",,"Bloom Medicinals of MO – Dispensary 1, LLC",Jasmine Viola,419-482-8240,,St. Charles County,2023-08-13T17:09:36.235547,,DIS000064,,adult-use,DIS000064,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63304,St. Charles County,38.70360050000001,-90.6488505,MO,63304,False
,,True,"Elevation Cannabis, LLC",,"Elevation Cannabis, LLC",Chris  Issinghoff,620-921-5967,,Jackson County,2023-08-13T17:09:36.235547,,DIS000065,,adult-use,DIS000065,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO,Jackson County,39.0997265,-94.5785667,MO,64130,False
,,True,"Nirvana Bliss V, LLC",,"Nirvana Bliss V, LLC",Bradford Goette,314-448-3848,,St. Louis County,2023-08-13T17:09:36.235547,,DIS000066,,adult-use,DIS000066,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO,St. Louis County,38.5925532,-90.5870686,MO,63011,False
,,True,"VMO Retail, LLC",,"VMO Retail, LLC",James Leventis,224-622-8770,,Jackson County,2023-08-13T17:09:36.235547,,DIS000067,,adult-use,DIS000067,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 64134,Jackson County,38.9328362,-94.4902774,MO,64134,False
,,True,THF Partners LLC,,THF Partners LLC,Krystal Wright,816-588-8838,,Jackson County,2023-08-13T17:09:36.235547,,DIS000069,,adult-use,DIS000069,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 64132,Jackson County,38.992935,-94.55212739999999,MO,64132,False
,,True,BeLeaf Medical LLC,,BeLeaf Medical LLC,Kevin Riggs,636-448-6021,,St. Louis County,2023-08-13T17:09:36.235547,,DIS000070,,adult-use,DIS000070,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO,St. Louis County,38.5925532,-90.5870686,MO,63011,False
,,True,"True Level Investments, Inc.",,"True Level Investments, Inc.",Jordan Starke,816-832-8882,,Jackson County,2023-08-13T17:09:36.235547,,DIS000071,,adult-use,DIS000071,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 64111,Jackson County,39.0587452,-94.5985613,MO,64111,False
,,True,"Purple Leaf, LLC",,"Purple Leaf, LLC",Mario Gadea,520-307-9708,,Clay County,2023-08-13T17:09:36.235547,,DIS000072,,adult-use,DIS000072,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO,Jackson County,39.0997265,-94.5785667,MO,64119,False
,,True,"Nirvana Bliss II, LLC",,"Nirvana Bliss II, LLC",Bradford Goette,314-448-3848,,St. Louis County,2023-08-13T17:09:36.235547,,DIS000073,,adult-use,DIS000073,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63021,St. Louis County,38.557323,-90.5352356,MO,63021,False
,,True,"CPC of Missouri, LLC",,"CPC of Missouri, LLC",Lee Hoffman,785-766-0288,,Jackson County,2023-08-13T17:09:36.235547,,DIS000074,,adult-use,DIS000074,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 64111,Jackson County,39.0587452,-94.5985613,MO,64111,False
,,True,TC AppliCo LLC,,TC AppliCo LLC,Josh Corson,314-616-9063,,St. Louis County,2023-08-13T17:09:36.235547,,DIS000075,,adult-use,DIS000075,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63141,St. Louis County,38.6624944,-90.4785495,MO,63141,False
,,True,"BD Health Retail 3, LLC",,"BD Health Retail 3, LLC",Thomas Annen,816-392-0276,,Jackson County,2023-08-13T17:09:36.235547,,DIS000076,,adult-use,DIS000076,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 64063,Jackson County,38.9116463,-94.36165160000002,MO,64063,False
,,True,"Releaf Resources, LLC",,"Releaf Resources, LLC",Robert Clark,816-213-4852,,Jackson County,2023-08-13T17:09:36.235547,,DIS000077,,adult-use,DIS000077,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,Grandview,Jackson County,38.8733959,-94.5287599,MO,64030,False
,,True,TC AppliCo LLC,,TC AppliCo LLC,Josh Corson,314-616-9063,,Jackson County,2023-08-13T17:09:36.235547,,DIS000078,,adult-use,DIS000078,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 64108,Jackson County,39.0795392,-94.5985613,MO,64108,False
,,True,TC AppliCo LLC,,TC AppliCo LLC,Josh Corson,314-616-9063,,St. Louis County,2023-08-13T17:09:36.235547,,DIS000079,,adult-use,DIS000079,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO,St. Louis County,38.5025537,-90.62790439999999,MO,63025,False
,,True,JG Missouri LLC,,JG Missouri LLC,Gary Seelhorst,858-750-0339,,St. Louis County,2023-08-13T17:09:36.235547,,DIS000080,,adult-use,DIS000080,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63088,St. Louis County,38.5522581,-90.4927134,MO,63088,False
,,True,"BD Health Retail 2, LLC",,"BD Health Retail 2, LLC",Mark Hendren,417-850-9999,,Greene County,2023-08-13T17:09:36.235547,,DIS000081,,adult-use,DIS000081,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 65803,Greene County,37.294172,-93.29861059999999,MO,65803,False
,,True,"MO Retail Products Group, Inc.",,"MO Retail Products Group, Inc.",Matt Warne,573-289-0104,,Greene County,2023-08-13T17:09:36.235547,,DIS000082,,adult-use,DIS000082,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 65807,Greene County,37.1756964,-93.3288183,MO,65807,False
,,True,Growing Jobs Missouri LLC,,Growing Jobs Missouri LLC,Josh Ferguson,314-707-1056,,St. Louis County,2023-08-13T17:09:36.235547,,DIS000083,,adult-use,DIS000083,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63011,St. Louis County,38.6044507,-90.5588787,MO,63011,False
,,True,"MO Retail Products Group, Inc",,"MO Retail Products Group, Inc",Matt Warne,573-289-0104,,Jasper County,2023-08-13T17:09:36.235547,,DIS000084,,adult-use,DIS000084,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 64804,,37.0193161,-94.5005808,MO,64804,False
,,True,COMO Health LLC,,COMO Health LLC,Kevin Gibbs,240-447-5806,,Stone County,2023-08-13T17:09:36.235547,,DIS000085,,adult-use,DIS000085,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 65737,Stone County,36.6970059,-93.3693524,MO,65737,False
,,True,"New Growth Horizon, LLC",,"New Growth Horizon, LLC",,314-462-9899,,St. Louis County,2023-08-13T17:09:36.235547,,DIS000086,,adult-use,DIS000086,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63126,St. Louis County,38.552678,-90.3795438,MO,63126,False
,,True,"BBMO 2, LLC",,"BBMO 2, LLC",Nicholas  Rinella,312-925-1217,,Greene County,2023-08-13T17:09:36.235547,,DIS000087,,adult-use,DIS000087,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 65804,Greene County,37.1565149,-93.2483058,MO,65804,False
,,True,"Nature's Med MO, LLC",,"Nature's Med MO, LLC",Jayeshkumar Patel,618-210-1577,,St. Louis County,2023-08-13T17:09:36.235547,,DIS000088,,adult-use,DIS000088,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,St. Louis,St. Louis County,38.5181957,-90.28131810000001,MO,63125,False
,,True,"Old Route 66 Wellness, LLC",,"Old Route 66 Wellness, LLC",Juan Lopez,417-895-8733,,Greene County,2023-08-13T17:09:36.235547,,DIS000089,,adult-use,DIS000089,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,Springfield,Greene County,37.248115,-93.2621558,MO,65803,False
,,True,"Old Route 66 Holdings, LLC",,"Old Route 66 Holdings, LLC",Juan Lopez,417-895-8733,,Christian County,2023-08-13T17:09:36.235547,,DIS000090,,adult-use,DIS000090,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,"Old Rte 66, Missouri, USA",,38.2972652,-91.1003056,MO,65721,False
,,True,Astro Farms Gamma LLC,,Astro Farms Gamma LLC,Alex Close,614-296-7521,,Jasper County,2023-08-13T17:09:36.235547,,DIS000091,,adult-use,DIS000091,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 64801,Jasper County,37.1034245,-94.5418141,MO,64801,False
,,True,"Grassroots OpCo MO, LLC",,"Grassroots OpCo MO, LLC",Krystal Wright,816-588-8838,,Taney County,2023-08-13T17:09:36.235547,,DIS000092,,adult-use,DIS000092,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 65616,Taney County,36.6436731,-93.21851439999999,MO,65616,False
,,True,"The Dispensary, LLC",,"The Dispensary, LLC",Charlea Estes-Jones,417-665-1990,,Barry County,2023-08-13T17:09:36.235547,,DIS000093,,adult-use,DIS000093,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 65625,Barry County,36.6789257,-93.86807549999999,MO,65625,False
,,True,"MO Retail Products Group, Inc",,"MO Retail Products Group, Inc",Matt Warne,573-289-0104,,Greene County,2023-08-13T17:09:36.235547,,DIS000094,,adult-use,DIS000094,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 65804,Greene County,37.1565149,-93.2483058,MO,65804,False
,,True,"Revival Ninety-Eight, LLC",,"Revival Ninety-Eight, LLC",,816-556-3101,,Greene County,2023-08-13T17:09:36.235547,,DIS000095,,adult-use,DIS000095,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 65807,Greene County,37.1756964,-93.3288183,MO,65807,False
,,True,"Ozarx Botanicals I, LLC",,"Ozarx Botanicals I, LLC",Kimberli Andrews,417-839-5467,,Greene County,2023-08-13T17:09:36.235547,,DIS000096,,adult-use,DIS000096,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 65807,Greene County,37.1756964,-93.3288183,MO,65807,False
,,True,SMO4 INC,,SMO4 INC,LeAnne Dickerson,816-810-3236,,Jasper County,2023-08-13T17:09:36.235547,,DIS000097,,adult-use,DIS000097,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 64836,Jasper County,37.176447,-94.31022279999999,MO,64836,False
,,True,GF Wellness St. Peters LLC,,GF Wellness St. Peters LLC,Joseph Delia,314-282-4679,,St. Charles County,2023-08-13T17:09:36.235547,,DIS000098,,adult-use,DIS000098,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,St Peters,St. Charles County,38.7499761,-90.574446,MO,63303,False
,,True,"Missouri Joint Ventures, LLC",,"Missouri Joint Ventures, LLC",,417-374-7408,,Christian County,2023-08-13T17:09:36.235547,,DIS000099,,adult-use,DIS000099,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,Nixa,Christian County,37.0471954,-93.2918523,MO,65714,False
,,True,"QPS Missouri Holdings, LLC",,"QPS Missouri Holdings, LLC",Vishal Rungta,734-412-4600,,St. Charles County,2023-08-13T17:09:36.235547,,DIS000100,,adult-use,DIS000100,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63304,St. Charles County,38.70360050000001,-90.6488505,MO,63304,False
,,True,"OWG I, LLC",,"OWG I, LLC",Stephanie Stenger,417-848-4806,,Greene County,2023-08-13T17:09:36.235547,,DIS000101,,adult-use,DIS000101,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 65802,Greene County,37.1953893,-93.3892894,MO,65802,False
,,True,"Bloom Medicinals of MO, LLC",,"Bloom Medicinals of MO, LLC",Jasmine Viola,419-482-8240,,Greene County,2023-08-13T17:09:36.235547,,DIS000102,,adult-use,DIS000102,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 65802,Greene County,37.1953893,-93.3892894,MO,65802,False
,,True,"QPS Missouri Holdings, LLC",,"QPS Missouri Holdings, LLC",Vishal Rungta,734-412-4600,,St. Louis County,2023-08-13T17:09:36.235547,,DIS000103,,adult-use,DIS000103,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63127,St. Louis County,38.531543,-90.417231,MO,63127,False
,,True,"V3 MO Vending 5, LLC",,"V3 MO Vending 5, LLC",Nick Liaromatis,630-747-3542,,Greene County,2023-08-13T17:09:36.235547,,DIS000104,,adult-use,DIS000104,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 65803,Greene County,37.294172,-93.29861059999999,MO,65803,False
,,True,"SW Retail Holdings, LLC",,"SW Retail Holdings, LLC",Adam Stacey,417-840-0577,,Stone County,2023-08-13T17:09:36.235547,,DIS000105,,adult-use,DIS000105,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 65737,Stone County,36.6970059,-93.3693524,MO,65737,False
,,True,"Harmony Neosho, LLC",,"Harmony Neosho, LLC",Daryl Deel,417-434-4892,,Newton County,2023-08-13T17:09:36.235547,,DIS000106,,adult-use,DIS000106,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,Neosho,Newton County,36.8690353,-94.3819793,MO,64850,False
,,True,"Grassroots OpCo MO, LLC",,"Grassroots OpCo MO, LLC",Krystal Wright,816-588-8838,,Greene County,2023-08-13T17:09:36.235547,,DIS000107,,adult-use,DIS000107,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 65802,Greene County,37.1953893,-93.3892894,MO,65802,False
,,True,"Grassroots OpCo MO, LLC",,"Grassroots OpCo MO, LLC",Krystal Wright,816-588-8838,,Jasper County,2023-08-13T17:09:36.235547,,DIS000108,,adult-use,DIS000108,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 64801,Jasper County,37.1034245,-94.5418141,MO,64801,False
,,True,"Missouri Made Marijuana, LLC",,"Missouri Made Marijuana, LLC",Randy Black Sr,417-782-9024,,Jasper County,2023-08-13T17:09:36.235547,,DIS000109,,adult-use,DIS000109,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,Joplin,Jasper County,37.0737428,-94.4781855,MO,64804,False
,,True,Easy Mountain Investments LLC,,Easy Mountain Investments LLC,Alex Paulson,417-773-4605,,Greene County,2023-08-13T17:09:36.235547,,DIS000110,,adult-use,DIS000110,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,Republic,Greene County,37.1330057,-93.451036,MO,65738,False
,,True,"Bloom Medicinals of MO – Dispensary 1, LLC",,"Bloom Medicinals of MO – Dispensary 1, LLC",Jasmine Viola,419-482-8240,,Cape Girardeau County,2023-08-13T17:09:36.235547,,DIS000111,,adult-use,DIS000111,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,Cape Girardeau,Cape Girardeau County,37.3107968,-89.53754819999999,MO,63701,False
,,True,"New Growth Horizon, LLC",,"New Growth Horizon, LLC",John Pennington,314-749-2677,,St. Louis County,2023-08-13T17:09:36.235547,,DIS000112,,adult-use,DIS000112,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63125,,38.5161654,-90.2901815,MO,63125,False
