license_number,id,business_dba_name,license_type,license_status,business_legal_name,business_owner_name,business_structure,licensing_authority_id,licensing_authority,license_designation,license_status_date,license_term,premise_state,parcel_number,activity,issue_date,expiration_date,premise_city,premise_zip_code,premise_street_address,premise_county,premise_latitude,premise_longitude,business_phone,business_website,business_email,business_image_url,data_refreshed_date
20642,1112119,"SNOW LOTUS GARDENS, LLC",Limited Marijuana Cultivation Facility,Active-Operating,"SNOW LOTUS GARDENS, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,,,,,,,,,2023-08-12T10:49:50.664362
21021,2083689,CHOICE EXTRACTS,Limited Marijuana Cultivation Facility,Active-Operating,CHOICE EXTRACTS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Houston,99694,,,,,,,,,2023-08-12T10:49:50.664362
21092,1114139,"JOHNNY DAE FARMS, LLC.",Limited Marijuana Cultivation Facility,Active-Operating,"JOHNNY DAE FARMS, LLC.",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Willow,99688,59913 S Airpark Pl,Matanuska-Susitna Borough,61.8762929,-150.09718,,,,,2023-08-12T10:49:50.664362
21463,1050703,ROCK SOLID BUDS,Limited Marijuana Cultivation Facility,Active-Operating,ROCK SOLID BUDS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Soldotna,99669,48235 Miracle Ave,Kenai Peninsula Borough,60.496865,-151.179264,,,,,2023-08-12T10:49:50.664362
21709,2086954,Solstice Green,Limited Marijuana Cultivation Facility,Delegated,Solstice Green,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Houston,99694,,,,,,,,,2023-08-12T10:49:50.664362
22960,1066967,"J & M INVESTMENTS, LLC.",Limited Marijuana Cultivation Facility,Active-Operating,"J & M INVESTMENTS, LLC.",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,,Matanuska-Susitna Borough,61.6355432,-149.4403597,,,,,2023-08-12T10:49:50.664362
23933,2095977,Midnight Sun Cultivators,Limited Marijuana Cultivation Facility,Active-Pending Inspection,Midnight Sun Cultivators,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 2,Willow,7275 W Midnight Sun Cir,Wade Hampton Census Area,61.5970523,-149.63476,(907) 357-6786,https://www.matsuk12.us/mnc,,,2023-08-12T10:49:50.664362
24237,2097875,Caradundy Colas,Limited Marijuana Cultivation Facility,Active-Operating,Caradundy Colas,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99623,7371 W Captain Hook Dr,,61.633793,-149.626543,,,,,2023-08-12T10:49:50.664362
24667,2099951,Qhroniq,Limited Marijuana Cultivation Facility,Active-Operating,Qhroniq,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Building A,Palmer,,,,,,,,,2023-08-12T10:49:50.664362
24714,2100387,Cabin Bud,Limited Marijuana Cultivation Facility,Active-Pending Inspection,Cabin Bud,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,wasilla,99654,1830 E Parks Hwy A-111,Matanuska-Susitna Borough,61.57396670000001,-149.4035768,(907) 317-2713,https://alaskancabinlifeproperties.com/,,,2023-08-12T10:49:50.664362
25145,2102802,Alaska Botanical Farms,Limited Marijuana Cultivation Facility,Active-Operating,Alaska Botanical Farms,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit A-1,Wasilla,,,,,,,,,2023-08-12T10:49:50.664362
25497,2105648,5 Star Flower,Limited Marijuana Cultivation Facility,Active-Operating,5 Star Flower,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,(Apartment with the attached shop),Palmer,4000 Hazelwood Cir,Matanuska-Susitna Borough,61.62503400000001,-149.195077,,,,,2023-08-12T10:49:50.664362
25693,1055654,ALASKA GREENWORKS LLC,Limited Marijuana Cultivation Facility,Active-Operating,ALASKA GREENWORKS LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99507,8860 Arlon St,Anchorage Municipality,61.140544,-149.8365494,,,,,2023-08-12T10:49:50.664362
25707,2107048,The Hangar AK,Limited Marijuana Cultivation Facility,Active-Operating,The Hangar AK,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,(Metal Building),WASILLA,1540 N Shoreline Dr,Matanuska-Susitna Borough,61.5961855,-149.3402059,,,,,2023-08-12T10:49:50.664362
25721,2182311,gold leaf farms,Limited Marijuana Cultivation Facility,Active-Operating,gold leaf farms,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Houston,99623,12428 Round Table Dr,Anchorage Municipality,61.623479,-149.762506,,,,,2023-08-12T10:49:50.664362
25971,2108353,Honey Bees,Limited Marijuana Cultivation Facility,Active-Operating,Honey Bees,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,,,,,,,,,2023-08-12T10:49:50.664362
26330,2110201,Bee Happy Cannabis,Limited Marijuana Cultivation Facility,Active-Operating,Bee Happy Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Lower Level,Wasilla,,,,,,,,,2023-08-12T10:49:50.664362
26645,2111799,Ski Bunny Buds,Limited Marijuana Cultivation Facility,Active-Operating,Ski Bunny Buds,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Palmer,99645,5768 E Ski Bunny Cir,Matanuska-Susitna Borough,61.69018000000001,-149.3054809,,,,,2023-08-12T10:49:50.664362
26876,2113057,Alaskan Originals Cultivation,Limited Marijuana Cultivation Facility,Delegated,Alaskan Originals Cultivation,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99623,,,,,,,,,2023-08-12T10:49:50.664362
26946,2113449,One Sweet World,Limited Marijuana Cultivation Facility,Active-Operating,One Sweet World,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,5675 E Blue Lupine Dr,Matanuska-Susitna Borough,61.56851439999999,-149.3084092,,,,,2023-08-12T10:49:50.664362
26987,2123520,Caradundy Cultivation,Limited Marijuana Cultivation Facility,Active-Pending Inspection,Caradundy Cultivation,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Houston,99623,,,,,,,,,2023-08-12T10:49:50.664362
27205,2107487,Bonah-fide,Limited Marijuana Cultivation Facility,Active-Operating,Bonah-fide,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Big Lake,99652,5408 S Garrett Dr,Matanuska-Susitna Borough,61.51951399999999,-149.855052,,,,,2023-08-12T10:49:50.664362
27400,2115853,Moon Forest Garden,Limited Marijuana Cultivation Facility,Active-Operating,Moon Forest Garden,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,21468 Kobuk Ln,Matanuska-Susitna Borough,61.42726,-149.983749,,,,,2023-08-12T10:49:50.664362
27471,2111699,Alaska Vibes,Limited Marijuana Cultivation Facility,Active-Pending Inspection,Alaska Vibes,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Juneau,99801,201 Seward St,Juneau City and Borough,58.30121979999999,-134.4080497,(907) 290-3036,,,,2023-08-12T10:49:50.664362
27608,2116530,LeLe Gardens,Limited Marijuana Cultivation Facility,Active-Pending Inspection,LeLe Gardens,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Big Lake,99654,17833 W Bryant Rd,Matanuska-Susitna Borough,61.478136,-149.944919,,,,,2023-08-12T10:49:50.664362
28104,2119477,The Hash Frontier Gardens,Limited Marijuana Cultivation Facility,Active-Operating,The Hash Frontier Gardens,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,3662 S Hillrise Cir,Matanuska-Susitna Borough,61.540872,-149.721535,,,,,2023-08-12T10:49:50.664362
28459,2122495,Aristocracy,Limited Marijuana Cultivation Facility,Active-Pending Inspection,Aristocracy,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99623,1300 Linger Ln,Matanuska-Susitna Borough,61.592889,-149.676478,,,,,2023-08-12T10:49:50.664362
28705,2155262,Turquoise Leaf Cultivation,Limited Marijuana Cultivation Facility,Active-Operating,Turquoise Leaf Cultivation,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Willow,99688,9377 N Blackie Loop,,61.687589,-149.9634922,,,,,2023-08-12T10:49:50.664362
28780,1032308,"VAN GEER ENTERPRISES, LLC",Limited Marijuana Cultivation Facility,Active-Pending Inspection,"VAN GEER ENTERPRISES, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Houston,99694,,,,,,,,,2023-08-12T10:49:50.664362
29289,2128199,Stoned Gnome Farm,Limited Marijuana Cultivation Facility,Active-Operating,Stoned Gnome Farm,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99701,Nugget Loop,Fairbanks North Star Borough,64.921313,-147.8891609,(907) 479-0077,,,,2023-08-12T10:49:50.664362
29651,2127436,Stoned Cold Cannabis,Limited Marijuana Cultivation Facility,Active-Operating,Stoned Cold Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Palmer,99645,2323 S Trunk Rd #3,Matanuska-Susitna Borough,61.56097059999999,-149.2691628,(907) 745-4663,http://www.countrycannabisak.com/,,,2023-08-12T10:49:50.664362
29922,2132671,BP ProGro,Limited Marijuana Cultivation Facility,Delegated,BP ProGro,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Building 2,Houston,,,,,,,,,2023-08-12T10:49:50.664362
30154,2121718,Alaska Herb Garden,Limited Marijuana Cultivation Facility,Active-Operating,Alaska Herb Garden,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 2,Anchorage,209 King Cir,Anchorage Municipality,61.1315807,-149.878443,(907) 243-4372,https://uncleherbs.com/dispensary-locations/anchorage-king-circle/?utm_medium=organic&utm_source=gbp&utm_campaign=website,,,2023-08-12T10:49:50.664362
30219,2134451,KGB Cultivation,Limited Marijuana Cultivation Facility,Active-Pending Inspection,KGB Cultivation,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99623,8933 S Polaris Ln,Matanuska-Susitna Borough,61.47437720000001,-149.7349847,,,,,2023-08-12T10:49:50.664362
30406,2136013,The Dank Side,Limited Marijuana Cultivation Facility,Delegated,The Dank Side,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit 1,Wasilla,,,,,,,,,2023-08-12T10:49:50.664362
30548,2136993,Black Bear Budz,Limited Marijuana Cultivation Facility,Delegated,Black Bear Budz,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Lower Level,Wasilla,2100 Spruce Dr,Matanuska-Susitna Borough,61.6035046,-149.3199309,,,,,2023-08-12T10:49:50.664362
30905,2139149,Candid Farms,Limited Marijuana Cultivation Facility,Active-Operating,Candid Farms,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Building #4,Palmer,1305 N Smith Rd,Matanuska-Susitna Borough,61.59322599999999,-149.0250715,(907) 746-1087,http://www.arcticorganics.com/,,,2023-08-12T10:49:50.664362
31148,2140298,Bay Leaf enterprises LLC,Limited Marijuana Cultivation Facility,Active-Operating,Bay Leaf enterprises LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Seward,99664,33695 Nash Rd,Kenai Peninsula Borough,60.131847,-149.377644,,,,,2023-08-12T10:49:50.664362
31324,2141699,High Hat,Limited Marijuana Cultivation Facility,Active-Operating,High Hat,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99623,,,,,,,,,2023-08-12T10:49:50.664362
31690,2144531,North Coast Cultivation,Limited Marijuana Cultivation Facility,Active-Operating,North Coast Cultivation,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99623,5846 Solitude St,,61.648194,-149.512792,,,,,2023-08-12T10:49:50.664362
31938,2147236,Fireweed Farm,Limited Marijuana Cultivation Facility,Active-Operating,Fireweed Farm,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Palmer,99645,2252 N Love Dr,Matanuska-Susitna Borough,61.60422999999999,-149.1843548,(907) 745-4263,http://www.alaskasharvest.com/,,,2023-08-12T10:49:50.664362
32623,2137973,Atlas Extracts,Limited Marijuana Cultivation Facility,Delegated,Atlas Extracts,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Talkeetna,99676,43636 S Parks Hwy,Matanuska-Susitna Borough,62.12273129999999,-150.0430149,,,,,2023-08-12T10:49:50.664362
33560,2157880,White Rabbit Nursery,Limited Marijuana Cultivation Facility,Complete,White Rabbit Nursery,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Palmer,99645,4795 S McKechnie Loop,Matanuska-Susitna Borough,61.530299,-149.039565,,,,,2023-08-12T10:49:50.664362
33610,2160550,The Culture,Limited Marijuana Cultivation Facility,Active-Operating,The Culture,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,2301 S Knik Goose Bay Rd #1,Matanuska-Susitna Borough,61.5564973,-149.4863478,(907) 357-4427,http://thecultureak.com/,,,2023-08-12T10:49:50.664362
34250,2165260,Growing Kind,Limited Marijuana Cultivation Facility,Complete,Growing Kind,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit B,Seward,,,,,,,,,2023-08-12T10:49:50.664362
34781,2169289,Tundra Terps,Limited Marijuana Cultivation Facility,Complete,Tundra Terps,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Houston,99694,,,,,,,,,2023-08-12T10:49:50.664362
10301,1068642,"GREAT NORTHERN MANUFACTURING, INC.",Marijuana Concentrate Manufacturing Facility,Active-Operating,"GREAT NORTHERN MANUFACTURING, INC.",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99518,7801 King St,Anchorage Municipality,61.1500812,-149.8771874,,,,,2023-08-12T10:49:50.664362
10322,1031002,"BABYLON COMPANY, LLC",Marijuana Concentrate Manufacturing Facility,Active-Operating,"BABYLON COMPANY, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99518,6820 Rosewood St #9,Anchorage Municipality,61.15871620000001,-149.8616894,,,,,2023-08-12T10:49:50.664362
12471,1050919,AMG CONCENTRATES,Marijuana Concentrate Manufacturing Facility,Active-Operating,AMG CONCENTRATES,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99518,838 Bonanza Ave,Anchorage Municipality,61.16546450000001,-149.8951615,,,,,2023-08-12T10:49:50.664362
12482,1030919,"HIGH TIDE FARMS, LLC",Marijuana Concentrate Manufacturing Facility,Active-Operating,"HIGH TIDE FARMS, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99623,6875 W Snuffy's Rd,,61.6508962,-149.6096163,,,,,2023-08-12T10:49:50.664362
12536,2155019,Will's World Extracts,Marijuana Concentrate Manufacturing Facility,Active-Operating,Will's World Extracts,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,A portion of Unit 1C,Palmer,12151 E Palmer-Wasilla Hwy Suite 1 C,Matanuska-Susitna Borough,61.60046089999999,-149.1445473,,http://www.willsworldalaska.com/,,,2023-08-12T10:49:50.664362
13424,1033506,"MIDNIGHT SUN MANUFACTURING, LLC",Marijuana Concentrate Manufacturing Facility,Active-Operating,"MIDNIGHT SUN MANUFACTURING, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Willow,99688,,,,,,,,,2023-08-12T10:49:50.664362
14020,1032323,FROG MOUNTAIN LLC,Marijuana Concentrate Manufacturing Facility,Active-Operating,FROG MOUNTAIN LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Ketchikan,99901,9779-9785 Totem Bight Rd,Ketchikan Gateway Borough,55.41947709999999,-131.7700142,,,,,2023-08-12T10:49:50.664362
16091,1033939,"TANANA HERB COMPANY, LLC",Marijuana Concentrate Manufacturing Facility,Active-Operating,"TANANA HERB COMPANY, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99701,1200 Well St,Fairbanks North Star Borough,64.84956869999999,-147.7285269,(907) 750-0865,http://tananaherbcompany.com/,,,2023-08-12T10:49:50.664362
16767,1090969,"AKO FARMS, LLC.",Marijuana Concentrate Manufacturing Facility,Active-Operating,"AKO FARMS, LLC.",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Sitka,99835,1210 Beardslee Wy,Sitka City and Borough,57.0514194,-135.3063887,(907) 623-0322,http://akofarms.com/,,,2023-08-12T10:49:50.664362
21022,2083689,CHOICE EXTRACTS,Marijuana Concentrate Manufacturing Facility,Active-Operating,CHOICE EXTRACTS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Houston,99694,,,,,,,,,2023-08-12T10:49:50.664362
22929,2118413,Altered State Extractions LLC,Marijuana Concentrate Manufacturing Facility,Active-Operating,Altered State Extractions LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99623,7201 W Silver Dr,,61.641838,-149.631435,,,,,2023-08-12T10:49:50.664362
23692,2094943,Gold Star Concentrates,Marijuana Concentrate Manufacturing Facility,Active-Operating,Gold Star Concentrates,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite C,Kenai,,,,,,,,,2023-08-12T10:49:50.664362
25198,1089946,EXTRACTLY LLC,Marijuana Concentrate Manufacturing Facility,Active-Operating,EXTRACTLY LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Palmer,99645,21913 E Snowball Cir,Matanuska-Susitna Borough,61.4849693,-148.9035761,,,,,2023-08-12T10:49:50.664362
25205,2103107,Cannabaska Concentrates,Marijuana Concentrate Manufacturing Facility,Active-Operating,Cannabaska Concentrates,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 203,Anchorage,,,,,,,,,2023-08-12T10:49:50.664362
26832,2124343,CARADUNDY CONCENTRATES,Marijuana Concentrate Manufacturing Facility,Active-Operating,CARADUNDY CONCENTRATES,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Connex #1,Wasilla,,,,,,,,,2023-08-12T10:49:50.664362
27520,2157626,Purgatory Extracts,Marijuana Concentrate Manufacturing Facility,Active-Operating,Purgatory Extracts,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit F,Nikiski,,,,,,,,,2023-08-12T10:49:50.664362
27573,2116519,Polychrome Press,Marijuana Concentrate Manufacturing Facility,Active-Operating,Polychrome Press,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99712,1667 Amidon Dr,Fairbanks North Star Borough,64.8884321,-147.4765,,,,,2023-08-12T10:49:50.664362
28615,2123524,MMW Hash Factory,Marijuana Concentrate Manufacturing Facility,Delegated,MMW Hash Factory,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,WASILLA,99623,,,,,,,,,2023-08-12T10:49:50.664362
28719,2124204,BAM Concentrates,Marijuana Concentrate Manufacturing Facility,Delegated,BAM Concentrates,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit 3,Wasilla,,,,,,,,,2023-08-12T10:49:50.664362
28966,2125897,Green Fire Extracts,Marijuana Concentrate Manufacturing Facility,Delegated,Green Fire Extracts,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,North Pole,99705,1349 Warner Rd,Fairbanks North Star Borough,64.80758399999999,-147.558645,,,,,2023-08-12T10:49:50.664362
29054,1027910,THE FROST FRONTIER,Marijuana Concentrate Manufacturing Facility,Active-Operating,THE FROST FRONTIER,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit B,Anchorage,8535 Dimond D Cir B,Anchorage Municipality,61.1433573,-149.8750932,(907) 522-5050,http://frostfarming.com/,,,2023-08-12T10:49:50.664362
29653,2127436,Stoned Cold Cannabis,Marijuana Concentrate Manufacturing Facility,Active-Operating,Stoned Cold Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Palmer,99645,2323 S Trunk Rd #3,Matanuska-Susitna Borough,61.56097059999999,-149.2691628,(907) 745-4663,http://www.countrycannabisak.com/,,,2023-08-12T10:49:50.664362
29879,2131757,High Society Laboratory,Marijuana Concentrate Manufacturing Facility,Active-Operating,High Society Laboratory,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Building #2,Palmer,,,,,,,,,2023-08-12T10:49:50.664362
32215,2149151,Connoisseur Crude,Marijuana Concentrate Manufacturing Facility,Delegated,Connoisseur Crude,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Building B,Wasilla,,,,,,,,,2023-08-12T10:49:50.664362
32497,2161196,Arctic Ice Extracts,Marijuana Concentrate Manufacturing Facility,Active-Operating,Arctic Ice Extracts,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite B,Wasilla,,,,,,,,,2023-08-12T10:49:50.664362
32606,1014365,"GREATLAND GANJA, LLC",Marijuana Concentrate Manufacturing Facility,Active-Operating,"GREATLAND GANJA, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Kasilof,99610,56475 Sterling Hwy,Kenai Peninsula Borough,60.32964450000001,-151.2450644,,,,,2023-08-12T10:49:50.664362
10082,1032730,EINSTEIN LABS,Marijuana Product Manufacturing Facility,Active-Operating,EINSTEIN LABS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite B,Anchorage,620 E Whitney Rd B,Anchorage Municipality,61.22477339999999,-149.8726806,(907) 258-6878,http://www.canntest.com/,,,2023-08-12T10:49:50.664362
10165,2115560,GOOD Cannabis,Marijuana Product Manufacturing Facility,Active-Operating,GOOD Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99701,356 Old Steese Hwy,Fairbanks North Star Borough,64.8489182,-147.7037154,(907) 452-5463,https://www.goodalaska.com/,,,2023-08-12T10:49:50.664362
10271,1035398,"TOP HAT CONCENTRATES, LLC",Marijuana Product Manufacturing Facility,Active-Operating,"TOP HAT CONCENTRATES, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite B,Juneau,,,,,,,,,2023-08-12T10:49:50.664362
10828,1040022,GLACIER EXTRACTS,Marijuana Product Manufacturing Facility,Active-Operating,GLACIER EXTRACTS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 3,Anchorage,,,,,,,,,2023-08-12T10:49:50.664362
10856,1032945,RASPBERRY ROOTS,Marijuana Product Manufacturing Facility,Active-Operating,RASPBERRY ROOTS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 102,Anchorage,501 Raspberry Rd #101,Anchorage Municipality,61.1597312,-149.8894578,(907) 522-2450,https://raspberryroots.com/?utm_source=SEO_Local&utm_medium=SEO_Local_Snack_Pack&utm_campaign=SEO_AL&utm_content=SEO_Anchorage&utm_term=35812,,,2023-08-12T10:49:50.664362
10865,1034752,AK RIME,Marijuana Product Manufacturing Facility,Active-Operating,AK RIME,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 101,Anchorage,,,,,,,,,2023-08-12T10:49:50.664362
10886,1040494,GOOD TITRATIONS,Marijuana Product Manufacturing Facility,Active-Operating,GOOD TITRATIONS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite B,Fairbanks,,,,,,,,,2023-08-12T10:49:50.664362
10903,1040709,MOMO'S BAKERY,Marijuana Product Manufacturing Facility,Active-Operating,MOMO'S BAKERY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,anchorage,99503,,,,,,,,,2023-08-12T10:49:50.664362
11304,2123771,Higher Altitude Manufacturing,Marijuana Product Manufacturing Facility,Active-Operating,Higher Altitude Manufacturing,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99507,2429 E 88th Ave,Anchorage Municipality,61.1417172,-149.8361207,,,,,2023-08-12T10:49:50.664362
11960,1045126,LAST FRONTIER JOINT OPERATIONS LLC.,Marijuana Product Manufacturing Facility,Active-Operating,LAST FRONTIER JOINT OPERATIONS LLC.,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,ketchikan,99901,,,,,,,,,2023-08-12T10:49:50.664362
12254,1049301,LADY GRAY GOURMET MEDIBLES,Marijuana Product Manufacturing Facility,Active-Operating,LADY GRAY GOURMET MEDIBLES,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 1,Soldotna,,,,,,,,,2023-08-12T10:49:50.664362
12318,1050006,"ANCHORAGE BOWL, LLC.",Marijuana Product Manufacturing Facility,Active-Operating,"ANCHORAGE BOWL, LLC.",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99517,4000 Spenard Rd,Anchorage Municipality,61.18400579999999,-149.9270845,(907) 770-2690,https://anchoragebowl420.com/,,,2023-08-12T10:49:50.664362
12487,1049373,TREAT YO' SELF,Marijuana Product Manufacturing Facility,Active-Operating,TREAT YO' SELF,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,North Pole,99705,2632 Mistletoe Dr,Fairbanks North Star Borough,64.74800739999999,-147.3214228,,,,,2023-08-12T10:49:50.664362
12511,1032030,ROSIE CREEK FARM,Marijuana Product Manufacturing Facility,Delegated,ROSIE CREEK FARM,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99709,2641 Livingston Loop,Fairbanks North Star Borough,64.7486984,-148.0866734,(907) 479-3642,,,,2023-08-12T10:49:50.664362
