business_legal_name,business_dba_name,issue_date,license_number,licensing_authority_id,licensing_authority,license_designation,premise_state,license_status,license_status_date,license_type,license_term,expiration_date,business_owner_name,business_structure,business_email,activity,parcel_number,id,business_image_url,business_website,premise_street_address,premise_city,premise_zip_code,business_phone,data_refreshed_date,premise_latitude,premise_longitude,premise_county
Windy City Cannabis,Windy City Cannabis,2021-03-24T00:00:00,284.000111-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000111-AUDO,,,125 S Western Ave,Carpentersville,60110,(312) 874-7040,2023-07-28T13:32:56-05:00,,,
Windy City Cannabis,Windy City Cannabis,2021-03-29T00:00:00,284.000112-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000112-AUDO,,,518 W Jackson St,Macomb,61455-2008,TBD,2023-07-28T13:32:56-05:00,40.4591545,-90.67904659999999,McDonough County
The Dispensary,The Dispensary,2021-03-29T00:00:00,284.000113-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000113-AUDO,,,1709 Il Route 35 N,East Dubuque,61025,(815) 208-7701,2023-07-28T13:32:56-05:00,42.5057078,-90.61587130000001,Jo Daviess County
NuEra,NuEra,2021-03-29T00:00:00,284.000115-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000115-AUDO,,,102 E Green St,Champaign,61820,(309) 303-2535,2023-07-28T13:32:56-05:00,40.1104381,-88.23841619999999,Champaign County
NuEra,NuEra,2021-03-29T00:00:00,284.000116-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000116-AUDO,,,3249 Court St,Pekin,61554,(309) 839-1330,2023-07-28T13:32:56-05:00,40.5475804,-89.6029824,Tazewell County
Curaleaf,Curaleaf,2021-03-29T00:00:00,284.000117-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000117-AUDO,,,11 E Ogden Ave,Westmont,6055,(312) 874-7040,2023-07-28T13:32:56-05:00,41.8094865,-87.97470899999999,DuPage County
Maribis,Maribis,2021-03-29T00:00:00,284.000118-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000118-AUDO,,,1137 S Mannheim Rd,Westchester,60154,(888) 888-2812,2023-07-28T13:32:56-05:00,41.8640312,-87.88214959999999,Cook County
Maribis,Maribis,2021-03-30T00:00:00,284.000119-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000119-AUDO,,,3025 Lindbergh Blvd,Springfield,62704,TBD,2023-07-28T13:32:56-05:00,39.7542075,-89.7116623,Sangamon County
Curaleaf,Curaleaf,2021-03-31T00:00:00,284.000120-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use and Medicinal,IL,Active,,Commercial - Retailer,,,,,,,,284.000120-AUDO,,,"9930 W. 190th St., Unit H",Mokena,60035,(708) 258-1141,2023-07-28T13:32:56-05:00,41.54566579999999,-87.8585906,Will County
Curaleaf,Curaleaf,2021-03-31T00:00:00,284.000121-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use and Medicinal,IL,Active,,Commercial - Retailer,,,,,,,,284.000121-AUDO,,,677 Lake Cook Rd.,Deerfield,60015,(847) 447-6634,2023-07-28T13:32:56-05:00,42.1522523,-87.8438824,Cook County
Thrive,Thrive,2021-03-31T00:00:00,284.000122-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000122-AUDO,,,1551 E. 5th St.,Metropolis,62960,(618) 602-2900,2023-07-28T13:32:56-05:00,37.1543217,-88.7127773,Massac County
Enlightened,Enlightened,2021-03-31T00:00:00,284.000123-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000123-AUDO,,,820 E. Golf Rd.,Schaumburg,60173,(847) 773-0820,2023-07-28T13:32:56-05:00,42.0508062,-88.0585662,Cook County
Midway by Ascend,Midway by Ascend,2022-01-05T00:00:00,284.000124-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use and Medicinal,IL,Active,,Commercial - Retailer,,,,,,,,284.000124-AUDO,,,5648 S. Archer Ave.,Chicago,60638,(872) 267-7038,2023-07-28T13:32:56-05:00,41.79759,-87.7520399,Cook County
Ascend,Ascend,2022-01-05T00:00:00,284.00125-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.00125-AUDO,,,9820 Ridgeland Ave,Chicago Ridge,60415,(872) 250-3890,2023-07-28T13:32:56-05:00,41.7143559,-87.780138,Cook County
ZenLeaf,ZenLeaf,2022-03-11T00:00:00,284.000127-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000127-AUDO,,,783 E Butterfield Rd,Lombard,60148-5614,(630) 716-2517,2023-07-28T13:32:56-05:00,41.8395045,-87.9974773,DuPage County
ZenLeaf,ZenLeaf,2022-03-11T00:00:00,284.000128-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use and Medicinal,IL,Active,,Commercial - Retailer,,,,,,,,284.000128-AUDO,,,7305 N Rogers Ave,Chicago,60626,(773) 516-4007,2023-07-28T13:32:56-05:00,42.0138633,-87.6794039,Cook County
Rise,Rise,2022-02-28T00:00:00,284.000129-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use and Medicinal,IL,Active,,Commercial - Retailer,,,,,,,,284.000129-AUDO,,,1101 Ford Ave. Ste. C,Effingham,62401,(217) 727-7715,2023-07-28T13:32:56-05:00,39.1416106,-88.55491400000001,Effingham County
Rise,Rise,2022-02-28T00:00:00,284.000130-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000130-AUDO,,,909 Lincoln Ave.,Charleston,IL,(217) 284-6077,2023-07-28T13:32:56-05:00,39.4849405,-88.171938,Coles County
ZenLeaf,ZenLeaf,2022-03-29T00:00:00,284.000131-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use and Medicinal,IL,Active,,Commercial - Retailer,,,,,,,,284.000131-AUDO,,,1804 Maple Ave.,Evanston,60201,(847) 424-0140,2023-07-28T13:32:56-05:00,42.0501654,-87.685026,Cook County
ZenLeaf,ZenLeaf,2022-03-29T00:00:00,284.000132-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000132-AUDO,,,740 N. Rte. 59,Aurora,60504,(331) 212-8846,2023-07-28T13:32:56-05:00,41.7657414,-88.20632239999999,DuPage County
ZenLeaf,ZenLeaf,2022-04-18T00:00:00,284.000133-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use and Medicinal,60608,Active,,Commercial - Retailer,,,,,,,,284.000133-AUDO,,,1301 S. Western Ave.,Chicago,60608,(773) 724-4200,2023-07-28T13:32:56-05:00,41.8645274,-87.685658,Cook County
ZenLeaf,ZenLeaf,2022-04-18T00:00:00,284.000134-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000134-AUDO,,,222 S. Halsted St.,Chicago,60661,(872) 260-3874,2023-07-28T13:32:56-05:00,41.8785039,-87.6474252,Cook County
Zen Leaf,Zen Leaf,2022-05-10T00:00:00,284.000135-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use and Medicinal,IL,Active,,Commercial - Retailer,,,,,,,,284.000135-AUDO,,,2030 Skokie Valley Rd.,Highland Park,60035,(847) 780-3942,2023-07-28T13:32:56-05:00,42.1903389,-87.8272283,Lake County
ZenLeaf,ZenLeaf,2022-05-10T00:00:00,284.000136-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000136-AUDO,,,1434 N Rand Rd,Arlington Heights,60005,(224) 269-4275,2023-07-28T13:32:56-05:00,42.136807,-88.0185657,Cook County
Herbal Remedies,Herbal Remedies,2022-05-12T00:00:00,284.000137-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use and Medicinal,IL,Active,,Commercial - Retailer,,,,,,,,284.000137-AUDO,,,4440 Broadway St. Ste. 1,Quincy,62305,(217) 214-6337,2023-07-28T13:32:56-05:00,39.9345167,-91.3444762,Adams County
Herbal Remedies,Herbal Remedies,2022-05-12T00:00:00,284.000138-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL.62301,Active,,Commercial - Retailer,,,,,,,,284.000138-AUDO,,,1837 Broadway St.,Quincy,IL.62301,(217) 214-6337,2023-07-28T13:32:56-05:00,39.9358402,-91.38559149999999,Adams County
Zen Leaf,Zen Leaf,2022-05-19T00:00:00,284.000139-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use and Medicinal,IL,Active,,Commercial - Retailer,,,,,,,,284.000139-AUDO,,,3691 E. Main St.,St. Charles,60174,(630) 377-7373,2023-07-28T13:32:56-05:00,41.9207584,-88.271501,Kane County
Zen Leaf,Zen Leaf,2024-05-19T00:00:00,284.000140-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000140-AUDO,,,1516 N Naper Blvd Spc 100,Naperville,60563,(630) 634-8543,2023-07-28T13:32:56-05:00,41.7974032,-88.1186517,DuPage County
OKAY Cannabis,OKAY Cannabis,2023-01-27T00:00:00,284.000142-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000142-AUDO,,,781 N Milwaukee Ave,Wheeling,60090,(847) 307-0100,2023-07-28T13:32:56-05:00,42.1521766,-87.9134838,Cook County
BaM Body and Mind,BaM Body and Mind,2023-04-20T00:00:00,284.000159-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000159-AUDO,,,3063 W 159th St,Markham,60428,(708) 224-7897,2023-07-28T13:32:56-05:00,41.59981459999999,-87.69298669999999,Cook County
Altius,Altius,2022-11-15T00:00:00,284.000163-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000163-AUDO,,,993 E Rollins Rd,Round Lake Beach,60073,(224) 578-5382,2023-07-28T13:32:56-05:00,42.38069730000001,-88.0583855,Lake County
Stash - Peru,Stash - Peru,2023-07-12T00:00:00,284.000170 - AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000170 - AUDO,,,1320 38th St,Peru,61354,(815) 224-1137,2023-07-28T13:32:56-05:00,41.3583182,-89.12318259999999,LaSalle County
DeepROOTZ,DeepROOTZ,2023-07-17T00:00:00,284.000175 - AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000175 - AUDO,,,2727 Avenue of the Cities,Moline,61265,(309) 704-0420,2023-07-28T13:32:56-05:00,41.4926273,-90.4979524,Rock Island County
Ivy Hall - Waukegan,Ivy Hall - Waukegan,2023-03-21T00:00:00,284.000180-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000180-AUDO,,,996 S Waukegan Rd,Waukegan,60085,(855) 489-4255,2023-07-28T13:32:56-05:00,42.3409629,-87.8958968,Lake County
Ivy Hall -Bolingbrook,"Ivy Hall -
Bolingbrook",2023-06-15T00:00:00,284.000183 - AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000183 - AUDO,,,361 S Bolingbrook Dr,Bolingbrook,60440,(855) 489-4255,2023-07-28T13:32:56-05:00,41.6895233,-88.0689665,Will County
Grasshopper Club,Grasshopper Club,2023-02-01T00:00:00,284.000187-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000187-AUDO,,,2551 N Milwaukee Ave 1st Fl,Chicago,60647,(773) 697-3191,2023-07-28T13:32:56-05:00,41.9278453,-87.7049601,Cook County
Grasshopper Club –South Loop,"Grasshopper Club –
South Loop",2023-07-26T00:00:00,284.000188 - AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000188 - AUDO,,,58 E Roosevelt Rd FL 1,Chicago,60605,(773) 697-3191,2023-07-28T13:32:56-05:00,41.8676372,-87.6255802,Cook County
Spark’d – WickerPark,"Spark’d – Wicker
Park",2023-05-22T00:00:00,284.000193 AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000193 AUDO,,,1212 N Ashland Ave,Chicago,60622-2253,(708) 856-8924,2023-07-28T13:32:56-05:00,41.9039126,-87.6678627,Cook County
Spark’d –Streamwood,"Spark’d –
Streamwood",2023-07-25T00:00:00,284.000194 - AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000194 - AUDO,,,1594 Buttitta Dr,Streamwood,60107,(TBD),2023-07-28T13:32:56-05:00,42.0166554,-88.1451123,Cook County
River Bluff Cannabis,River Bluff Cannabis,2023-04-18T00:00:00,284.000205-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000205-AUDO,,,1350 Lake St,Roselle,60172,(847) 306-9916,2023-07-28T13:32:56-05:00,41.9706992,-88.114952,DuPage County
Viola CHI,Viola CHI,2023-07-27T00:00:00,284.000207 - AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000207 - AUDO,,,1516 W Roosevelt Rd,Broadview,60155,(TBD),2023-07-28T13:32:56-05:00,41.867178,-87.6643351,Cook County
Kush21 - Jacksonville,Kush21 - Jacksonville,2023-02-10T00:00:00,284.000213-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000213-AUDO,,,1112 Veterans Dr,Jacksonville,62650,(217) 408-1246,2023-07-28T13:32:56-05:00,39.721803,-90.24376199999999,Morgan County
"V3 Illinois Vending,LLC","V3 Illinois Vending,
LLC",2023-06-12T00:00:00,284.000227 - AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000227 - AUDO,,,105 Koehler St,Grayville,62844,(314) 714-6585,2023-07-28T13:32:56-05:00,38.2431749,-87.9978141,White County
Deer Park PartnersLLC,"Deer Park Partners
LLC",2023-03-21T00:00:00,284.000229-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000229-AUDO,,,Locke Dr,Bourbonnais,60914,(847) 528-8753,2023-07-28T13:32:56-05:00,41.1642769,-87.8495414,Kankakee County
Ivy Hall - Damen,Ivy Hall - Damen,2022-11-10T00:00:00,284.000232 AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000232 AUDO,,,1720 N Damen Ave,Chicago,60647,(855) 489-4255,2023-07-28T13:32:56-05:00,41.9129726,-87.67779379999999,Cook County
Green Rose -Chicago,"Green Rose -
Chicago",2022-11-10T00:00:00,284.000248 AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL.,Active,,Commercial - Retailer,,,,,,,,284.000248 AUDO,,,612 N. Wells St.,Chicago,60654,(312) 268-0007,2023-07-28T13:32:56-05:00,41.8927698,-87.634486,Cook County
Cloud9 Cannabis,Cloud9 Cannabis,2023-03-22T00:00:00,284.000259-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000259-AUDO,,,505 W Town Center Blvd,Champaign,61822,(217) 866-0905,2023-07-28T13:32:56-05:00,40.1421814,-88.25148229999999,Champaign County
OKAY Cannabis –West Town,"OKAY Cannabis –
West Town",2023-05-27T00:00:00,284.000267 AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000267 AUDO,,,1914 W Chicago Ave,Chicago,60622-8879,(TBD),2023-07-28T13:32:56-05:00,41.8960585,-87.6752684,Cook County
Stash – Orland Hills,Stash – Orland Hills,2023-07-17T00:00:00,284.000281 - AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000281 - AUDO,,,9545 167th St,Orland Hills,60487,(708) 428-2296,2023-07-28T13:32:56-05:00,41.5860793,-87.8507613,Cook County
Starbuds,Starbuds,2023-01-03T00:00:00,284.000285 AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000285 AUDO,,,7844 S Cicero Ave,Burbank,60459,(708) 907-3441,2023-07-28T13:32:56-05:00,41.7498057,-87.74180729999999,Cook County
Aroma Hill –Hoffman Estates,"Aroma Hill –
Hoffman Estates",2023-06-28T00:00:00,284.000287 - AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000287 - AUDO,,,1237 North Barrington Rd,Hoffman Estates,60169,(773) 936-4527,2023-07-28T13:32:56-05:00,42.0461559,-88.1439367,Cook County
Consume – St.Charles,"Consume – St.
Charles",2023-04-17T00:00:00,284.000295 AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000295 AUDO,,,584 S Randall Rd,St Charles,60174,(630) 931-2800,2023-07-28T13:32:56-05:00,41.9043437,-88.3386087,Kane County
Lux LeafDispensary,"Lux Leaf
Dispensary",2023-03-14T00:00:00,284.000296-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000296-AUDO,,,5539 Miller Circle Dr,Matteson,60443,(708) 905-4500,2023-07-28T13:32:56-05:00,41.4996088,-87.74931389999999,Cook County
Vertical Dispensary,Vertical Dispensary,2023-07-27T00:00:00,284.000300 - AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000300 - AUDO,,,20 Northwest Hwy,Cary,60013,(847) 516-9333,2023-07-28T13:32:56-05:00,42.20847029999999,-88.2346506,McHenry County
Cloud9 Cannabis,Cloud9 Cannabis,2023-03-10T00:00:00,284.000304-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000304-AUDO,,,2341 Plum St,Edwardsville,62025,(618) 685-0801,2023-07-28T13:32:56-05:00,38.784493,-89.9577935,Madison County
Mystic Greenz -Decatur,"Mystic Greenz -
Decatur",2023-07-21T00:00:00,284.000312 - AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000312 - AUDO,,,5045 Indus,Decatur,62522,(309) 989-4501,2023-07-28T13:32:56-05:00,39.8231401,-89.0466016,Macon County
TrinityCompassionate CareCenters,"Trinity
Compassionate Care
Centers",2022-09-12T00:00:00,284-000326-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use and Medicinal,IL,Active,,Commercial - Retailer,,,,,,,,284-000326-AUDO,,,3125 N. University St. Ste. B,Peoria,61604,(309) 863-2122,2023-07-28T13:32:56-05:00,40.7259816,-89.61374239999999,Peoria County
TrinityCompassionate CareCenters,"Trinity
Compassionate Care
Centers",2022-09-12T00:00:00,284-000327-AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284-000327-AUDO,,,2301 W. Glen Ave.,Peoria,61614,(309) 863-2122,2023-07-28T13:32:56-05:00,40.7475512,-89.630071,Peoria County
Mission Illinois,Mission Illinois,2023-02-28T00:00:00,284.000341 - AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use and Medicinal,IL,Active,,Commercial - Retailer,,,,,,,,284.000341 - AUDO,,,8554 S Commersial Ave,Chicago,60617,(773) 530-0088,2023-07-28T13:32:56-05:00,41.7394444,-87.5517577,Cook County
Mission – CalumetCity,"Mission – Calumet
City",2023-02-28T00:00:00,284.000342 - AUDO,IDFPR,Illinois Department of Financial and Professional Regulation,Adult-Use,IL,Active,,Commercial - Retailer,,,,,,,,284.000342 - AUDO,,,1330 Torrence Ave,Calumet City,60409,(773) 318-0802,2023-07-28T13:32:56-05:00,41.5981274,-87.55950759999999,Cook County
