Month,Year,County,Med_Sales,Rec_Sales,Med_Blank_Code,Rec_Blank_Code,ID
4,2015,Clear Creek,"76,243","365,896",,,42015Clear Creek
4,2015,Cheyenne,,,NL,NL,42015Cheyenne
4,2015,Chaffee,,"250,729",NR,,42015Chaffee
4,2015,Broomfield,,,NL,NL,42015Broomfield
4,2015,Boulder,"2,559,060","3,973,545",,,42015Boulder
4,2015,Bent,,,NL,NL,42015Bent
4,2015,Baca,,,NL,NL,42015Baca
4,2015,Archuleta,,,NR,NR,42015Archuleta
4,2015,Arapahoe,"1,559,596","3,257,101",,,42015Arapahoe
4,2015,Alamosa,,,NR,NL,42015Alamosa
4,2015,Adams,"474,341","1,611,106",,,42015Adams
3,2015,Yuma,,,NL,NL,32015Yuma
3,2015,Weld,"386,290","1,443,488",,,32015Weld
3,2015,Washington,,,NL,NL,32015Washington
3,2015,Teller,,,NR,NL,32015Teller
3,2015,Summit,"292,686","1,727,608",,,32015Summit
3,2015,Sedgwick,,,NR,NR,32015Sedgwick
3,2015,San Miguel,"50,730","375,409",,,32015San Miguel
3,2015,San Juan,,,NL,NR,32015San Juan
3,2015,Saguache,,,NL,NR,32015Saguache
3,2015,Routt,"199,449","616,913",,,32015Routt
3,2015,Rio Grande,,,NL,NL,32015Rio Grande
3,2015,Rio Blanco,,,NL,NL,32015Rio Blanco
3,2015,Pueblo,"463,245","1,355,119",,,32015Pueblo
3,2015,Prowers,,,NL,NL,32015Prowers
3,2015,Pitkin,"85,006","896,693",,,32015Pitkin
3,2015,Phillips,,,NL,NL,32015Phillips
3,2015,Park,,"146,105",NR,,32015Park
3,2015,Ouray,,,NR,NR,32015Ouray
3,2015,Otero,,,NL,NL,32015Otero
3,2015,Morgan,,,NR,NR,32015Morgan
3,2015,Montrose,,,NR,NL,32015Montrose
3,2015,Montezuma,"133,639","254,446",,,32015Montezuma
3,2015,Moffat,,,NR,NL,32015Moffat
3,2015,Mineral,,,NL,NL,32015Mineral
3,2015,Mesa,,,NR,NR,32015Mesa
3,2015,Logan,,,NL,NL,32015Logan
3,2015,Lincoln,,,NL,NL,32015Lincoln
3,2015,Las Animas,,"415,008",NR,,32015Las Animas
3,2015,Larimer,"1,320,406","1,943,174",,,32015Larimer
3,2015,Lake,,,NL,NR,32015Lake
3,2015,La Plata,"1,017,530","1,020,552",,,32015La Plata
3,2015,Kit Carson,,,NL,NL,32015Kit Carson
3,2015,Kiowa,,,NL,NL,32015Kiowa
3,2015,Jefferson,"1,861,813","2,224,610",,,32015Jefferson
3,2015,Jackson,,,NL,NL,32015Jackson
3,2015,Huerfano,,,NL,NL,32015Huerfano
3,2015,Hinsdale,,,NL,NL,32015Hinsdale
3,2015,Gunnison,,"296,334",NR,,32015Gunnison
3,2015,Grand,,,NR,NR,32015Grand
3,2015,Gilpin,,"117,004",NR,,32015Gilpin
3,2015,Garfield,"379,738","642,659",,,32015Garfield
3,2015,Fremont,"194,875",,,NL,32015Fremont
3,2015,Elbert,,,NL,NL,32015Elbert
3,2015,El Paso,"6,380,331",,,NR,32015El Paso
3,2015,Eagle,"337,864","862,396",,,32015Eagle
3,2015,Douglas,,,NL,NL,32015Douglas
3,2015,Dolores,,,NL,NL,32015Dolores
3,2015,Denver,"14,406,613","17,121,933",,,32015Denver
3,2015,Delta,,,NL,NL,32015Delta
3,2015,Custer,,,NL,NL,32015Custer
3,2015,Crowley,,,NL,NL,32015Crowley
3,2015,Costilla,,,NR,NR,32015Costilla
3,2015,Conejos,,,NL,NL,32015Conejos
3,2015,Clear Creek,"82,344","485,304",,,32015Clear Creek
3,2015,Cheyenne,,,NL,NL,32015Cheyenne
3,2015,Chaffee,,,NR,NR,32015Chaffee
3,2015,Broomfield,,,NL,NL,32015Broomfield
3,2015,Boulder,"2,525,620","3,856,723",,,32015Boulder
3,2015,Bent,,,NL,NL,32015Bent
3,2015,Baca,,,NL,NL,32015Baca
3,2015,Archuleta,,,NR,NR,32015Archuleta
3,2015,Arapahoe,"1,562,845","2,615,133",,,32015Arapahoe
3,2015,Alamosa,,,NR,NL,32015Alamosa
3,2015,Adams,"479,975","1,497,796",,,32015Adams
2,2015,Yuma,,,NL,NL,22015Yuma
2,2015,Weld,"364,563","1,270,638",,,22015Weld
2,2015,Washington,,,NL,NL,22015Washington
2,2015,Teller,,,NR,NL,22015Teller
2,2015,Summit,"246,053","1,393,552",,,22015Summit
2,2015,Sedgwick,,,NR,NR,22015Sedgwick
2,2015,San Miguel,"41,195","300,473",,,22015San Miguel
2,2015,San Juan,,,NL,NR,22015San Juan
2,2015,Saguache,,,NL,NR,22015Saguache
2,2015,Routt,,,NR,NR,22015Routt
2,2015,Rio Grande,,,NL,NL,22015Rio Grande
2,2015,Rio Blanco,,,NL,NL,22015Rio Blanco
2,2015,Pueblo,"358,140","1,039,417",,,22015Pueblo
2,2015,Prowers,,,NL,NL,22015Prowers
2,2015,Pitkin,"75,050","705,757",,,22015Pitkin
2,2015,Phillips,,,NL,NL,22015Phillips
2,2015,Park,,,NR,NR,22015Park
2,2015,Ouray,,,NR,NR,22015Ouray
2,2015,Otero,,,NL,NL,22015Otero
2,2015,Morgan,,,NR,NR,22015Morgan
2,2015,Montrose,,,NR,NL,22015Montrose
2,2015,Montezuma,"104,595","159,174",,,22015Montezuma
2,2015,Moffat,,,NR,NL,22015Moffat
2,2015,Mineral,,,NL,NL,22015Mineral
2,2015,Mesa,,,NR,NR,22015Mesa
2,2015,Logan,,,NL,NL,22015Logan
2,2015,Lincoln,,,NL,NL,22015Lincoln
2,2015,Las Animas,,"287,148",NR,,22015Las Animas
2,2015,Larimer,"1,111,034","1,685,559",,,22015Larimer
2,2015,Lake,,,NL,NR,22015Lake
2,2015,La Plata,"892,507","840,795",,,22015La Plata
2,2015,Kit Carson,,,NL,NL,22015Kit Carson
2,2015,Kiowa,,,NL,NL,22015Kiowa
2,2015,Jefferson,"1,700,441","1,960,725",,,22015Jefferson
2,2015,Jackson,,,NL,NL,22015Jackson
2,2015,Huerfano,,,NL,NL,22015Huerfano
2,2015,Hinsdale,,,NL,NL,22015Hinsdale
2,2015,Gunnison,,"224,407",NR,,22015Gunnison
2,2015,Grand,,,NR,NR,22015Grand
2,2015,Gilpin,"28,410","104,647",,,22015Gilpin
2,2015,Garfield,"348,057","535,881",,,22015Garfield
2,2015,Fremont,"175,136",,,NL,22015Fremont
2,2015,Elbert,,,NL,NL,22015Elbert
2,2015,El Paso,"5,578,020",,,NR,22015El Paso
2,2015,Eagle,"292,481","735,296",,,22015Eagle
2,2015,Douglas,,,NL,NL,22015Douglas
2,2015,Dolores,,,NL,NL,22015Dolores
2,2015,Denver,"12,841,486","14,411,812",,,22015Denver
2,2015,Delta,,,NL,NL,22015Delta
2,2015,Custer,,,NL,NL,22015Custer
2,2015,Crowley,,,NL,NL,22015Crowley
2,2015,Costilla,,,NR,NR,22015Costilla
2,2015,Conejos,,,NL,NL,22015Conejos
2,2015,Clear Creek,"77,001","416,086",,,22015Clear Creek
2,2015,Cheyenne,,,NL,NL,22015Cheyenne
2,2015,Chaffee,,,NR,NR,22015Chaffee
2,2015,Broomfield,,,NL,NL,22015Broomfield
2,2015,Boulder,"2,257,951","3,209,140",,,22015Boulder
2,2015,Bent,,,NL,NL,22015Bent
2,2015,Baca,,,NL,NL,22015Baca
2,2015,Archuleta,,,NR,NR,22015Archuleta
2,2015,Arapahoe,"1,402,007","2,114,064",,,22015Arapahoe
2,2015,Alamosa,,,NR,NL,22015Alamosa
2,2015,Adams,"434,375",,,NR,22015Adams
1,2015,Yuma,,,NL,NL,12015Yuma
1,2015,Weld,"340,278","1,199,406",,,12015Weld
1,2015,Washington,,,NL,NL,12015Washington
1,2015,Teller,,,NR,NL,12015Teller
1,2015,Summit,"255,639","1,685,111",,,12015Summit
1,2015,Sedgwick,,,NR,NR,12015Sedgwick
1,2015,San Miguel,"50,579","374,588",,,12015San Miguel
1,2015,San Juan,,,NL,NR,12015San Juan
1,2015,Saguache,,,NL,NR,12015Saguache
1,2015,Routt,,,NR,NR,12015Routt
1,2015,Rio Grande,,,NL,NL,12015Rio Grande
1,2015,Rio Blanco,,,NL,NL,12015Rio Blanco
1,2015,Pueblo,"359,950","1,063,092",,,12015Pueblo
1,2015,Prowers,,,NL,NL,12015Prowers
1,2015,Pitkin,"90,522","813,722",,,12015Pitkin
1,2015,Phillips,,,NL,NL,12015Phillips
1,2015,Park,,,NR,NR,12015Park
1,2015,Ouray,,,NR,NR,12015Ouray
1,2015,Otero,,,NL,NL,12015Otero
1,2015,Morgan,,,NR,NR,12015Morgan
1,2015,Montrose,,,NR,NL,12015Montrose
1,2015,Montezuma,"114,767",,,NR,12015Montezuma
1,2015,Moffat,,,NR,NL,12015Moffat
1,2015,Mineral,,,NL,NL,12015Mineral
1,2015,Mesa,,,NR,NR,12015Mesa
1,2015,Logan,,,NL,NL,12015Logan
1,2015,Lincoln,,,NL,NL,12015Lincoln
1,2015,Las Animas,,"224,113",NR,,12015Las Animas
1,2015,Larimer,"1,141,214","1,728,021",,,12015Larimer
1,2015,Lake,,,NL,NR,12015Lake
1,2015,La Plata,"893,330","798,627",,,12015La Plata
1,2015,Kit Carson,,,NL,NL,12015Kit Carson
1,2015,Kiowa,,,NL,NL,12015Kiowa
1,2015,Jefferson,"1,868,844","2,108,127",,,12015Jefferson
1,2015,Jackson,,,NL,NL,12015Jackson
1,2015,Huerfano,,,NL,NL,12015Huerfano
1,2015,Hinsdale,,,NL,NL,12015Hinsdale
1,2015,Gunnison,,"273,043",NR,,12015Gunnison
1,2015,Grand,,,NR,NR,12015Grand
1,2015,Gilpin,"31,006","112,455",,,12015Gilpin
1,2015,Garfield,"325,730","616,641",,,12015Garfield
1,2015,Fremont,"180,201",,,NL,12015Fremont
1,2015,Elbert,,,NL,NL,12015Elbert
1,2015,El Paso,"5,582,451",,,NR,12015El Paso
1,2015,Eagle,"316,095","825,587",,,12015Eagle
1,2015,Douglas,,,NL,NL,12015Douglas
1,2015,Dolores,,,NL,NL,12015Dolores
1,2015,Denver,"13,374,117","15,485,689",,,12015Denver
1,2015,Delta,,,NL,NL,12015Delta
1,2015,Custer,,,NL,NL,12015Custer
1,2015,Crowley,,,NL,NL,12015Crowley
1,2015,Costilla,,,NR,NR,12015Costilla
1,2015,Conejos,,,NL,NL,12015Conejos
1,2015,Clear Creek,"79,640","455,108",,,12015Clear Creek
1,2015,Cheyenne,,,NL,NL,12015Cheyenne
1,2015,Chaffee,,,NR,NR,12015Chaffee
1,2015,Broomfield,,,NL,NL,12015Broomfield
1,2015,Boulder,"2,501,072","3,565,252",,,12015Boulder
1,2015,Bent,,,NL,NL,12015Bent
1,2015,Baca,,,NL,NL,12015Baca
1,2015,Archuleta,,,NR,NR,12015Archuleta
1,2015,Arapahoe,"1,493,744","1,844,768",,,12015Arapahoe
1,2015,Alamosa,,,NR,NL,12015Alamosa
1,2015,Adams,"421,362","1,189,877",,,12015Adams
12,2014,Yuma,,,NL,NL,122014Yuma
12,2014,Weld,"394,521","1,071,049",,,122014Weld
12,2014,Washington,,,NL,NL,122014Washington
12,2014,Teller,,,NR,NL,122014Teller
12,2014,Summit,"205,226","1,256,397",,,122014Summit
12,2014,Sedgwick,,,NR,NR,122014Sedgwick
12,2014,San Miguel,"43,788","292,834",,,122014San Miguel
12,2014,San Juan,,,NL,NL,122014San Juan
12,2014,Saguache,,,NL,NR,122014Saguache
12,2014,Routt,"169,025","493,734",,,122014Routt
12,2014,Rio Grande,,,NL,NL,122014Rio Grande
12,2014,Rio Blanco,,,NL,NL,122014Rio Blanco
12,2014,Pueblo,"399,460","1,158,670",,,122014Pueblo
12,2014,Prowers,,,NL,NL,122014Prowers
12,2014,Pitkin,"84,226","599,569",,,122014Pitkin
12,2014,Phillips,,,NL,NL,122014Phillips
12,2014,Park,,,NR,NR,122014Park
12,2014,Ouray,,,NR,NR,122014Ouray
12,2014,Otero,,,NL,NL,122014Otero
12,2014,Morgan,,,NR,NR,122014Morgan
12,2014,Montrose,,,NR,NL,122014Montrose
12,2014,Montezuma,"117,849",,,NR,122014Montezuma
12,2014,Moffat,,,NR,NL,122014Moffat
12,2014,Mineral,,,NL,NL,122014Mineral
12,2014,Mesa,,,NR,NL,122014Mesa
12,2014,Logan,,,NL,NL,122014Logan
12,2014,Lincoln,,,NL,NL,122014Lincoln
12,2014,Las Animas,,,NR,NR,122014Las Animas
12,2014,Larimer,"1,316,194","1,613,144",,,122014Larimer
12,2014,Lake,,,NL,NR,122014Lake
12,2014,La Plata,"497,203","838,948",,,122014La Plata
12,2014,Kit Carson,,,NL,NL,122014Kit Carson
12,2014,Kiowa,,,NL,NL,122014Kiowa
12,2014,Jefferson,"1,832,756","1,990,092",,,122014Jefferson
12,2014,Jackson,,,NL,NL,122014Jackson
12,2014,Huerfano,,,NL,NL,122014Huerfano
12,2014,Hinsdale,,,NL,NL,122014Hinsdale
12,2014,Gunnison,,"228,173",NR,,122014Gunnison
12,2014,Grand,,,NR,NR,122014Grand
12,2014,Gilpin,"34,112","103,121",,,122014Gilpin
12,2014,Garfield,"283,365","560,065",,,122014Garfield
12,2014,Fremont,"178,729",,,NL,122014Fremont
12,2014,Elbert,,,NL,NL,122014Elbert
12,2014,El Paso,"5,517,533",,,NR,122014El Paso
12,2014,Eagle,"277,950","710,631",,,122014Eagle
12,2014,Douglas,,,NL,NL,122014Douglas
12,2014,Dolores,,,NL,NL,122014Dolores
12,2014,Denver,"12,138,739","14,797,861",,,122014Denver
12,2014,Delta,,,NL,NL,122014Delta
12,2014,Custer,,,NL,NL,122014Custer
12,2014,Crowley,,,NL,NL,122014Crowley
12,2014,Costilla,,,NR,NR,122014Costilla
12,2014,Conejos,,,NL,NL,122014Conejos
12,2014,Clear Creek,"83,182","371,997",,,122014Clear Creek
12,2014,Cheyenne,,,NL,NL,122014Cheyenne
12,2014,Chaffee,,,NR,NR,122014Chaffee
12,2014,Broomfield,,,NL,NL,122014Broomfield
12,2014,Boulder,"2,548,354","3,592,405",,,122014Boulder
12,2014,Bent,,,NL,NL,122014Bent
12,2014,Baca,,,NL,NL,122014Baca
12,2014,Archuleta,,,NR,NR,122014Archuleta
12,2014,Arapahoe,"1,498,465","1,416,559",,,122014Arapahoe
12,2014,Alamosa,,,NR,NL,122014Alamosa
12,2014,Adams,"470,394","1,445,817",,,122014Adams
11,2014,Yuma,,,NL,NL,112014Yuma
11,2014,Weld,"416,639","992,006",,,112014Weld
11,2014,Washington,,,NL,NL,112014Washington
11,2014,Teller,,,NR,NL,112014Teller
11,2014,Summit,"163,698","706,675",,,112014Summit
11,2014,Sedgwick,,,NR,NR,112014Sedgwick
11,2014,San Miguel,"26,291","169,659",,,112014San Miguel
11,2014,San Juan,,,NL,NL,112014San Juan
11,2014,Saguache,,,NL,NR,112014Saguache
11,2014,Routt,,,NR,NR,112014Routt
11,2014,Rio Grande,,,NL,NL,112014Rio Grande
11,2014,Rio Blanco,,,NL,NL,112014Rio Blanco
11,2014,Pueblo,"324,106","1,137,217",,,112014Pueblo
11,2014,Prowers,,,NL,NL,112014Prowers
11,2014,Pitkin,"72,294","216,781",,,112014Pitkin
11,2014,Phillips,,,NL,NL,112014Phillips
11,2014,Park,,,NR,NR,112014Park
11,2014,Ouray,,,NR,NR,112014Ouray
11,2014,Otero,,,NL,NL,112014Otero
11,2014,Morgan,,,NR,NR,112014Morgan
11,2014,Montrose,,,NR,NL,112014Montrose
11,2014,Montezuma,,,NR,NL,112014Montezuma
11,2014,Moffat,,,NR,NL,112014Moffat
11,2014,Mineral,,,NL,NL,112014Mineral
11,2014,Mesa,,,NR,NL,112014Mesa
11,2014,Logan,,,NL,NL,112014Logan
11,2014,Lincoln,,,NL,NL,112014Lincoln
11,2014,Las Animas,,,NL,NR,112014Las Animas
11,2014,Larimer,"1,185,998","1,493,948",,,112014Larimer
11,2014,Lake,,,NL,NR,112014Lake
11,2014,La Plata,"459,409","647,493",,,112014La Plata
11,2014,Kit Carson,,,NL,NL,112014Kit Carson
11,2014,Kiowa,,,NL,NL,112014Kiowa
11,2014,Jefferson,"1,837,165","1,679,786",,,112014Jefferson
11,2014,Jackson,,,NL,NL,112014Jackson
11,2014,Huerfano,,,NL,NL,112014Huerfano
11,2014,Hinsdale,,,NL,NL,112014Hinsdale
11,2014,Gunnison,,"133,062",NR,,112014Gunnison
11,2014,Grand,,,NR,NR,112014Grand
11,2014,Gilpin,,,NR,NR,112014Gilpin
11,2014,Garfield,"318,967","507,297",,,112014Garfield
11,2014,Fremont,"159,257",,,NL,112014Fremont
11,2014,Elbert,,,NL,NL,112014Elbert
11,2014,El Paso,"5,223,552",,,NR,112014El Paso
11,2014,Eagle,"210,732","373,883",,,112014Eagle
11,2014,Douglas,,,NL,NL,112014Douglas
11,2014,Dolores,,,NL,NL,112014Dolores
11,2014,Denver,"13,469,383","13,742,869",,,112014Denver
11,2014,Delta,,,NL,NL,112014Delta
11,2014,Custer,,,NL,NL,112014Custer
11,2014,Crowley,,,NL,NL,112014Crowley
11,2014,Costilla,,,NR,NR,112014Costilla
11,2014,Conejos,,,NL,NL,112014Conejos
11,2014,Clear Creek,"91,727","298,012",,,112014Clear Creek
11,2014,Cheyenne,,,NL,NL,112014Cheyenne
11,2014,Chaffee,,,NR,NR,112014Chaffee
11,2014,Broomfield,,,NL,NL,112014Broomfield
11,2014,Boulder,"2,400,813","3,196,349",,,112014Boulder
11,2014,Bent,,,NL,NL,112014Bent
11,2014,Baca,,,NL,NL,112014Baca
11,2014,Archuleta,,,NR,NR,112014Archuleta
11,2014,Arapahoe,"1,345,048","805,369",,,112014Arapahoe
11,2014,Alamosa,,,NR,NL,112014Alamosa
11,2014,Adams,"480,189","1,304,091",,,112014Adams
10,2014,Yuma,,,NL,NL,102014Yuma
10,2014,Weld,"361,629","1,126,809",,,102014Weld
10,2014,Washington,,,NL,NL,102014Washington
10,2014,Teller,,,NR,NL,102014Teller
10,2014,Summit,"178,233","632,225",,,102014Summit
10,2014,Sedgwick,,,NR,NR,102014Sedgwick
10,2014,San Miguel,"36,239","278,409",,,102014San Miguel
10,2014,San Juan,,,NL,NL,102014San Juan
10,2014,Saguache,,,NL,NR,102014Saguache
10,2014,Routt,,,NR,NR,102014Routt
10,2014,Rio Grande,,,NL,NL,102014Rio Grande
10,2014,Rio Blanco,,,NL,NL,102014Rio Blanco
10,2014,Pueblo,"352,545","1,245,865",,,102014Pueblo
10,2014,Prowers,,,NL,NL,102014Prowers
10,2014,Pitkin,"86,614","246,079",,,102014Pitkin
10,2014,Phillips,,,NL,NL,102014Phillips
10,2014,Park,,,NR,NR,102014Park
10,2014,Ouray,,,NR,NR,102014Ouray
10,2014,Otero,,,NL,NL,102014Otero
10,2014,Morgan,,,NR,NR,102014Morgan
10,2014,Montrose,,,NR,NL,102014Montrose
10,2014,Montezuma,,,NR,NL,102014Montezuma
10,2014,Moffat,,,NR,NL,102014Moffat
10,2014,Mineral,,,NL,NL,102014Mineral
10,2014,Mesa,,,NR,NL,102014Mesa
10,2014,Logan,,,NL,NL,102014Logan
10,2014,Lincoln,,,NL,NL,102014Lincoln
10,2014,Las Animas,,,NL,NL,102014Las Animas
10,2014,Larimer,"1,232,929","1,523,402",,,102014Larimer
10,2014,Lake,,,NL,NR,102014Lake
10,2014,La Plata,"531,825",,,NR,102014La Plata
10,2014,Kit Carson,,,NL,NL,102014Kit Carson
10,2014,Kiowa,,,NL,NL,102014Kiowa
10,2014,Jefferson,"1,923,839","1,714,442",,,102014Jefferson
10,2014,Jackson,,,NL,NL,102014Jackson
10,2014,Huerfano,,,NL,NL,102014Huerfano
10,2014,Hinsdale,,,NL,NL,102014Hinsdale
10,2014,Gunnison,,"184,394",NR,,102014Gunnison
10,2014,Grand,,,NR,NL,102014Grand
10,2014,Gilpin,,,NR,NR,102014Gilpin
10,2014,Garfield,"389,617","553,834",,,102014Garfield
10,2014,Fremont,"174,220",,,NL,102014Fremont
10,2014,Elbert,,,NL,NL,102014Elbert
10,2014,El Paso,"5,742,846",,,NR,102014El Paso
10,2014,Eagle,"206,273","356,123",,,102014Eagle
10,2014,Douglas,,,NL,NL,102014Douglas
10,2014,Dolores,,,NL,NL,102014Dolores
10,2014,Denver,"15,006,222","14,895,186",,,102014Denver
10,2014,Delta,,,NL,NL,102014Delta
10,2014,Custer,,,NL,NL,102014Custer
10,2014,Crowley,,,NL,NL,102014Crowley
10,2014,Costilla,,,NR,NL,102014Costilla
10,2014,Conejos,,,NL,NL,102014Conejos
10,2014,Clear Creek,"102,858","338,132",,,102014Clear Creek
10,2014,Cheyenne,,,NL,NL,102014Cheyenne
10,2014,Chaffee,,,NR,NR,102014Chaffee
10,2014,Broomfield,,,NL,NL,102014Broomfield
10,2014,Boulder,"2,660,593","3,477,557",,,102014Boulder
10,2014,Bent,,,NL,NL,102014Bent
10,2014,Baca,,,NL,NL,102014Baca
10,2014,Archuleta,,,NR,NR,102014Archuleta
10,2014,Arapahoe,"1,396,842",,,NR,102014Arapahoe
10,2014,Alamosa,,,NR,NL,102014Alamosa
10,2014,Adams,"474,637",,,NR,102014Adams
9,2014,Yuma,,,NL,NL,92014Yuma
9,2014,Weld,"287,891","1,201,206",,,92014Weld
9,2014,Washington,,,NL,NL,92014Washington
9,2014,Teller,,,NR,NL,92014Teller
9,2014,Summit,"179,358","726,128",,,92014Summit
9,2014,Sedgwick,,,NR,NR,92014Sedgwick
9,2014,San Miguel,"39,758","501,532",,,92014San Miguel
9,2014,San Juan,,,NL,NL,92014San Juan
9,2014,Saguache,,,NL,NR,92014Saguache
9,2014,Routt,"167,807",,,NR,92014Routt
9,2014,Rio Grande,,,NL,NL,92014Rio Grande
9,2014,Rio Blanco,,,NL,NL,92014Rio Blanco
9,2014,Pueblo,"436,843","1,386,314",,,92014Pueblo
9,2014,Prowers,,,NL,NL,92014Prowers
9,2014,Pitkin,"100,612","316,259",,,92014Pitkin
9,2014,Phillips,,,NL,NL,92014Phillips
9,2014,Park,,,NR,NR,92014Park
9,2014,Ouray,,,NR,NR,92014Ouray
9,2014,Otero,,,NL,NL,92014Otero
9,2014,Morgan,,,NR,NR,92014Morgan
9,2014,Montrose,,,NR,NL,92014Montrose
9,2014,Montezuma,"125,628",,,NL,92014Montezuma
9,2014,Moffat,,,NR,NL,92014Moffat
9,2014,Mineral,,,NL,NL,92014Mineral
9,2014,Mesa,,,NR,NL,92014Mesa
9,2014,Logan,,,NL,NL,92014Logan
9,2014,Lincoln,,,NL,NL,92014Lincoln
9,2014,Las Animas,,,NL,NL,92014Las Animas
9,2014,Larimer,"1,315,740","1,378,589",,,92014Larimer
9,2014,Lake,,,NL,NR,92014Lake
9,2014,La Plata,"623,331",,,NR,92014La Plata
9,2014,Kit Carson,,,NL,NL,92014Kit Carson
9,2014,Kiowa,,,NL,NL,92014Kiowa
9,2014,Jefferson,"1,845,807","1,701,706",,,92014Jefferson
9,2014,Jackson,,,NL,NL,92014Jackson
9,2014,Huerfano,,,NL,NL,92014Huerfano
9,2014,Hinsdale,,,NL,NL,92014Hinsdale
9,2014,Gunnison,,"255,533",NR,,92014Gunnison
9,2014,Grand,,,NR,NL,92014Grand
9,2014,Gilpin,"39,786","138,821",,,92014Gilpin
9,2014,Garfield,"527,700","537,711",,,92014Garfield
9,2014,Fremont,"233,349",,,NL,92014Fremont
9,2014,Elbert,,,NL,NL,92014Elbert
9,2014,El Paso,"5,953,327",,,NR,92014El Paso
9,2014,Eagle,"181,480","379,890",,,92014Eagle
9,2014,Douglas,,,NL,NL,92014Douglas
9,2014,Dolores,,,NL,NL,92014Dolores
9,2014,Denver,"15,196,933","14,364,191",,,92014Denver
9,2014,Delta,,,NL,NL,92014Delta
9,2014,Custer,,,NL,NL,92014Custer
9,2014,Crowley,,,NL,NL,92014Crowley
9,2014,Costilla,,,NR,NL,92014Costilla
9,2014,Conejos,,,NL,NL,92014Conejos
9,2014,Clear Creek,"102,603","375,860",,,92014Clear Creek
9,2014,Cheyenne,,,NL,NL,92014Cheyenne
9,2014,Chaffee,,,NR,NR,92014Chaffee
9,2014,Broomfield,,,NL,NL,92014Broomfield
9,2014,Boulder,"2,715,576","3,314,834",,,92014Boulder
9,2014,Bent,,,NL,NL,92014Bent
9,2014,Baca,,,NL,NL,92014Baca
9,2014,Archuleta,,,NR,NR,92014Archuleta
9,2014,Arapahoe,"1,353,297",,,NL,92014Arapahoe
9,2014,Alamosa,,,NR,NL,92014Alamosa
9,2014,Adams,"453,206",,,NR,92014Adams
8,2014,Yuma,,,NL,NL,82014Yuma
8,2014,Weld,"275,556","1,291,047",,,82014Weld
8,2014,Washington,,,NL,NL,82014Washington
8,2014,Teller,,,NR,NL,82014Teller
8,2014,Summit,"177,412","941,538",,,82014Summit
8,2014,Sedgwick,,,NR,NR,82014Sedgwick
8,2014,San Miguel,"46,369","591,931",,,82014San Miguel
8,2014,San Juan,,,NL,NL,82014San Juan
8,2014,Saguache,,,NR,NR,82014Saguache
8,2014,Routt,"170,505",,,NR,82014Routt
8,2014,Rio Grande,,,NL,NL,82014Rio Grande
8,2014,Rio Blanco,,,NL,NL,82014Rio Blanco
8,2014,Pueblo,"460,037","1,685,115",,,82014Pueblo
8,2014,Prowers,,,NL,NL,82014Prowers
8,2014,Pitkin,"115,179","502,231",,,82014Pitkin
8,2014,Phillips,,,NL,NL,82014Phillips
8,2014,Park,,,NR,NR,82014Park
8,2014,Ouray,,,NR,NR,82014Ouray
8,2014,Otero,,,NL,NL,82014Otero
8,2014,Morgan,,,NL,NL,82014Morgan
8,2014,Montrose,,,NR,NL,82014Montrose
8,2014,Montezuma,"132,833",,,NL,82014Montezuma
8,2014,Moffat,,,NR,NL,82014Moffat
8,2014,Mineral,,,NL,NL,82014Mineral
8,2014,Mesa,,,NR,NL,82014Mesa
8,2014,Logan,,,NL,NL,82014Logan
8,2014,Lincoln,,,NL,NL,82014Lincoln
8,2014,Las Animas,,,NL,NL,82014Las Animas
8,2014,Larimer,"1,207,539","1,340,810",,,82014Larimer
8,2014,Lake,,,NL,NR,82014Lake
8,2014,La Plata,"657,993",,,NL,82014La Plata
8,2014,Kit Carson,,,NL,NL,82014Kit Carson
8,2014,Kiowa,,,NL,NL,82014Kiowa
8,2014,Jefferson,"2,021,406","1,858,831",,,82014Jefferson
8,2014,Jackson,,,NL,NL,82014Jackson
8,2014,Huerfano,,,NL,NL,82014Huerfano
8,2014,Hinsdale,,,NL,NL,82014Hinsdale
8,2014,Gunnison,,"309,611",NR,,82014Gunnison
8,2014,Grand,,,NR,NL,82014Grand
8,2014,Gilpin,"42,366","155,054",,,82014Gilpin
8,2014,Garfield,"531,623","603,468",,,82014Garfield
8,2014,Fremont,"268,966",,,NL,82014Fremont
8,2014,Elbert,,,NL,NL,82014Elbert
8,2014,El Paso,"6,327,504",,,NR,82014El Paso
8,2014,Eagle,"171,357","414,091",,,82014Eagle
8,2014,Douglas,,,NL,NL,82014Douglas
8,2014,Dolores,,,NL,NL,82014Dolores
8,2014,Denver,"15,861,744","15,901,236",,,82014Denver
8,2014,Delta,,,NL,NL,82014Delta
8,2014,Custer,,,NL,NL,82014Custer
8,2014,Crowley,,,NL,NL,82014Crowley
8,2014,Costilla,,,NR,NL,82014Costilla
8,2014,Conejos,,,NL,NL,82014Conejos
8,2014,Clear Creek,"102,919","480,132",,,82014Clear Creek
8,2014,Cheyenne,,,NL,NL,82014Cheyenne
8,2014,Chaffee,"75,887",,,NR,82014Chaffee
8,2014,Broomfield,,,NL,NL,82014Broomfield
8,2014,Boulder,"2,728,671","3,644,021",,,82014Boulder
8,2014,Bent,,,NL,NL,82014Bent
8,2014,Baca,,,NL,NL,82014Baca
8,2014,Archuleta,,,NR,NL,82014Archuleta
